"","Date","Day","Position","Mark","Sex","Tank","Group","Trial","Fish_ID","Notes","tot_dist","mean_velocity","velocity_sd","velocity_se","high_freq","high_duration","mid_freq","mid_duration","low_freq","low_duration","low_mid_high_trans","high_mid_low_trans","freezing_freq","freezing_dur","tot_duration","Weight(g)"
"356","11/09/2019","Wednesday","1","Red.Gre","female","HA_T4","Treatment","9","a7562",NA,1271.59,2.82626,1.74608,0.0232831,7,52.32,13,69.76,7,327.92,3,4,7,0.96,450,0.517
"357","2/08/2019","Friday","4","Red.Yel","male","HA_C1","Control","26","a7563",NA,1556.84,3.46026,1.86793,0.0249079,0,0,5,6.48,6,443.52,0,0,5,0.4,450,0.478
"358","19/08/2019","Monday","5","Red.Yel","male","HA_C1","Control","8","a7563",NA,2154.5,4.78862,2.17553,0.0290096,20,96.16,34,132.4,15,221.44,5,3,2,0.16,450,0.478
"359","11/09/2019","Wednesday","6","Red.Yel","male","HA_C1","Control","19","a7563",NA,856.025,1.90262,1.52032,0.0202727,0,0,0,0,1,450,0,0,21,80,450,0.478
"360","2/08/2019","Friday","3","Red.Bro","male","HA_C3","Control","12","a7564",NA,1574.52,3.49956,1.79859,0.0239833,8,58.4,17,84.88,10,306.72,8,6,5,0.4,450,0.328
"361","19/08/2019","Monday","4","Red.Bro","male","HA_C3","Control","3","a7564",NA,1669.6,3.71089,1.868,0.0249088,10,99.36,16,78.24,7,272.4,7,5,8,0.64,450,0.328
"362","11/09/2019","Wednesday","1","Red.Bro","male","HA_C3","Control","26","a7564",NA,1088.33,2.41895,1.38689,0.0184935,0,0,0,0,1,450,0,0,10,18.56,450,0.328
"363","2/08/2019","Friday","5","Red.Red","male","HA_T2","Treatment","10","a7570",NA,1507.85,3.35138,1.89836,0.0253137,6,38.24,16,67.92,11,343.84,2,4,10,1.2,450,0.621
"364","19/08/2019","Monday","3","Red.Red","male","HA_T2","Treatment","20","a7570",NA,1543.27,3.43009,2.18875,0.0291859,13,89.92,22,82.4,10,277.68,9,7,10,1.92,450,0.621
"365","11/09/2019","Wednesday","2","Red.Red","male","HA_T2","Treatment","23","a7570",NA,2112.01,4.69418,3.02775,0.0403736,20,127.2,35,74.88,16,247.92,12,11,3,0.24,450,0.621
"366","2/08/2019","Friday","5","Pur.Red","female","HA_C4","Control","18","a7578",NA,758.241,1.68528,1.13768,0.0151705,0,0,0,0,1,450,0,0,25,25.6,450,0.607
"367","19/08/2019","Monday","6","Pur.Red","female","HA_C4","Control","21","a7578",NA,483.574,1.0748,1.24478,0.0165985,0,0,0,0,1,450,0,0,35,164.64,450,0.607
"368","11/09/2019","Wednesday","3","Pur.Red","female","HA_C4","Control","4","a7578",NA,239.929,0.533269,1.17196,0.0156276,0,0,0,0,1,450,0,0,10,344,450,0.607
"369","2/08/2019","Friday","2","Bla._","male","HA_T1","Treatment","2","a7599",NA,1259.01,2.79829,1.76043,0.0234745,0,0,1,3.68,2,446.32,0,0,15,1.44,450,0.465
"370","19/08/2019","Monday","5","Bla._","male","HA_T1","Treatment","12","a7599",NA,414.232,0.920679,1.39179,0.0185589,0,0,0,0,1,450,0,0,29,236,450,0.465
"371","11/09/2019","Wednesday","3","Bla._","male","HA_T1","Treatment","17","a7599",NA,213.762,0.47511,0.689764,0.00919767,0,0,0,0,1,450,0,0,42,227.68,450,0.465
"372","2/08/2019","Friday","4","Bla.Bla","female","HA_C4","Control","20","a7601",NA,899.015,1.99817,1.67136,0.0222868,1,3.76,10,44.4,10,401.84,1,0,18,75.2,450,0.62
"373","19/08/2019","Monday","3","Bla.Bla","female","HA_C4","Control","22","a7601",NA,702.366,1.56109,1.28398,0.0171212,1,0.56,3,13.92,3,435.52,0,0,19,39.2,450,0.62
"374","11/09/2019","Wednesday","2","Bla.Bla","female","HA_C4","Control","6","a7601",NA,344.411,0.765494,1.29898,0.0173213,0,0,0,0,1,450,0,0,10,298.96,450,0.62
"375","2/08/2019","Friday","6","Bla.Gre","female","HA_T4","Treatment","22","a7608",NA,767.16,1.7051,1.54889,0.0206537,0,0,1,1.2,2,448.8,0,0,25,74.16,450,0.676
"376","19/08/2019","Monday","3","Bla.Gre","female","HA_T4","Treatment","7","a7608",NA,1198.59,2.664,2.68158,0.0357575,7,43.52,16,43.52,10,362.96,3,3,12,73.12,450,0.676
"377","11/09/2019","Wednesday","6","Bla.Gre","female","HA_T4","Treatment","8","a7608",NA,290.215,0.645037,0.875426,0.0116734,0,0,0,0,1,450,0,0,34,227.04,450,0.676
"378","2/08/2019","Friday","4","Red._","male","HA_C3","Control","12","a7611",NA,92.2328,0.204998,0.719616,0.00959574,0,0,0,0,1,450,0,0,13,394.88,450,0.437
"379","19/08/2019","Monday","5","Red._","male","HA_C3","Control","2","a7611",NA,317.677,0.706074,1.01963,0.0135963,0,0,0,0,1,450,0,0,50,208.72,450,0.437
"380","11/09/2019","Wednesday","2","Red._","male","HA_C3","Control","26","a7611",NA,89.3192,0.198522,0.682354,0.00909886,0,0,0,0,1,450,0,0,13,402.96,450,0.437
"381","2/08/2019","Friday","1","Red.Ora","male","HA_C1","Control","26","a7614",NA,755.588,1.67938,1.49024,0.0198716,0,0,0,0,1,450,0,0,34,64.56,450,0.418
"382","19/08/2019","Monday","5","Red.Ora","male","HA_C1","Control","7","a7614",NA,141.719,0.314987,0.960215,0.012804,0,0,0,0,1,450,0,0,15,372.24,450,0.418
"383","11/09/2019","Wednesday","6","Red.Ora","male","HA_C1","Control","17","a7614",NA,196.329,0.436364,0.998242,0.0133111,0,0,0,0,1,450,0,0,22,325.28,450,0.418
"384","2/08/2019","Friday","3","Whi.Whi","female","HA_T3","Treatment","16","a7640",NA,1813.7,4.03117,2.3532,0.0313788,12,53.36,24,79.12,13,317.52,7,7,5,0.4,450,0.747
"385","19/08/2019","Monday","3","Whi.Whi","female","HA_T3","Treatment","26","a7640",NA,912.215,2.0275,1.65197,0.0220282,0,0,0,0,1,450,0,0,14,75.68,450,0.747
"386","11/09/2019","Wednesday","3","Whi.Whi","female","HA_T3","Treatment","3","a7640",NA,995.366,2.21232,1.34045,0.0178743,0,0,0,0,1,450,0,0,14,9.92,450,0.747
"387","2/08/2019","Friday","2","Whi.Ora","male","HA_T4","Treatment","23","a7646",NA,1449.28,3.22119,1.90228,0.025366,0,0,0,0,1,450,0,0,4,0.56,450,0.543
"388","19/08/2019","Monday","2","Whi.Ora","male","HA_T4","Treatment","5","a7646",NA,1923.53,4.27528,2.14015,0.0285379,7,82.8,15,103.6,9,263.6,3,4,3,0.24,450,0.543
"389","11/09/2019","Wednesday","3","Whi.Ora","male","HA_T4","Treatment","10","a7646",NA,1854.2,4.12118,2.1877,0.0291719,17,50.48,31,108.72,15,290.8,6,5,1,0.08,450,0.543
"390","19/08/2019","Monday","4","Whi.Bro","female","HA_T2","Treatment","19","a7649",NA,1537.8,3.41794,2.09888,0.0279875,0,0,0,0,1,450,0,0,12,0.96,450,0.678
"391","11/09/2019","Wednesday","5","Whi.Bro","female","HA_T2","Treatment","22","a7649",NA,1533.26,3.40786,2.00356,0.0267165,1,83.84,1,11.6,1,354.56,0,1,5,0.64,450,0.678
"392","2/08/2019","Friday","6","_._","female","HA_C2","Control","5","a7658",NA,1796.65,3.99327,2.24057,0.0298769,0,0,0,0,1,450,0,0,5,0.4,450,0.797
"393","19/08/2019","Monday","4","_._","female","HA_C2","Control","14","a7658",NA,1601.16,3.55877,1.85861,0.0247836,0,0,0,0,1,450,0,0,7,1.04,450,0.797
"394","11/09/2019","Wednesday","1","_._","female","HA_C2","Control","12","a7658",NA,1566.83,3.48245,2.03587,0.0271474,0,0,0,0,1,450,0,0,6,1.44,450,0.797
"395","2/08/2019","Friday","3","Blu.Blu","female","HA_C1","Control","27","a7659",NA,1467.02,3.26063,1.82268,0.0243045,0,0,0,0,1,450,0,0,10,0.8,450,0.497
"396","19/08/2019","Monday","2","Blu.Blu","female","HA_C1","Control","8","a7659",NA,1165.53,2.59052,1.63712,0.0218302,0,0,0,0,1,450,0,0,13,3.36,450,0.497
"397","11/09/2019","Wednesday","2","Blu.Blu","female","HA_C1","Control","20","a7659",NA,1199.74,2.66656,1.86838,0.0249139,0,0,0,0,1,450,0,0,26,19.52,450,0.497
"398","2/08/2019","Friday","6","Whi.Whi","female","HA_C4","Control","18","a7661",NA,1562.48,3.47279,2.3946,0.0319309,0,0,2,0.64,3,449.36,0,0,15,1.92,450,0.425
"399","19/08/2019","Monday","1","Whi.Whi","female","HA_C4","Control","22","a7661",NA,1743.81,3.87583,2.18603,0.0291497,0,0,0,0,1,450,0,0,11,0.88,450,0.425
"400","11/09/2019","Wednesday","3","Whi.Whi","female","HA_C4","Control","6","a7661",NA,1733.09,3.85199,2.12557,0.0283434,2,13.36,5,26,4,410.64,2,0,5,0.4,450,0.425
"401","2/08/2019","Friday","6","Bro.Bro","female","HA_T1","Treatment","2","a7662",NA,1881.78,4.18545,2.2057,0.0294225,0,0,0,0,1,449.68,0,0,4,0.48,449.68,0.898
"402","19/08/2019","Monday","1","Bro.Bro","female","HA_T1","Treatment","14","a7662",NA,1336.6,2.97075,1.71979,0.0229326,0,0,0,0,1,450,0,0,6,0.56,450,0.898
"403","11/09/2019","Wednesday","3","Bro.Bro","female","HA_T1","Treatment","15","a7662",NA,862.771,1.91829,1.89756,0.0253075,0,0,0,0,1,449.84,0,0,3,139.68,449.84,0.898
"404","2/08/2019","Friday","5","Gre.Pin","female","HA_C3","Control","13","a7679",NA,1275.75,2.83551,1.37703,0.018362,0,0,0,0,1,450,0,0,4,0.32,450,0.581
"405","19/08/2019","Monday","4","Gre.Pin","female","HA_C3","Control","2","a7679",NA,1230.05,2.73394,1.26746,0.016901,0,0,0,0,1,450,0,0,4,0.32,450,0.581
"406","11/09/2019","Wednesday","1","Gre.Pin","female","HA_C3","Control","27","a7679",NA,716.691,1.59293,1.99367,0.0265846,0,0,0,0,1,450,0,0,6,225.44,450,0.581
"407","2/08/2019","Friday","3","Gre.Bro","male","HA_T1","Treatment","3","a7683",NA,1596.84,3.54916,2.05583,0.0274135,0,0,0,0,1,450,0,0,4,0.4,450,0.63
"408","19/08/2019","Monday","6","Gre.Bro","male","HA_T1","Treatment","12","a7683",NA,128.036,0.284575,0.897158,0.0119632,0,0,0,0,1,450,0,0,28,365.68,450,0.63
"409","11/09/2019","Wednesday","2","Gre.Bro","male","HA_T1","Treatment","17","a7683",NA,242.237,0.538399,1.19261,0.0159029,0,0,0,0,1,450,0,0,7,341.12,450,0.63
"410","2/08/2019","Friday","1","Gre.Blu","female","HA_T2","Treatment","9","a7684",NA,1215.42,2.70141,2.43415,0.0324582,0,0,0,0,1,450,0,0,8,129.68,450,NA
"411","2/08/2019","Friday","6","Gre.Ora","female","HA_T3","Treatment","15","a7686",NA,650.897,1.44669,1.32367,0.0176505,0,0,0,0,1,450,0,0,42,67.84,450,0.818
"412","19/08/2019","Monday","6","Gre.Ora","female","HA_T3","Treatment","24","a7686",NA,526.054,1.16922,1.68355,0.0224493,0,0,0,0,1,450,0,0,43,222.96,450,0.818
"413","11/09/2019","Wednesday","5","Gre.Ora","female","HA_T3","Treatment","3","a7686",NA,246.201,0.547211,0.978119,0.0130427,0,0,0,0,1,450,0,0,25,292.16,450,0.818
"414","2/08/2019","Friday","2","Gre.Gre","male","HA_C2","Control","7","a7688",NA,726.913,1.61565,1.15024,0.0153379,0,0,0,0,1,450,0,0,32,26.96,450,0.429
"415","19/08/2019","Monday","5","Gre.Gre","male","HA_C2","Control","16","a7688",NA,767.916,1.70678,1.4314,0.0190871,0,0,0,0,1,450,0,0,39,27.44,450,0.429
"416","11/09/2019","Wednesday","3","Gre.Gre","male","HA_C2","Control","13","a7688",NA,446.684,0.992807,1.38092,0.0184139,0,0,0,0,1,450,0,0,19,230.72,450,0.429
"417","2/08/2019","Friday","6","Pin.Blu","male","HA_C4","Control","20","a7696",NA,1384.07,3.07625,2.12675,0.0283592,0,0,1,1.04,2,448.96,0,0,15,30,450,0.386
"418","11/09/2019","Wednesday","4","Pin.Blu","male","HA_C4","Control","5","a7696",NA,1140.81,2.53558,1.98591,0.0264811,0,0,0,0,1,450,0,0,20,73.76,450,0.386
"419","2/08/2019","Friday","5","Gre.Gre","female","HA_C1","Control","25","a7698",NA,1162.12,2.58295,1.64058,0.0218764,0,0,2,18.8,2,431.2,0,0,14,28.96,450,0.72
"420","19/08/2019","Monday","2","Gre.Gre","female","HA_C1","Control","10","a7698",NA,1576.09,3.50304,2.20559,0.0294105,5,26.96,17,54.48,13,368.56,4,5,6,0.8,450,0.72
"421","11/09/2019","Wednesday","3","Gre.Gre","female","HA_C1","Control","19","a7698",NA,17.9929,0.0399914,0.22011,0.00293506,0,0,0,0,1,450,0,0,2,443.12,450,0.72
"422","2/08/2019","Friday","1","Bro.Bro","male","HA_C1","Control","25","a7720",NA,1951.83,4.33816,2.63236,0.0351012,7,49.28,21,60.48,14,340.24,4,2,7,0.72,450,0.4
"423","19/08/2019","Monday","6","Bro.Bro","male","HA_C1","Control","10","a7720",NA,1841.26,4.09241,2.40374,0.0320528,4,15.6,17,51.44,14,382.96,1,2,4,0.48,450,0.4
"424","11/09/2019","Wednesday","3","Bro.Bro","male","HA_C1","Control","18","a7720",NA,1560.51,3.46841,1.95407,0.0260565,0,0,8,36.16,8,413.84,0,0,9,1.2,450,0.4
"425","2/08/2019","Friday","2","Bro.Whi","male","HA_T1","Treatment","1","a7723","water change after every 2 tanks",1883.13,4.18547,2.54459,0.0339309,10,25.44,32,141.84,22,282.72,6,4,4,0.48,450,0.414
"426","19/08/2019","Monday","4","Bro.Whi","male","HA_T1","Treatment","11","a7723",NA,899.783,1.99987,1.56081,0.0208127,0,0,2,6.8,2,443.2,0,0,14,12.64,450,0.414
"427","11/09/2019","Wednesday","4","Bro.Whi","male","HA_T1","Treatment","16","a7723",NA,999.44,2.22137,1.57959,0.021063,0,0,10,34.08,11,415.92,0,0,12,18.8,450,0.414
"428","2/08/2019","Friday","1","Bro.Gre","male","HA_T2","Treatment","8","a7724",NA,1872.68,4.16225,2.24481,0.0299334,5,17.68,16,80,12,352.32,3,2,5,0.4,450,0.507
"429","19/08/2019","Monday","3","Bro.Gre","male","HA_T2","Treatment","19","a7724",NA,1302.2,2.89429,2.84299,0.0379099,10,53.2,19,54.88,10,341.92,6,5,23,100.96,450,0.507
"430","11/09/2019","Wednesday","3","Bro.Gre","male","HA_T2","Treatment","21","a7724",NA,2601.25,5.78159,3.10957,0.0414646,31,84.16,70,148.96,39,216.88,12,10,3,0.32,450,0.507
"431","2/08/2019","Friday","1","Bro.Yel","male","HA_T4","Treatment","22","a7728",NA,1923.6,4.27544,2.71819,0.0362457,12,38.72,32,105.6,21,305.68,8,4,4,0.56,450,0.478
"432","19/08/2019","Monday","3","Bro.Yel","male","HA_T4","Treatment","4","a7728",NA,1400.71,3.11324,1.85165,0.0246909,0,0,0,0,1,450,0,0,17,2.56,450,0.478
"433","11/09/2019","Wednesday","2","Bro.Yel","male","HA_T4","Treatment","10","a7728",NA,1541.62,3.42644,2.12117,0.0282848,2,13.2,9,41.6,8,395.2,1,1,10,0.8,450,0.478
"434","2/08/2019","Friday","3","Bro.Pur","male","HA_C2","Control","6","a7729",NA,660.561,1.46818,1.14583,0.0152791,0,0,0,0,1,450,0,0,45,14.56,450,0.443
"435","19/08/2019","Monday","4","Bro.Pur","male","HA_C2","Control","17","a7729",NA,864.993,1.92255,1.40098,0.0186814,0,0,2,6.48,3,443.52,0,0,25,10.24,450,0.443
"436","11/09/2019","Wednesday","6","Bro.Pur","male","HA_C2","Control","11","a7729",NA,717.606,1.59496,1.01741,0.0135667,0,0,0,0,1,450,0,0,28,11.52,450,0.443
"437","2/08/2019","Friday","4","Pur._","male","HA_C3","Control","11","a7730",NA,1824.71,4.05564,2.2013,0.0293533,4,16.4,16,38.16,13,395.44,4,3,1,0.08,450,0.422
"438","19/08/2019","Monday","1","Pur._","male","HA_C3","Control","2","a7730",NA,2538.83,5.64286,3.00536,0.0400751,24,84.64,46,110.24,23,255.12,14,10,1,0.08,450,0.422
"439","11/09/2019","Wednesday","6","Pur._","male","HA_C3","Control","24","a7730",NA,2438.22,5.41923,3.39921,0.0453269,31,91.6,51,100.24,21,258.16,12,10,6,0.48,450,0.422
"440","2/08/2019","Friday","6","Pur.Blu","male","HA_C4","Control","19","a7737",NA,2179.47,4.84412,2.91577,0.0388803,10,54.56,32,65.04,22,330.4,6,8,8,0.64,450,0.35
"441","19/08/2019","Monday","1","Pur.Blu","male","HA_C4","Control","23","a7737",NA,2048.06,4.55206,3.03552,0.0404772,13,57.84,31,70,18,322.16,9,10,3,0.24,450,0.35
"442","11/09/2019","Wednesday","6","Pur.Blu","male","HA_C4","Control","4","a7737",NA,2270.05,5.04544,3.41891,0.0455895,21,79.44,42,69.68,22,300.88,9,12,10,0.88,450,0.35
"443","2/08/2019","Friday","1","Bla.Pin","male","HA_C3","Control","11","a8043",NA,1261.64,2.80414,1.90763,0.0254373,0,0,0,0,1,450,0,0,15,6.64,450,0.438
"444","19/08/2019","Monday","2","Bla.Pin","male","HA_C3","Control","3","a8043",NA,1377.07,3.0607,1.85085,0.0246802,0,0,0,0,1,450,0,0,10,1.28,450,0.438
"445","11/09/2019","Wednesday","3","Bla.Pin","male","HA_C3","Control","27","a8043",NA,278.269,0.618486,0.877766,0.0117046,0,0,0,0,1,450,0,0,90,133.12,450,0.438
"446","2/08/2019","Friday","2","Pin.Bla","female","HA_C4","Control","18","a8045",NA,2218.62,4.93114,3.11622,0.0415533,23,100.4,47,118.4,25,231.2,13,12,7,0.8,450,0.386
"447","19/08/2019","Monday","2","Pin.Bla","female","HA_C4","Control","23","a8045",NA,1860.06,4.1342,2.65494,0.0354023,14,59.6,28,96.8,15,293.6,9,7,9,1.6,450,0.386
"448","11/09/2019","Wednesday","1","Pin.Bla","female","HA_C4","Control","7","a8045",NA,2373.8,5.27604,3.17489,0.0423356,25,88.4,50,130.96,26,230.64,12,9,2,0.16,450,0.386
"449","2/08/2019","Friday","4","Whi._","female","HA_T2","Treatment","8","a8050",NA,1087.26,2.41656,2.36046,0.0314756,4,22.56,13,26.16,9,401.28,2,4,27,21.28,450,0.749
"450","19/08/2019","Monday","6","Whi._","female","HA_T2","Treatment","18","a8050",NA,1703.26,3.78569,2.89425,0.0385934,10,49.04,24,72.8,15,328.16,5,5,9,4.64,450,0.749
"451","11/09/2019","Wednesday","5","Whi._","female","HA_T2","Treatment","23","a8050",NA,2007.18,4.46119,2.53002,0.0337366,14,102.64,34,100.88,21,246.48,11,7,2,0.16,450,0.749
"452","2/08/2019","Friday","1","_.Red","male","HA_T4","Treatment","24","a8057",NA,433.921,0.96444,1.46558,0.0195428,0,0,0,0,1,450,0,0,26,245.84,450,0.437
"453","19/08/2019","Monday","5","_.Red","male","HA_T4","Treatment","4","a8057",NA,414.608,0.921516,1.34479,0.0179322,0,0,2,1.92,3,448.08,0,0,44,157.2,450,0.437
"454","11/09/2019","Wednesday","1","_.Red","male","HA_T4","Treatment","8","a8057",NA,88.38,0.196435,0.570308,0.00760479,0,0,0,0,1,450,0,0,17,388.72,450,0.437
"455","2/08/2019","Friday","2","Red.Pur","female","HA_T4","Treatment","22","a8062",NA,1735.13,3.85654,1.98951,0.0265292,12,121.04,29,99.28,18,229.68,8,8,2,0.16,450,0.754
"456","19/08/2019","Monday","5","Red.Pur","female","HA_T4","Treatment","5","a8062",NA,1512.88,3.36256,2.23194,0.0297619,17,197.44,26,89.52,10,163.04,8,5,10,3.12,450,0.754
"457","11/09/2019","Wednesday","4","Red.Pur","female","HA_T4","Treatment","8","a8062",NA,1470,3.26725,1.86839,0.0249141,11,366.24,15,57.12,5,26.64,5,2,3,0.32,450,0.754
"458","2/08/2019","Friday","5","Red.Red","female","HA_T3","Treatment","15","a8063",NA,123.144,0.273702,0.703516,0.00938104,0,0,0,0,1,450,0,0,29,364.8,450,0.711
"459","19/08/2019","Monday","4","Red.Red","female","HA_T3","Treatment","24","a8063",NA,682.346,1.51659,1.05725,0.0140979,0,0,0,0,1,450,0,0,35,6.96,450,0.711
"460","11/09/2019","Wednesday","1","Red.Red","female","HA_T3","Treatment","2","a8063",NA,851.128,1.89173,1.313,0.0175083,0,0,0,0,1,450,0,0,38,18.24,450,0.711
"461","2/08/2019","Friday","5","Red._","male","HA_C2","Control","4","a8064",NA,943.699,2.09748,1.94895,0.0259883,0,0,2,1.28,3,448.72,0,0,31,62.96,450,NA
"462","19/08/2019","Monday","3","Red._","female","HA_C2","Control","16","a8064",NA,1377.78,3.06228,2.05525,0.0274057,0,0,4,3.12,5,446.88,0,0,21,6.32,450,0.574
"463","11/09/2019","Wednesday","5","Red._","female","HA_C2","Control","13","a8064",NA,1432.93,3.18486,1.96064,0.0261442,0,0,6,10.96,7,439.04,0,0,17,5.28,450,0.574
"464","2/08/2019","Friday","1","Yel.Pin","male","HA_C4","Control","18","a8066",NA,1856.33,4.12592,2.59685,0.0346278,10,41.76,22,65.92,12,342.32,2,3,5,1.6,450,0.391
"465","19/08/2019","Monday","5","Yel.Pin","male","HA_C4","Control","22","a8066",NA,1678.56,3.7308,2.449,0.0326563,10,54.32,23,67.68,13,328,3,3,8,7.36,450,0.391
"466","11/09/2019","Wednesday","5","Yel.Pin","male","HA_C4","Control","5","a8066",NA,1467.86,3.2625,2.28015,0.0304047,7,47.52,16,57.84,10,344.64,4,4,17,10.48,450,0.391
"467","2/08/2019","Friday","6","Yel.Gre","female","HA_T2","Treatment","10","a8067",NA,2400.95,5.33639,3.65139,0.0486896,9,32.48,40,65.68,32,351.84,5,4,2,0.16,450,0.848
"468","19/08/2019","Monday","1","Yel.Gre","female","HA_T2","Treatment","19","a8067",NA,1634.67,3.63326,3.30065,0.0440126,4,7.2,23,43.2,20,399.6,3,4,6,5.76,450,0.848
"469","11/09/2019","Wednesday","2","Yel.Gre","female","HA_T2","Treatment","21","a8067",NA,2316.23,5.14809,3.40079,0.0453479,21,82.32,42,96.32,21,271.36,7,11,2,0.16,450,0.848
"470","2/08/2019","Friday","2","Yel.Red","female","HA_C1","Control","27","a8068",NA,680.399,1.51227,1.36837,0.0182466,0,0,0,0,1,450,0,0,32,53.04,450,0.535
"471","19/08/2019","Monday","4","Yel.Red","female","HA_C1","Control","9","a8068",NA,122.067,0.271309,0.633938,0.00845326,0,0,0,0,1,450,0,0,21,344.64,450,0.535
"472","11/09/2019","Wednesday","1","Yel.Red","female","HA_C1","Control","20","a8068",NA,101.469,0.225526,0.691696,0.00922343,0,0,0,0,1,450,0,0,21,384.08,450,0.535
"473","2/08/2019","Friday","1","_.Whi","male","HA_T3","Treatment","17","a8070",NA,1201.3,2.67003,2.20732,0.0294336,0,0,0,0,1,450,0,0,28,41.84,450,0.484
"474","19/08/2019","Monday","3","_.Whi","male","HA_T3","Treatment","24","a8070",NA,357.976,0.795644,1.26408,0.0168559,0,0,0,0,1,450,0,0,41,198.88,450,0.484
"475","11/09/2019","Wednesday","6","_.Whi","male","HA_T3","Treatment","1","a8070",NA,1862.45,4.13952,3.20345,0.0427165,14,85.2,24,49.2,11,315.6,11,9,20,2.4,450,0.484
"476","2/08/2019","Friday","6","Ora.Pur","female","HA_T2","Treatment","8","a8071",NA,1620.42,3.60157,1.72237,0.022967,0,0,0,0,1,450,0,0,1,0.08,450,0.81
"477","19/08/2019","Monday","5","Ora.Pur","female","HA_T2","Treatment","19","a8071",NA,1810.78,4.02468,2.02836,0.0270472,10,86.16,23,83.76,13,280.08,6,5,7,0.64,450,0.81
"478","11/09/2019","Wednesday","6","Ora.Pur","female","HA_T2","Treatment","21","a8071",NA,1764.11,3.92095,1.95783,0.0261068,5,18.4,15,78.96,10,352.64,4,3,6,0.48,450,0.81
