Mark,Sex,Fish_ID,Tank,Treatment_Tank,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Yel.Pin,male,a6996,HA_T3,Treatment,0.552,,,,,18,,
Gre.Bro,female,a7296,HA_T3,Treatment,0.592,,,,,18,,
_.Bro,male,a7719,HA_T3,Treatment,0.415,,,,,18,,
Bla.Whi,male,a7139,HA_T3,Treatment,0.457,,,,,18,,
Pin.Pur,male,a6842,HA_T3,Treatment,0.478,,,,,18,,
Red.Bro,male,a7045,HA_T3,Treatment,0.512,,,,,18,,
Blu.Pin,male,a6882,HA_T3,Treatment,0.545,,,,,18,,
Bla.Pin,female,a7253,HA_T3,Treatment,0.583,,,,,18,,
Gre.Ora,female,a7686,HA_T3,Treatment,0.818,,,,,18,,
Whi.Bro,male,a7266,HA_T4,Treatment,0.428,,,,,18,,
Ora.Blu,female,a6961,HA_T4,Treatment,0.548,,,,,18,,
Whi.Pur,male,a7180,HA_T4,Treatment,0.464,,,,,18,,
Bro.Yel,male,a7728,HA_T4,Treatment,0.478,,,,,18,,
Ora.Gre,female,a7061,HA_T4,Treatment,0.753,,,,,18,,
Yel.Blu,female,a7214,HA_T4,Treatment,0.701,,,,,18,,
Bro.Whi,female,a7358,HA_T4,Treatment,0.582,,,,,18,,
Bro.Ora,female,a7439,HA_T4,Treatment,0.571,,,,,18,,
Gre.Gre,male,a6869,HA_T4,Treatment,0.463,,,,,18,,
Gre.Pur,male,a7297,HA_T4,Treatment,0.509,,,,,18,,
Red.Yel,male,a7321,HA_T4,Treatment,0.448,,,,,18,,
Red.Pur,female,a8062,HA_T4,Treatment,0.754,,,,,18,,
Red.Gre,female,a7562,HA_T4,Treatment,0.517,,,,,18,,
Bla.Pin,male,a7138,HA_T4,Treatment,0.533,,,,,18,,
Pin._,male,a7548,HA_T4,Treatment,0.425,,,,,18,,
Ora.Bla,male,a7494,HA_T4,Treatment,0.441,,,,,18,,
Gre.Bro,male,a7018,HA_T4,Treatment,0.546,,,,,18,,
Bla.Gre,female,a7608,HA_T4,Treatment,0.676,,,,,18,,
Gre.Yel,male,a7682,HA_T4,Treatment,0.437,,,,,18,,
Ora.Whi,female,a7409,HA_T4,Treatment,0.893,,,,,18,,
_.Red,male,a8057,HA_T4,Treatment,0.437,,,,,18,,
_.Bla,male,a6799,HA_T4,Treatment,0.493,,,,,18,,
Blu.Bla,male,a6891,HA_T4,Treatment,0.531,,,,,18,,
Whi.Ora,male,a7646,HA_T4,Treatment,0.543,,,,,18,,
Whi.Bla,male,a7187,HA_T5,Treatment,0.438,,,,,18,,
Yel.Yel,female,a7419,HA_T5,Treatment,0.908,,,,,18,,
Pin.Yel,female,a7282,HA_T5,Treatment,0.76,,,,,18,,
Pin.Bro,male,a6844,HA_T5,Treatment,0.565,,,,,18,,
Red.Red,male,a6892,HA_T5,Treatment,0.557,,,,,18,,
Pur.Gre,female,a8074,HA_T5,Treatment,0.658,,,,,18,,
Red.Whi,male,a7469,HA_T5,Treatment,0.545,,,,,18,,
Bro._,male,a7084,HA_T5,Treatment,0.484,,,,,18,,
_.Pur,male,a6931,HA_T5,Treatment,0.576,,,,,18,,
Pin.Pur,male,a8044,HA_T5,Treatment,0.458,,,,,18,,
Red.Pur,male,a7657,HA_T5,Treatment,0.572,,,,,18,,
_.Red,female,a7219,HA_T5,Treatment,0.692,,,,,18,,
Bla.Whi,female,a7609,HA_T5,Treatment,0.731,,,,,18,,
Yel.Ora,male,a7121,HA_T5,Treatment,0.488,,,,,18,,
Red.Ora,female,a7567,HA_T5,Treatment,0.527,,,,,18,,
Gre.Whi,female,a7294,HA_T5,Treatment,0.805,,,,,18,,
Bro.Ora,female,a7727,HA_T5,Treatment,0.645,,,,,18,,
Pur.Bro,female,a6937,HA_T5,Treatment,0.761,,,,,18,,
Red.Bla,female,a7663,HA_T5,Treatment,0.628,,,,,18,,
Ora.Bro,female,a7405,HA_T5,Treatment,0.648,,,,,18,,
Bro.Bla,female,a7082,HA_C1,Control,0.902,,,,,20,,
Yel._,male,a7475,HA_C1,Control,0.435,,,,,20,,
Blu.Blu,female,a7659,HA_C1,Control,0.516,,,,,20,,
Red.Whi,female,a7226,HA_C1,Control,0.963,,,,,20,,
Gre.Bro,female,a6834,HA_C1,Control,0.604,,,,,20,,
Red.Pin,male,a6985,HA_C1,Control,0.458,,,,,20,,
Ora.Bro,male,a7152,HA_C1,Control,0.502,,,,,20,,
Gre.Pin,female,a7013,HA_C1,Control,0.557,,,,,20,,
Red.Yel,male,a7563,HA_C1,Control,0.5,,,,,20,,
Gre.Yel,male,a6859,HA_C1,Control,0.528,,,,,20,,
Whi._,male,a7070,HA_C1,Control,0.555,,,,,20,,
Whi.Pur,female,a7376,HA_C1,Control,0.562,,,,,20,,
Red.Ora,male,a7614,HA_C1,Control,0.433,,,,,20,,
Pur.Yel,male,a7272,HA_C1,Control,0.408,,,,,20,,
Pin.Whi,female,a7281,HA_C1,Control,0.958,,,,,20,,
Yel.Red,female,a8068,HA_C1,Control,0.64,,,,,20,,
Bro.Bro,male,a7720,HA_C1,Control,0.42,,,,,20,,
Pin.Ora,male,a7555,HA_C1,Control,0.505,,,,,20,,
Ora.Bla,male,a7403,HA_C1,Control,0.438,,,,,20,,
Gre.Gre,female,a7698,HA_C1,Control,0.801,,,,,20,,
Ora.Pin,female,a7498,HA_C1,Control,0.759,,,,,20,,
Whi.Blu,male,a7179,HA_C1,Control,0.486,,,,,20,,
Red.Red,female,a6899,HA_C1,Control,0.842,,,,,20,,
Bla.Red,female,a6923,HA_C1,Control,0.828,,,,,20,,
Gre.Gre,male,a7688,HA_C2,Control,0.451,,,,,20,,
Bro.Pur,male,a7729,HA_C2,Control,0.486,,,,,20,,
_.Pin,female,a7549,HA_C2,Control,0.769,,,,,20,,
Pin.Bro,female,a7284,HA_C2,Control,0.761,,,,,20,,
Ora.Yel,male,a7153,HA_C2,Control,0.431,,,,,20,,
Red._,female,a8064,HA_C2,Control,0.603,,,,,20,,
Red.Bro,male,a7474,HA_C2,Control,0.416,,,,,20,,
Pur._,male,a7056,HA_C2,Control,0.414,,,,,20,,
_._,female,a7658,HA_C2,Control,0.826,,,,,20,,
Bro.Bro,male,a7573,HA_C2,Control,0.582,,,,,20,,
Ora.Pin,male,a7408,HA_C2,Control,0.424,,,,,20,,
Blu.Yel,female,a6881,HA_C2,Control,0.914,,,,,20,,
Ora.Bro,male,a6967,HA_C2,Control,0.459,,,,,20,,
Yel.Bla,male,a7336,HA_C2,Control,0.472,,,,,20,,
Blu.Blu,male,a7006,HA_C2,Control,0.451,,,,,20,,
Pur.Blu,male,a7163,HA_C2,Control,0.448,,,,,20,,
Blu.Ora,female,a7204,HA_C2,Control,0.814,,,,,20,,
Pin.Yel,male,a6847,HA_C2,Control,0.482,,,,,20,,
Whi.Yel,male,a7370,HA_C2,Control,0.432,,,,,20,,
Red.Pin,male,a7096,HA_C2,Control,0.416,,,,,20,,
_.Whi,male,a7250,HA_C2,Control,0.484,,,,,20,,
Bla._,female,a6798,HA_C2,Control,0.643,,,,,20,,
_.Bla,male,a7600,HA_C2,Control,0.519,,,,,20,,
Ora.Ora,female,a7486,HA_C2,Control,0.744,,,,,20,,
Red.Red,female,a7497,HA_C3,Control,0.697,,,,,20,,
Blu.Gre,female,a6885,HA_C3,Control,0.744,,,,,20,,
Whi.Ora,male,a7264,HA_C3,Control,0.469,,,,,20,,
Gre._,male,a7017,HA_C3,Control,0.473,,,,,20,,
Bla.Blu,female,a7660,HA_C3,Control,0.602,,,,,20,,
Ora.Bro,male,a7407,HA_C3,Control,0.547,,,,,20,,
_.Pin,female,a7279,HA_C3,Control,0.905,,,,,20,,
Pur._,male,a7730,HA_C3,Control,0.448,,,,,20,,
Red.Pin,female,a7044,HA_C3,Control,0.825,,,,,20,,
Red.Pur,female,a7093,HA_C3,Control,0.725,,,,,20,,
Red.Gre,male,a6990,HA_C3,Control,0.509,,,,,20,,
Whi.Pin,female,a7232,HA_C3,Control,0.707,,,,,20,,
Bla.Red,male,a7144,HA_C3,Control,0.447,,,,,20,,
Red.Whi,female,a7322,HA_C3,Control,0.606,,,,,20,,
Bla.Pin,male,a8043,HA_C3,Control,0.496,,,,,20,,
Red.Bro,male,a7564,HA_C3,Control,0.351,,,,,20,,
Red._,male,a7611,HA_C3,Control,0.481,,,,,20,,
Bro.Ora,male,a7361,HA_C3,Control,0.448,,,,,20,,
Gre.Pin,female,a7679,HA_C3,Control,0.701,,,,,20,,
Red.Blu,male,a7466,HA_C3,Control,0.382,,,,,20,,
Pin.Gre,female,a6845,HA_C3,Control,0.534,,,,,20,,
Pin.Blu,female,a7552,HA_C3,Control,0.7,,,,,20,,
Blu.Pur,female,a6813,HA_C3,Control,0.73,,,,,20,,
Bla.Bla,female,a6929,HA_C3,Control,0.788,,,,,20,,
Ora.Gre,male,a7492,HA_C4,Control,0.396,,,,,20,,
Whi.Whi,female,a7661,HA_C4,Control,0.463,,,,,20,,
_.Ora,female,a7059,HA_C4,Control,0.593,,,,,20,,
_.Yel,male,a6807,HA_C4,Control,0.426,,,,,20,,
Pur._,female,a6930,HA_C4,Control,0.687,,,,,20,,
Pin.Red,male,a7286,HA_C4,Control,0.458,,,,,20,,
Bro._,female,a7367,HA_C4,Control,0.674,,,,,20,,
Bla.Bla,female,a7601,HA_C4,Control,0.681,,,,,20,,
Blu.Whi,male,a6884,HA_C4,Control,0.494,,,,,20,,
Red.Gre,female,a7090,HA_C4,Control,0.665,,,,,20,,
Pin.Bla,female,a8045,HA_C4,Control,0.412,,,,,20,,
Blu.Bla,female,a7201,HA_C4,Control,0.73,,,,,20,,
Gre.Yel,female,a6971,HA_C4,Control,0.599,,,,,20,,
Pin.Blu,male,a7696,HA_C4,Control,0.414,,,,,20,,
Pin.Blu,male,a6843,HA_C4,Control,0.495,,,,,20,,
Yel.Yel,female,a7418,HA_C4,Control,0.536,,,,,20,,
Whi.Ora,male,a7184,HA_C4,Control,0.374,,,,,20,,
Bro.Whi,female,a7438,HA_C4,Control,0.782,,,,,20,,
_.Pur,male,a7539,HA_C4,Control,0.544,,,,,20,,
_.Gre,female,a7020,HA_C4,Control,0.622,,,,,20,,
Yel.Pin,male,a8066,HA_C4,Control,0.415,,,,,20,,
Whi.Pur,female,a7259,HA_C4,Control,0.48,,,,,20,,
Pur.Red,female,a7578,HA_C4,Control,0.676,,,,,20,,
Pur.Blu,male,a7737,HA_C4,Control,0.374,,,,,20,,
Bro.Whi,female,a7088,HA_C5,Control,0.539,,,,,20,,
Whi.Gre,female,a7647,HA_C5,Control,0.488,,,,,20,,
Gre.Blu,female,a7014,HA_C5,Control,0.656,,,,,20,,
_.Pur,male,a7731,HA_C5,Control,0.438,,,,,20,,
Red.Gre,female,a6895,HA_C5,Control,0.6,,,,,20,,
Bla._,female,a6800,HA_C5,Control,0.572,,,,,20,,
Red.Ora,male,a8061,HA_C5,Control,0.574,,,,,20,,
Gre.Bro,male,a7124,HA_C5,Control,0.398,,,,,20,,
Pin.Pur,female,a7285,HA_C5,Control,0.82,,,,,20,,
Red.Whi,female,a7559,HA_C5,Control,0.519,,,,,20,,
_.Red,male,a7496,HA_C5,Control,0.492,,,,,20,,
Yel.Ora,male,a7335,HA_C5,Control,0.382,,,,,20,,
Pin._,male,a6838,HA_C5,Control,0.388,,,,,20,,
_.Red,male,a7039,HA_C5,Control,0.453,,,,,20,,
_._,female,a7381,HA_C5,Control,0.29,,,,,20,,
Blu.Red,female,a7200,HA_C5,Control,0.671,,,,,20,,
Bla.Blu,female,a7607,HA_C5,Control,0.601,,,,,20,,
Gre.Bla,male,a7687,HA_C5,Control,0.493,,,,,20,,
Bro.Bla,male,a7242,HA_C5,Control,0.491,,,,,20,,
Pin.Yel,female,a7192,HA_C5,Control,0.621,,,,,20,,
_.Blu,female,a7440,HA_C5,Control,0.746,,,,,20,,
Ora.Yel,female,a6966,HA_C5,Control,0.654,,,,,20,,
Pur.Pur,female,a7540,HA_C5,Control,0.534,,,,,20,,
Pur._,female,a7415,HA_C5,Control,0.488,,,,,20,,
Pin.Whi,female,a6846,HA_T1,Treatment,0.685,,,,,20,,
Gre.Bro,male,a7683,HA_T1,Treatment,0.67,,,,,20,,
Red.Whi,male,a6991,HA_T1,Treatment,0.562,,,,,20,,
_.Red,female,a7319,HA_T1,Treatment,0.76,,,,,20,,
Gre.Gre,female,a7292,HA_T1,Treatment,0.821,,,,,20,,
Red.Red,male,a7468,HA_T1,Treatment,0.501,,,,,20,,
Bro.Yel,female,a7087,HA_T1,Treatment,0.638,,,,,20,,
Bla.Pur,female,a6925,HA_T1,Treatment,0.711,,,,,20,,
Ora._,male,a7155,HA_T1,Treatment,0.503,,,,,20,,
_.Whi,male,a7269,HA_T1,Treatment,0.45,,,,,20,,
Ora.Pin,female,a7488,HA_T1,Treatment,0.747,,,,,20,,
Ora.Ora,female,a7379,HA_T1,Treatment,0.768,,,,,20,,
Bla._,male,a7599,HA_T1,Treatment,0.502,,,,,20,,
Blu.Yel,female,a7206,HA_T1,Treatment,0.512,,,,,20,,
Red.Pin,female,a6894,HA_T1,Treatment,1.09,,,,,20,,
Bro.Bro,female,a7662,HA_T1,Treatment,1,,,,,20,,
Red.Pur,male,a7560,HA_T1,Treatment,0.499,,,,,20,,
Pin.Pin,female,a7550,HA_T1,Treatment,1.022,,,,,20,,
Blu.Whi,male,a6998,HA_T1,Treatment,0.588,,,,,20,,
_.Pur,female,a6825,HA_T1,Treatment,0.775,,,,,20,,
Pin.Bro,male,a7191,HA_T1,Treatment,0.523,,,,,20,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.436,,,,,20,,
Ora.Pur,male,a7062,HA_T1,Treatment,0.579,,,,,20,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.607,,,,,20,,
Pur.Pur,female,a6932,HA_T2,Treatment,0.967,,,,,20,,
Bro.Gre,male,a7724,HA_T2,Treatment,0.543,,,,,20,,
Pin.Blu,female,a7288,HA_T2,Treatment,1.025,,,,,20,,
Whi.Pin,male,a7375,HA_T2,Treatment,0.502,,,,,20,,
Gre.Bla,male,a7015,HA_T2,Treatment,0.47,,,,,20,,
Red._,female,a7495,HA_T2,Treatment,0.503,,,,,20,,
Blu.Ora,female,a6883,HA_T2,Treatment,0.865,,,,,20,,
Whi.Bro,female,a7649,HA_T2,Treatment,0.726,,,,,20,,
Pin._,male,a7054,HA_T2,Treatment,0.554,,,,,20,,
Ora.Yel,male,a7411,HA_T2,Treatment,0.535,,,,,20,,
Bla.Pin,female,a7604,HA_T2,Treatment,0.772,,,,,20,,
Red.Ora,female,a7089,HA_T2,Treatment,0.865,,,,,20,,
Red.Red,male,a7570,HA_T2,Treatment,0.686,,,,,20,,
Pur._,male,a7167,HA_T2,Treatment,0.463,,,,,20,,
Bro.Blu,male,a7251,HA_T2,Treatment,0.493,,,,,20,,
Red.Pur,female,a7222,HA_T2,Treatment,0.901,,,,,20,,
Yel.Gre,female,a8067,HA_T2,Treatment,1.024,,,,,20,,
Ora.Pur,female,a8071,HA_T2,Treatment,0.907,,,,,20,,
Bla.Bro,male,a7142,HA_T2,Treatment,0.531,,,,,20,,
Gre.Whi,male,a6833,HA_T2,Treatment,0.529,,,,,20,,
Blu._,female,a7207,HA_T2,Treatment,0.908,,,,,20,,
Pin.Pin,female,a6840,HA_T2,Treatment,0.863,,,,,20,,
Blu.Bla,male,a7461,HA_T2,Treatment,0.457,,,,,20,,
Whi._,female,a8050,HA_T2,Treatment,0.834,,,,,20,,
Red.Red,female,a8063,HA_T3,Treatment,0.778,,,,,20,,
Yel.Whi,female,a7210,HA_T3,Treatment,0.78,,,,,20,,
Ora.Pin,female,a7556,HA_T3,Treatment,1.051,,,,,20,,
_.Ora,male,a7414,HA_T3,Treatment,0.5,,,,,20,,
Bla.Whi,male,a7139,HA_T3,Treatment,0.494,,,,,20,,
Bla.Red,male,a7610,HA_T3,Treatment,0.238,,,,,20,,
Yel.Pin,male,a6996,HA_T3,Treatment,0.61,,,,,20,,
Gre.Gre,female,a7019,HA_T3,Treatment,0.917,,,,,20,,
_.Whi,male,a8070,HA_T3,Treatment,0.522,,,,,20,,
Gre.Ora,female,a7686,HA_T3,Treatment,0.937,,,,,20,,
_.Blu,female,a7459,HA_T3,Treatment,0.72,,,,,20,,
Gre.Bro,female,a7296,HA_T3,Treatment,0.766,,,,,20,,
Whi.Whi,female,a7640,HA_T3,Treatment,0.98,,,,,20,,
_.Bro,male,a7719,HA_T3,Treatment,0.482,,,,,20,,
Red.Bla,female,a7091,HA_T3,Treatment,0.776,,,,,20,,
Blu.Pin,male,a6882,HA_T3,Treatment,0.609,,,,,20,,
Red.Pin,male,a7566,HA_T3,Treatment,0.453,,,,,20,,
Bla.Blu,male,a6808,HA_T3,Treatment,0.472,,,,,20,,
Red.Pur,male,a7325,HA_T3,Treatment,0.456,,,,,20,,
Ora.Yel,female,a7484,HA_T3,Treatment,0.676,,,,,20,,
Pin.Pur,male,a6842,HA_T3,Treatment,0.518,,,,,20,,
Pur.Gre,female,a7160,HA_T3,Treatment,0.814,,,,,20,,
Bla.Pin,female,a7253,HA_T3,Treatment,0.668,,,,,20,,
Red.Bro,male,a7045,HA_T3,Treatment,0.561,,,,,20,,
_.Bla,male,a6799,HA_T4,Treatment,0.551,,,,,20,,
Bla.Gre,female,a7608,HA_T4,Treatment,0.836,,,,,20,,
Blu.Bla,male,a6891,HA_T4,Treatment,0.593,,,,,20,,
Bro.Whi,female,a7358,HA_T4,Treatment,0.796,,,,,20,,
_.Red,male,a8057,HA_T4,Treatment,0.484,,,,,20,,
Ora.Blu,female,a6961,HA_T4,Treatment,0.702,,,,,20,,
Red.Pur,female,a8062,HA_T4,Treatment,0.843,,,,,20,,
Bla.Pin,male,a7138,HA_T4,Treatment,0.562,,,,,20,,
Pin._,male,a7548,HA_T4,Treatment,0.459,,,,,20,,
Red.Yel,male,a7321,HA_T4,Treatment,0.46,,,,,20,,
Gre.Pur,male,a7297,HA_T4,Treatment,0.557,,,,,20,,
Red.Gre,female,a7562,HA_T4,Treatment,0.659,,,,,20,,
Whi.Pur,male,a7180,HA_T4,Treatment,0.496,,,,,20,,
Whi.Ora,male,a7646,HA_T4,Treatment,0.583,,,,,20,,
Yel.Blu,female,a7214,HA_T4,Treatment,0.744,,,,,20,,
Gre.Gre,male,a6869,HA_T4,Treatment,0.497,,,,,20,,
Ora.Whi,female,a7409,HA_T4,Treatment,0.925,,,,,20,,
Gre.Bro,male,a7018,HA_T4,Treatment,0.595,,,,,20,,
Gre.Yel,male,a7682,HA_T4,Treatment,0.481,,,,,20,,
Bro.Ora,female,a7439,HA_T4,Treatment,0.717,,,,,20,,
Whi.Bro,male,a7266,HA_T4,Treatment,0.463,,,,,20,,
Bro.Yel,male,a7728,HA_T4,Treatment,0.509,,,,,20,,
Ora.Gre,female,a7061,HA_T4,Treatment,0.94,,,,,20,,
Ora.Bla,male,a7494,HA_T4,Treatment,0.478,,,,,20,,
Gre.Whi,female,a7294,HA_T5,Treatment,0.891,,,,,20,,
Pin.Yel,female,a7282,HA_T5,Treatment,0.911,,,,,20,,
Bro._,male,a7084,HA_T5,Treatment,0.507,,,,,20,,
_.Red,female,a7219,HA_T5,Treatment,0.749,,,,,20,,
Pin.Pur,male,a8044,HA_T5,Treatment,0.475,,,,,20,,
Pin.Bro,male,a6844,HA_T5,Treatment,0.627,,,,,20,,
Yel.Yel,female,a7419,HA_T5,Treatment,0.974,,,,,20,,
Bla.Whi,female,a7609,HA_T5,Treatment,0.819,,,,,20,,
Red.Whi,male,a7469,HA_T5,Treatment,0.553,,,,,20,,
_.Pur,male,a6931,HA_T5,Treatment,0.59,,,,,20,,
Red.Red,male,a6892,HA_T5,Treatment,0.592,,,,,20,,
Red.Bla,female,a7663,HA_T5,Treatment,0.691,,,,,20,,
Red.Ora,female,a7567,HA_T5,Treatment,0.577,,,,,20,,
Pur.Bro,female,a6937,HA_T5,Treatment,0.776,,,,,20,,
Whi.Bla,male,a7187,HA_T5,Treatment,0.497,,,,,20,,
Red.Pur,male,a7657,HA_T5,Treatment,0.614,,,,,20,,
Pur.Gre,female,a8074,HA_T5,Treatment,0.697,,,,,20,,
Ora.Bro,female,a7405,HA_T5,Treatment,0.721,,,,,20,,
Bro.Ora,female,a7727,HA_T5,Treatment,0.692,,,,,20,,
Yel.Ora,male,a7121,HA_T5,Treatment,0.505,,,,,20,,
Red.Pin,male,a6985,HA_C1,Control,0.482,,,,,22,,
Gre.Bro,female,a6834,HA_C1,Control,0.62,,,,,22,,
Bro.Bla,female,a7082,HA_C1,Control,0.863,,,,,22,,
Gre.Yel,male,a6859,HA_C1,Control,0.538,,,,,22,,
Ora.Bro,male,a7152,HA_C1,Control,0.513,,,,,22,,
Blu.Blu,female,a7659,HA_C1,Control,0.527,,,,,22,,
Gre.Gre,female,a7698,HA_C1,Control,0.819,,,,,22,,
Whi.Blu,male,a7179,HA_C1,Control,0.494,,,,,22,,
Yel._,male,a7475,HA_C1,Control,0.443,,,,,22,,
Ora.Pin,female,a7498,HA_C1,Control,0.743,,,,,22,,
Red.Ora,male,a7614,HA_C1,Control,0.443,,,,,22,,
Yel.Red,female,a8068,HA_C1,Control,0.641,,,,,22,,
Red.Yel,male,a7563,HA_C1,Control,0.495,,,,,22,,
Bro.Bro,male,a7720,HA_C1,Control,0.426,,,,,22,,
Red.Red,female,a6899,HA_C1,Control,0.849,,,,,22,,
Gre.Pin,female,a7013,HA_C1,Control,0.554,,,,,22,,
Bla.Red,female,a6923,HA_C1,Control,0.818,,,,,22,,
Whi.Pur,female,a7376,HA_C1,Control,0.529,,,,,22,,
Red.Whi,female,a7226,HA_C1,Control,0.934,,,,,22,,
Ora.Bla,male,a7403,HA_C1,Control,0.455,,,,,22,,
Pur.Yel,male,a7272,HA_C1,Control,0.419,,,,,22,,
Pin.Ora,male,a7555,HA_C1,Control,0.514,,,,,22,,
Whi._,male,a7070,HA_C1,Control,0.561,,,,,22,,
Pin.Whi,female,a7281,HA_C1,Control,0.958,,,,,22,,
Red.Bro,male,a7474,HA_C2,Control,0.413,,,,,22,,
Pur._,male,a7056,HA_C2,Control,0.408,,,,,22,,
Ora.Pin,male,a7408,HA_C2,Control,0.419,,,,,22,,
_._,female,a7658,HA_C2,Control,0.537,,,,,22,,
Blu.Blu,male,a7006,HA_C2,Control,0.434,,,,,22,,
Blu.Yel,female,a6881,HA_C2,Control,0.772,,,,,22,,
Whi.Yel,male,a7370,HA_C2,Control,0.379,,,,,22,,
_.Pin,female,a7549,HA_C2,Control,0.682,,,,,22,,
Ora.Yel,male,a7153,HA_C2,Control,0.428,,,,,22,,
Ora.Bro,male,a6967,HA_C2,Control,0.451,,,,,22,,
_.Whi,male,a7250,HA_C2,Control,0.471,,,,,22,,
Yel.Bla,male,a7336,HA_C2,Control,0.48,,,,,22,,
Pin.Yel,male,a6847,HA_C2,Control,0.462,,,,,22,,
Blu.Ora,female,a7204,HA_C2,Control,0.749,,,,,22,,
Gre.Gre,male,a7688,HA_C2,Control,0.438,,,,,22,,
Bla._,female,a6798,HA_C2,Control,0.649,,,,,22,,
Red.Pin,male,a7096,HA_C2,Control,0.422,,,,,22,,
Bro.Bro,male,a7573,HA_C2,Control,0.473,,,,,22,,
Pin.Bro,female,a7284,HA_C2,Control,0.728,,,,,22,,
_.Bla,male,a7600,HA_C2,Control,0.509,,,,,22,,
Red._,female,a8064,HA_C2,Control,0.594,,,,,22,,
Ora.Ora,female,a7486,HA_C2,Control,0.767,,,,,22,,
Pur.Blu,male,a7163,HA_C2,Control,0.449,,,,,22,,
Bro.Pur,male,a7729,HA_C2,Control,0.554,,,,,22,,
Red.Whi,female,a7322,HA_C3,Control,0.511,,,,,22,,
Red.Bro,male,a7564,HA_C3,Control,0.345,,,,,22,,
Bla.Bla,female,a6929,HA_C3,Control,0.747,,,,,22,,
Gre.Pin,female,a7679,HA_C3,Control,0.625,,,,,22,,
Red.Blu,male,a7466,HA_C3,Control,0.38,,,,,22,,
_.Pin,female,a7279,HA_C3,Control,0.795,,,,,22,,
Red.Red,female,a7497,HA_C3,Control,0.695,,,,,22,,
Red.Pin,female,a7044,HA_C3,Control,0.85,,,,,22,,
Bro.Ora,male,a7361,HA_C3,Control,0.43,,,,,22,,
Blu.Gre,female,a6885,HA_C3,Control,0.626,,,,,22,,
Pin.Gre,female,a6845,HA_C3,Control,0.542,,,,,22,,
Pur._,male,a7730,HA_C3,Control,0.444,,,,,22,,
Red.Pur,female,a7093,HA_C3,Control,0.663,,,,,22,,
Gre._,male,a7017,HA_C3,Control,0.47,,,,,22,,
Red._,male,a7611,HA_C3,Control,0.462,,,,,22,,
Pin.Blu,female,a7552,HA_C3,Control,0.738,,,,,22,,
Bla.Red,male,a7144,HA_C3,Control,0.435,,,,,22,,
Whi.Ora,male,a7264,HA_C3,Control,0.447,,,,,22,,
Whi.Pin,female,a7232,HA_C3,Control,0.669,,,,,22,,
Blu.Pur,female,a6813,HA_C3,Control,0.662,,,,,22,,
Red.Gre,male,a6990,HA_C3,Control,0.487,,,,,22,,
Bla.Pin,male,a8043,HA_C3,Control,0.483,,,,,22,,
Bla.Blu,female,a7660,HA_C3,Control,0.587,,,,,22,,
Ora.Bro,male,a7407,HA_C3,Control,0.528,,,,,22,,
_.Gre,female,a7020,HA_C4,Control,0.584,,,,,22,,
Pur.Blu,male,a7737,HA_C4,Control,0.389,,,,,22,,
Bro._,female,a7367,HA_C4,Control,0.619,,,,,22,,
_.Yel,male,a6807,HA_C4,Control,0.43,,,,,22,,
Yel.Pin,male,a8066,HA_C4,Control,0.428,,,,,22,,
Whi.Whi,female,a7661,HA_C4,Control,0.472,,,,,22,,
Red.Gre,female,a7090,HA_C4,Control,0.696,,,,,22,,
Gre.Yel,female,a6971,HA_C4,Control,0.566,,,,,22,,
Pin.Bla,female,a8045,HA_C4,Control,0.413,,,,,22,,
Blu.Bla,female,a7201,HA_C4,Control,0.656,,,,,22,,
_.Pur,male,a7539,HA_C4,Control,0.499,,,,,22,,
Ora.Gre,male,a7492,HA_C4,Control,0.402,,,,,22,,
Pur._,female,a6930,HA_C4,Control,0.69,,,,,22,,
Pin.Blu,male,a6843,HA_C4,Control,0.502,,,,,22,,
Yel.Yel,female,a7418,HA_C4,Control,0.55,,,,,22,,
Pin.Blu,male,a7696,HA_C4,Control,0.391,,,,,22,,
Whi.Ora,male,a7184,HA_C4,Control,0.401,,,,,22,,
Bla.Bla,female,a7601,HA_C4,Control,0.668,,,,,22,,
Bro.Whi,female,a7438,HA_C4,Control,0.676,,,,,22,,
Pur.Red,female,a7578,HA_C4,Control,0.693,,,,,22,,
Blu.Whi,male,a6884,HA_C4,Control,0.487,,,,,22,,
Pin.Red,male,a7286,HA_C4,Control,0.461,,,,,22,,
_.Ora,female,a7059,HA_C4,Control,0.543,,,,,22,,
Whi.Pur,female,a7259,HA_C4,Control,0.491,,,,,22,,
Bro.Yel,female,a7087,HA_T1,Treatment,0.688,,,,,22,,
Gre.Bro,male,a7683,HA_T1,Treatment,0.703,,,,,22,,
Bla.Pur,female,a6925,HA_T1,Treatment,0.724,,,,,22,,
Bla._,male,a7599,HA_T1,Treatment,0.499,,,,,22,,
_.Whi,male,a7269,HA_T1,Treatment,0.452,,,,,22,,
Red.Pin,female,a6894,HA_T1,Treatment,1.062,,,,,22,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.618,,,,,22,,
Red.Whi,male,a6991,HA_T1,Treatment,0.566,,,,,22,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.446,,,,,22,,
Pin.Whi,female,a6846,HA_T1,Treatment,0.709,,,,,22,,
Bro.Bro,female,a7662,HA_T1,Treatment,0.99,,,,,22,,
