Mark,Sex,Fish_ID,Tank,Group,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Gre.Bro,female,a6834,HA_C1,Control,0.227,2.521,0.035717427,1.416795994,15/05/2019,0,112,
Red.Red,female,a6899,HA_C1,Control,0.338,2.797,0.043204777,1.544682766,15/05/2019,0,112,
Bla.Red,female,a6923,HA_C1,Control,0.175,2.259,0.034293008,1.518061464,15/05/2019,0,112,
Blu.Yel,female,a7002,HA_C1,Control,0.185,2.202,0.038153739,1.732685673,15/05/2019,0,112,
Bro.Bla,female,a7082,HA_C1,Control,0.289,2.631,0.041749968,1.586847889,15/05/2019,0,112,
Red.Whi,female,a7226,HA_C1,Control,0.284,2.75,0.037553719,1.365589782,15/05/2019,0,112,
Whi.Pur,female,a7376,HA_C1,Control,0.249,2.201,0.051399544,2.335281395,15/05/2019,0,112,now looks female 
Ora.Pin,female,a7498,HA_C1,Control,0.25,2.626,0.036253552,1.380561772,15/05/2019,0,112,
Blu.Blu,female,a7659,HA_C1,Control,0.275,2.396,0.047902598,1.999273699,15/05/2019,0,112,
Gre.Gre,female,a7698,HA_C1,Control,0.256,2.342,0.04667305,1.992871485,15/05/2019,0,112,
Yel.Red,female,a8068,HA_C1,Control,0.175,2.156,0.037647881,1.746191135,15/05/2019,0,112,
Bla._,female,a6798,HA_C2,Control,0.231,2.447,0.038578385,1.576558433,16/05/2019,0,112,
Blu.Yel,female,a6881,HA_C2,Control,0.287,2.746,0.038061056,1.386054471,16/05/2019,0,112,
Blu.Ora,female,a7204,HA_C2,Control,0.309,2.77,0.040271605,1.453848565,16/05/2019,0,112,
Pin.Bro,female,a7284,HA_C2,Control,0.28,2.84,0.034715334,1.222370925,16/05/2019,0,112,
Ora.Ora,female,a7486,HA_C2,Control,0.33,2.806,0.041912021,1.493657211,16/05/2019,0,112,
_.Pin,female,a7549,HA_C2,Control,0.219,2.512,0.034706023,1.381609178,16/05/2019,0,112,
_._,female,a7658,HA_C2,Control,0.195,2.414,0.033462631,1.386190168,17/05/2019,0,112,replacement fish 17/5/19
Red._,female,a8064,HA_C2,Control,0.227,2.709,0.030931989,1.141823145,16/05/2019,0,112,
Blu.Pur,female,a6813,HA_C3,Control,0.308,2.675,0.043043061,1.609086375,16/05/2019,0,112,
Pin.Gre,female,a6845,HA_C3,Control,0.28,2.639,0.040204925,1.523490887,16/05/2019,0,112,
Blu.Gre,female,a6885,HA_C3,Control,0.224,2.416,0.03837551,1.588390308,16/05/2019,0,112,
Bla.Bla,female,a6929,HA_C3,Control,0.233,2.526,0.036516507,1.445625773,16/05/2019,0,112,
Red.Pur,female,a7093,HA_C3,Control,0.239,2.672,0.03347534,1.252819601,16/05/2019,0,112,
Whi.Pin,female,a7232,HA_C3,Control,0.353,2.968,0.040072544,1.350153093,16/05/2019,0,112,
_.Pin,female,a7279,HA_C3,Control,0.326,2.605,0.048039906,1.844142247,16/05/2019,0,112,
Red.Whi,female,a7322,HA_C3,Control,0.233,2.481,0.037853182,1.525722772,16/05/2019,0,112,
Red.Red,female,a7497,HA_C3,Control,0.238,2.619,0.034698121,1.324861445,16/05/2019,0,112,
Pin.Blu,female,a7552,HA_C3,Control,0.226,2.421,0.038558387,1.59266366,16/05/2019,0,112,
Bla.Blu,female,a7660,HA_C3,Control,0.263,2.566,0.039943162,1.55663142,16/05/2019,0,112,"very difficult to distinguish from bla.bla, may need to switch"
Gre.Pin,female,a7679,HA_C3,Control,0.256,2.508,0.040699109,1.622771489,16/05/2019,0,112,
Pur._,female,a6930,HA_C4,Control,0.193,2.411,0.033201896,1.377100633,16/05/2019,0,112,
Gre.Yel,female,a6971,HA_C4,Control,0.284,2.638,0.040810203,1.547013011,16/05/2019,0,112,
_.Gre,female,a7020,HA_C4,Control,0.22,2.508,0.034975797,1.394569248,16/05/2019,0,112,
_.Ora,female,a7059,HA_C4,Control,0.335,2.688,0.046364574,1.724872562,16/05/2019,0,112,
Red.Gre,female,a7090,HA_C4,Control,0.222,2.568,0.033663784,1.310895028,16/05/2019,0,112,
Blu.Bla,female,a7201,HA_C4,Control,0.206,2.451,0.034291035,1.399063049,16/05/2019,0,112,
Whi.Pur,female,a7259,HA_C4,Control,0.192,2.397,0.033416823,1.39411027,16/05/2019,0,112,
Bro._,female,a7367,HA_C4,Control,0.273,2.503,0.043575356,1.740925146,16/05/2019,0,112,
Yel.Yel,female,a7418,HA_C4,Control,0.258,2.342,0.047037683,2.008440793,16/05/2019,0,112,
Bro.Whi,female,a7438,HA_C4,Control,0.278,2.533,0.043328576,1.710563601,16/05/2019,0,112,
Pur.Red,female,a7578,HA_C4,Control,0.205,2.403,0.035501469,1.477381133,16/05/2019,0,112,
Bla.Bla,female,a7601,HA_C4,Control,0.323,2.759,0.042432549,1.53796843,16/05/2019,0,112,
Pin.Bla,female,a8045,HA_C4,Control,0.217,2.382,0.038245137,1.605589289,16/05/2019,0,112,
_.Pur,female,a6825,HA_T1,Treatment,0.284,2.958,0.032458018,1.097296088,17/05/2019,0,112,
Pin.Whi,female,a6846,HA_T1,Treatment,0.305,2.88,0.036771798,1.276798536,17/05/2019,0,112,
Red.Pin,female,a6894,HA_T1,Treatment,0.281,2.691,0.038804217,1.441999888,17/05/2019,0,112,
Bla.Pur,female,a6925,HA_T1,Treatment,0.25,2.593,0.037182191,1.433944882,17/05/2019,0,112,
Bro.Yel,female,a7087,HA_T1,Treatment,0.265,2.916,0.031165266,1.068767687,17/05/2019,0,112,
Blu.Yel,female,a7206,HA_T1,Treatment,0.261,2.73,0.035019925,1.28278114,17/05/2019,0,112,
Gre.Gre,female,a7292,HA_T1,Treatment,0.248,2.432,0.041929969,1.724094113,17/05/2019,0,112,
_.Red,female,a7319,HA_T1,Treatment,0.258,2.366,0.046088251,1.947939594,17/05/2019,0,112,
Whi.Bla,female,a7374,HA_T1,Treatment,0.279,2.694,0.03844227,1.426958784,17/05/2019,0,112,"definitely female, needs switching"
Ora.Pin,female,a7488,HA_T1,Treatment,0.319,2.925,0.037285412,1.274714928,17/05/2019,0,112,
Pin.Pin,female,a7550,HA_T1,Treatment,0.318,2.739,0.042388013,1.547572569,17/05/2019,0,112,
Bro.Bro,female,a7662,HA_T1,Treatment,0.333,2.833,0.041490731,1.464551035,17/05/2019,0,112,
Pin.Bro,female,a7697,HA_T1,Treatment,0.266,2.662,0.037537516,1.410124581,17/05/2019,0,112,
Yel.Blu,female,a6822,HA_T2,Treatment,0.217,2.373,0.038535789,1.623927062,17/05/2019,0,112,
Pin.Pin,female,a6840,HA_T2,Treatment,0.363,3.012,0.040012592,1.328439322,17/05/2019,0,112,
Blu.Ora,female,a6883,HA_T2,Treatment,0.325,2.798,0.041513365,1.483679959,17/05/2019,0,112,
Pur.Pur,female,a6932,HA_T2,Treatment,0.324,2.743,0.043061921,1.569884087,17/05/2019,0,112,
Red.Ora,female,a7089,HA_T2,Treatment,0.291,2.729,0.039073824,1.431800079,17/05/2019,0,112,
Red.Pur,female,a7222,HA_T2,Treatment,0.362,2.861,0.044225511,1.54580603,17/05/2019,0,112,
Pin.Blu,female,a7288,HA_T2,Treatment,0.342,2.824,0.042884142,1.518560255,17/05/2019,0,112,
Red._,female,a7495,HA_T2,Treatment,0.253,2.703,0.034628081,1.281098091,17/05/2019,0,112,
Bla.Pin,female,a7604,HA_T2,Treatment,0.169,2.407,0.029169872,1.211876695,17/05/2019,0,112,
Whi.Bro,female,a7649,HA_T2,Treatment,0.268,2.798,0.03423256,1.22346532,17/05/2019,0,112,
Gre.Blu,female,a7684,HA_T2,Treatment,0.241,2.446,0.040281361,1.646825884,17/05/2019,0,112,
Yel.Gre,female,a8067,HA_T2,Treatment,0.225,2.639,0.032307529,1.224233748,17/05/2019,0,112,
Ora.Pur,female,a8071,HA_T2,Treatment,0.226,2.573,0.034137276,1.326749952,17/05/2019,0,112,
Blu.Pur,female,a6886,HA_T3,Treatment,0.241,2.496,0.038683689,1.549827275,17/05/2019,0,112,
Gre.Gre,female,a7019,HA_T3,Treatment,0.262,2.391,0.045829186,1.916737161,17/05/2019,0,112,acually female
Red.Bla,female,a7091,HA_T3,Treatment,0.232,2.503,0.037031072,1.479467523,17/05/2019,0,112,
Pur.Gre,female,a7160,HA_T3,Treatment,0.216,2.528,0.03379867,1.336972709,17/05/2019,0,112,
Yel.Whi,female,a7210,HA_T3,Treatment,0.282,2.678,0.039321309,1.468308762,17/05/2019,0,112,
Gre.Bro,female,a7296,HA_T3,Treatment,0.24,2.416,0.041116618,1.701846759,17/05/2019,0,112,
Yel.Bla,female,a7337,HA_T3,Treatment,0.315,2.622,0.045818955,1.747481118,17/05/2019,0,112,yel small
Ora.Yel,female,a7484,HA_T3,Treatment,0.331,2.834,0.041212438,1.454214451,17/05/2019,0,112,
Ora.Pin,female,a7556,HA_T3,Treatment,0.258,2.511,0.04091912,1.629594566,17/05/2019,0,112,
Whi.Whi,female,a7640,HA_T3,Treatment,0.309,2.545,0.047707088,1.874541758,17/05/2019,0,112,
Gre.Ora,female,a7686,HA_T3,Treatment,0.328,2.655,0.046531258,1.75258975,17/05/2019,0,112,
Red.Red,female,a8063,HA_T3,Treatment,0.226,2.472,0.036983798,1.496108326,17/05/2019,0,112,
Ora.Blu,female,a6961,HA_T4,Treatment,0.205,2.311,0.038384331,1.660940307,17/05/2019,0,112,
Ora.Gre,female,a7061,HA_T4,Treatment,0.243,2.571,0.036762253,1.429881488,17/05/2019,0,112,
Yel.Blu,female,a7214,HA_T4,Treatment,0.277,2.581,0.041581845,1.611074989,17/05/2019,0,112,
Whi.Bla,female,a7260,HA_T4,Treatment,0.265,2.81,0.033560872,1.194337076,17/05/2019,0,112,
Bro.Whi,female,a7358,HA_T4,Treatment,0.179,2.252,0.03529525,1.567284622,17/05/2019,0,112,Photo: fish is not completely on the photo--> length could be 2 mm longer
Ora.Whi,female,a7409,HA_T4,Treatment,0.326,2.663,0.045970081,1.726251626,17/05/2019,0,112,
Bro.Ora,female,a7439,HA_T4,Treatment,0.221,2.452,0.036757955,1.499100939,17/05/2019,0,112,
Red.Gre,female,a7562,HA_T4,Treatment,0.23,2.505,0.03665324,1.463203211,17/05/2019,0,112,
Bla.Gre,female,a7608,HA_T4,Treatment,0.282,2.553,0.043266073,1.694714963,17/05/2019,0,112,
Red.Pur,female,a8062,HA_T4,Treatment,0.179,2.319,0.033285228,1.435326771,17/05/2019,0,112,
Gre.Yel,male,a6859,HA_C1,Control,0.219,2.614,0.032050363,1.226104158,15/05/2019,0,112,
Red.Pin,male,a6985,HA_C1,Control,0.184,2.49,0.029676941,1.191845008,15/05/2019,0,112,
Whi._,male,a7070,HA_C1,Control,0.215,2.547,0.033142142,1.301222682,15/05/2019,0,112,
Ora.Bro,male,a7152,HA_C1,Control,0.209,2.478,0.034036405,1.37354338,15/05/2019,0,112,
Whi.Blu,male,a7179,HA_C1,Control,0.19,2.4,0.032986111,1.374421296,15/05/2019,0,112,
Pur.Yel,male,a7272,HA_C1,Control,0.162,2.463,0.026704607,1.084230897,15/05/2019,0,112,
Ora.Bla,male,a7403,HA_C1,Control,0.226,2.594,0.03358679,1.294787577,15/05/2019,0,112,
Yel._,male,a7475,HA_C1,Control,0.154,2.371,0.027394136,1.155383228,15/05/2019,0,112,
Pin.Ora,male,a7555,HA_C1,Control,0.234,2.637,0.033650816,1.276102231,15/05/2019,0,112,
Red.Yel,male,a7563,HA_C1,Control,0.231,2.609,0.033936248,1.300737744,15/05/2019,0,112,
Red.Ora,male,a7614,HA_C1,Control,0.203,2.369,0.03617145,1.526865759,15/05/2019,0,112,
Bro.Bro,male,a7720,HA_C1,Control,0.162,2.179,0.034119335,1.565825364,15/05/2019,0,112,
Pin.Yel,male,a6847,HA_C2,Control,0.214,2.516,0.0338059,1.343636717,16/05/2019,0,112,
Ora.Bro,male,a6967,HA_C2,Control,0.217,2.748,0.028735997,1.045705877,16/05/2019,0,112,
Blu.Blu,male,a7006,HA_C2,Control,0.165,2.705,0.022550148,0.833646893,16/05/2019,0,112,
Pur._,male,a7056,HA_C2,Control,0.151,2.406,0.026084691,1.084151758,16/05/2019,0,112,
Red.Pin,male,a7096,HA_C2,Control,0.209,2.541,0.032369572,1.273891063,16/05/2019,0,112,
Ora.Yel,male,a7153,HA_C2,Control,0.171,2.481,0.027780661,1.119736455,16/05/2019,0,112,
Pur.Blu,male,a7163,HA_C2,Control,0.298,2.941,0.034452934,1.171470052,16/05/2019,0,112,
_.Whi,male,a7250,HA_C2,Control,0.213,2.589,0.031777191,1.227392463,16/05/2019,0,112,
Yel.Bla,male,a7336,HA_C2,Control,0.222,2.654,0.031517455,1.187545392,17/05/2019,0,112,replacement fish 17/5/19
Whi.Yel,male,a7370,HA_C2,Control,0.221,2.725,0.029761805,1.092176314,16/05/2019,0,112,
Ora.Pin,male,a7408,HA_C2,Control,0.234,2.724,0.03153564,1.15769604,16/05/2019,0,112,
Red.Bro,male,a7474,HA_C2,Control,0.145,2.329,0.026731851,1.147782336,16/05/2019,0,112,
Bro.Bro,male,a7573,HA_C2,Control,0.259,2.844,0.032021419,1.125928955,16/05/2019,0,112,
_.Bla,male,a7600,HA_C2,Control,0.241,2.652,0.03426652,1.292101062,16/05/2019,0,112,
Gre.Gre,male,a7688,HA_C2,Control,0.216,2.411,0.037158599,1.541211071,16/05/2019,0,112,
Bro.Pur,male,a7729,HA_C2,Control,0.16,2.475,0.026119784,1.055344796,16/05/2019,0,112,
Red.Gre,male,a6990,HA_C3,Control,0.199,2.58,0.02989604,1.158761236,16/05/2019,0,112,
Gre._,male,a7017,HA_C3,Control,0.198,2.546,0.030545581,1.199747883,16/05/2019,0,112,
Red.Yel,male,a7048,HA_C3,Control,0.181,2.633,0.026108196,0.991575979,16/05/2019,0,112,
Bla.Red,male,a7144,HA_C3,Control,0.228,2.657,0.032296223,1.215514611,16/05/2019,0,112,
_.Pur,male,a7168,HA_C3,Control,0.156,2.384,0.027448088,1.15134597,16/05/2019,0,112,
Whi.Ora,male,a7264,HA_C3,Control,0.208,2.474,0.033983174,1.373612547,16/05/2019,0,112,
Bro.Ora,male,a7361,HA_C3,Control,0.241,2.585,0.036065831,1.395196571,16/05/2019,0,112,
Ora.Bro,male,a7407,HA_C3,Control,0.298,2.925,0.034830886,1.190799525,16/05/2019,0,112,
Red.Blu,male,a7466,HA_C3,Control,0.182,2.355,0.032816296,1.393473306,16/05/2019,0,112,
Red.Bro,male,a7564,HA_C3,Control,0.213,2.491,0.034326707,1.378029202,16/05/2019,0,112,Could be male
Red._,male,a7611,HA_C3,Control,0.204,2.478,0.033222137,1.34068349,16/05/2019,0,112,
Pur._,male,a7730,HA_C3,Control,0.185,2.348,0.033556414,1.429148806,16/05/2019,0,112,
_.Yel,male,a6807,HA_C4,Control,0.217,2.715,0.029438797,1.084301933,16/05/2019,0,112,
_.Pin,male,a6839,HA_C4,Control,0.177,2.387,0.03106479,1.301415603,16/05/2019,0,112,
Blu.Whi,male,a6884,HA_C4,Control,0.229,2.644,0.032757638,1.23894244,16/05/2019,0,112,
Whi.Ora,male,a7184,HA_C4,Control,0.211,2.454,0.035037518,1.427771735,16/05/2019,0,112,
Pin.Red,male,a7286,HA_C4,Control,0.256,2.666,0.036018007,1.351013006,16/05/2019,0,112,very small red dot
Ora.Gre,male,a7492,HA_C4,Control,0.151,2.178,0.0318318,1.461515148,16/05/2019,0,112,might be injured
_.Pur,male,a7539,HA_C4,Control,0.14,2.137,0.030656247,1.434545968,17/05/2019,0,112,replacement fish 17/5/19
Whi.Whi,male,a7661,HA_C4,Control,0.217,2.515,0.03430708,1.364098608,16/05/2019,0,112,could be male
Pin.Blu,male,a7696,HA_C4,Control,0.21,2.403,0.036367358,1.51341482,16/05/2019,0,112,
Pur.Blu,male,a7737,HA_C4,Control,0.188,2.445,0.031448514,1.286237772,16/05/2019,0,112,very small blu dot
Yel.Pin,male,a8066,HA_C4,Control,0.176,2.316,0.032812216,1.416762335,16/05/2019,0,112,
Red.Whi,male,a6991,HA_T1,Treatment,0.222,2.696,0.030543106,1.132904523,17/05/2019,0,112,
Blu.Whi,male,a6998,HA_T1,Treatment,0.176,2.478,0.028662236,1.156668109,17/05/2019,0,112,
Ora.Pur,male,a7062,HA_T1,Treatment,0.285,2.745,0.037823365,1.37790036,17/05/2019,0,112,
Ora._,male,a7155,HA_T1,Treatment,0.179,2.53,0.027964817,1.105328753,17/05/2019,0,112,
Bla.Blu,male,a7173,HA_T1,Treatment,0.25,2.654,0.035492629,1.337325892,17/05/2019,0,112,"small blu dot, swimming awkwardly ?"
_.Whi,male,a7269,HA_T1,Treatment,0.157,2.299,0.029704463,1.292060169,17/05/2019,0,112,
Ora.Ora,male,a7412,HA_T1,Treatment,0.233,2.82,0.029299331,1.038983369,17/05/2019,0,112,
Red.Red,male,a7468,HA_T1,Treatment,0.207,2.549,0.031858893,1.249858474,17/05/2019,0,112,
Red.Pur,male,a7560,HA_T1,Treatment,0.202,2.488,0.03263252,1.311596477,17/05/2019,0,112,
Bla._,male,a7599,HA_T1,Treatment,0.209,2.597,0.030988631,1.193247236,17/05/2019,0,112,
Bro.Whi,male,a7723,HA_T1,Treatment,0.188,2.401,0.032611707,1.358255177,17/05/2019,0,112,
Red.Yel,male,a6987,HA_T2,Treatment,0.245,2.688,0.03390842,1.261473964,17/05/2019,0,112,
Gre.Bla,male,a7015,HA_T2,Treatment,0.223,2.559,0.034053699,1.330742433,17/05/2019,0,112,
Pin._,male,a7054,HA_T2,Treatment,0.221,2.681,0.03074671,1.146837358,17/05/2019,0,112,
Bla.Bro,male,a7142,HA_T2,Treatment,0.21,2.697,0.028870706,1.070474818,17/05/2019,0,112,
Pur._,male,a7167,HA_T2,Treatment,0.182,2.415,0.031205929,1.292170978,17/05/2019,0,112,
Bro.Blu,male,a7251,HA_T2,Treatment,0.188,2.547,0.028980105,1.137813322,17/05/2019,0,112,
Whi.Pin,male,a7375,HA_T2,Treatment,0.233,2.575,0.035139975,1.364659242,17/05/2019,0,112,
Ora.Yel,male,a7411,HA_T2,Treatment,0.311,2.976,0.035115151,1.179944576,17/05/2019,0,112,
Blu.Bla,male,a7461,HA_T2,Treatment,0.195,2.441,0.032726462,1.340698962,17/05/2019,0,112,
Red.Red,male,a7570,HA_T2,Treatment,0.26,2.821,0.032671357,1.158148075,17/05/2019,0,112,
Bro.Gre,male,a7724,HA_T2,Treatment,0.218,2.557,0.03334226,1.303960121,17/05/2019,0,112,
Bla.Blu,male,a6808,HA_T3,Treatment,0.238,2.751,0.031448199,1.143155173,17/05/2019,0,112,looks male
Pin.Pur,male,a6842,HA_T3,Treatment,0.253,2.806,0.03213255,1.145137195,17/05/2019,0,112,looks male
Yel.Pin,male,a6996,HA_T3,Treatment,0.244,2.62,0.035545714,1.356706646,17/05/2019,0,112,
Red.Bro,male,a7045,HA_T3,Treatment,0.201,2.546,0.031008393,1.217925881,17/05/2019,0,112,
Bla.Whi,male,a7139,HA_T3,Treatment,0.172,2.347,0.031224987,1.330421266,17/05/2019,0,112,
Whi.Bro,male,a7266,HA_T3,Treatment,0.177,2.454,0.029391662,1.197704252,17/05/2019,0,112,
_.Ora,male,a7414,HA_T3,Treatment,0.269,2.738,0.035882723,1.310545032,17/05/2019,0,112,
Red.Whi,male,a7469,HA_T3,Treatment,0.218,2.461,0.035994261,1.46258681,17/05/2019,0,112,
Red.Pin,male,a7566,HA_T3,Treatment,0.195,2.567,0.029592583,1.152808063,17/05/2019,0,112,
Bla.Red,male,a7610,HA_T3,Treatment,0.116,2.018,0.028484963,1.41154427,17/05/2019,0,112,
_.Bro,male,a7719,HA_T3,Treatment,0.151,2.22,0.030638747,1.380123732,17/05/2019,0,112,
_.Whi,male,a8070,HA_T3,Treatment,0.253,2.573,0.038215623,1.485255477,17/05/2019,0,112,
_.Bla,male,a6799,HA_T4,Treatment,0.234,2.671,0.032799565,1.227988199,17/05/2019,0,112,
Gre.Gre,male,a6869,HA_T4,Treatment,0.205,2.466,0.033710696,1.367019294,17/05/2019,0,112,
Blu.Bla,male,a6891,HA_T4,Treatment,0.226,2.583,0.033873465,1.311400125,17/05/2019,0,112,
Gre.Bro,male,a7018,HA_T4,Treatment,0.213,2.474,0.034800078,1.406632079,17/05/2019,0,112,
Bla.Pin,male,a7138,HA_T4,Treatment,0.282,2.668,0.039616623,1.48488094,17/05/2019,0,112,
Whi.Pur,male,a7180,HA_T4,Treatment,0.199,2.51,0.0315868,1.258438255,17/05/2019,0,112,
Gre.Pur,male,a7297,HA_T4,Treatment,0.221,2.392,0.038625127,1.614762844,17/05/2019,0,112,
