Mark,Sex,Fish_ID,Tank,Group,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Bla._,male,a7599,HA_T1,Treatment,0.502,3.555,0.039721396,1.117338856,,20,,
Red.Pur,male,a7560,HA_T1,Treatment,0.499,3.426,0.042513399,1.240904815,,20,,
Blu.Whi,male,a6998,HA_T1,Treatment,0.588,3.684,0.043324951,1.176030165,,20,,
Pin.Bro,male,a7191,HA_T1,Treatment,0.523,3.658,0.039085375,1.068490304,,20,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.436,3.374,0.038299785,1.135144775,,20,,
Ora.Pur,male,a7062,HA_T1,Treatment,0.579,3.348,0.051654441,1.54284471,,20,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.607,3.666,0.045165183,1.232001706,,20,,
Bro.Gre,male,a7724,HA_T2,Treatment,0.543,3.63,0.041208478,1.135219793,,20,,
Whi.Pin,male,a7375,HA_T2,Treatment,0.502,3.546,0.039923284,1.125868124,,20,,
Gre.Bla,male,a7015,HA_T2,Treatment,0.47,3.442,0.039671272,1.152564556,,20,,
Pin._,male,a7054,HA_T2,Treatment,0.554,3.881,0.036780911,0.947717361,,20,,
Ora.Yel,male,a7411,HA_T2,Treatment,0.535,3.741,0.038227717,1.021858254,,20,,
Red.Red,male,a7570,HA_T2,Treatment,0.686,3.976,0.043394168,1.091402611,,20,,
Pur._,male,a7167,HA_T2,Treatment,0.463,3.398,0.040099065,1.180078417,,20,,
Bro.Blu,male,a7251,HA_T2,Treatment,0.493,3.537,0.039407311,1.114145062,,20,,
Bla.Bro,male,a7142,HA_T2,Treatment,0.531,3.588,0.041246742,1.149574755,,20,,
Gre.Whi,male,a6833,HA_T2,Treatment,0.529,3.41,0.045493245,1.334112751,,20,,
Blu.Bla,male,a7461,HA_T2,Treatment,0.457,3.305,0.041838227,1.265907021,,20,,
_.Ora,male,a7414,HA_T3,Treatment,0.5,3.407,0.043075045,1.264310089,,20,,
Bla.Whi,male,a7139,HA_T3,Treatment,0.494,3.641,0.037263667,1.023445951,,20,,
Bla.Red,male,a7610,HA_T3,Treatment,0.238,2.775,0.030906582,1.113750712,,20,,
Yel.Pin,male,a6996,HA_T3,Treatment,0.61,3.705,0.044437888,1.199403186,,20,,
_.Whi,male,a8070,HA_T3,Treatment,0.522,3.401,0.045129159,1.326937926,,20,,
_.Bro,male,a7719,HA_T3,Treatment,0.482,3.222,0.046429709,1.441021399,,20,,
Blu.Pin,male,a6882,HA_T3,Treatment,0.609,3.55,0.048323745,1.361232262,,20,,
Red.Pin,male,a7566,HA_T3,Treatment,0.453,3.468,0.037665178,1.086077798,,20,,
Bla.Blu,male,a6808,HA_T3,Treatment,0.472,3.389,0.041095935,1.212627163,,20,,
Red.Pur,male,a7325,HA_T3,Treatment,0.456,3.41,0.039215349,1.150010235,,20,,
Pin.Pur,male,a6842,HA_T3,Treatment,0.518,3.646,0.038966952,1.068758955,,20,,
Red.Bro,male,a7045,HA_T3,Treatment,0.561,3.585,0.043650029,1.217574044,,20,,
_.Bla,male,a6799,HA_T4,Treatment,0.551,3.77,0.038767598,1.028318261,,20,,
Blu.Bla,male,a6891,HA_T4,Treatment,0.593,3.718,0.042897889,1.15378938,,20,,
_.Red,male,a8057,HA_T4,Treatment,0.484,3.461,0.040405656,1.167456114,,20,,
Bla.Pin,male,a7138,HA_T4,Treatment,0.562,3.562,0.044294366,1.243525141,,20,,
Pin._,male,a7548,HA_T4,Treatment,0.459,3.326,0.041492366,1.247515502,,20,,
Red.Yel,male,a7321,HA_T4,Treatment,0.46,3.189,0.045232313,1.418385471,,20,,
Gre.Pur,male,a7297,HA_T4,Treatment,0.557,3.592,0.043170049,1.201838774,,20,,
Whi.Pur,male,a7180,HA_T4,Treatment,0.496,3.452,0.041623644,1.205783441,,20,,
Whi.Ora,male,a7646,HA_T4,Treatment,0.583,3.537,0.046601343,1.317538684,,20,,
Gre.Gre,male,a6869,HA_T4,Treatment,0.497,3.429,0.042268946,1.232690172,,20,,
Gre.Bro,male,a7018,HA_T4,Treatment,0.595,3.468,0.049471923,1.426526025,,20,,
Gre.Yel,male,a7682,HA_T4,Treatment,0.481,3.231,0.046075617,1.426048192,,20,,
Whi.Bro,male,a7266,HA_T4,Treatment,0.463,3.312,0.04220854,1.274412453,,20,,
Bro.Yel,male,a7728,HA_T4,Treatment,0.509,3.603,0.039209315,1.088240779,,20,,
Ora.Bla,male,a7494,HA_T4,Treatment,0.478,3.368,0.042138952,1.251156534,,20,,
Gre.Bro,female,a6834,HA_C1,Control,0.62,3.6,0.047839506,1.328875171,,22,,
Bro.Bla,female,a7082,HA_C1,Control,0.863,4.1,0.051338489,1.252158268,,22,,
Blu.Blu,female,a7659,HA_C1,Control,0.527,3.4,0.045588235,1.34083045,,22,,
Gre.Gre,female,a7698,HA_C1,Control,0.819,3.7,0.05982469,1.616883501,,22,,
Ora.Pin,female,a7498,HA_C1,Control,0.743,3.9,0.048849441,1.252549773,,22,,
Yel.Red,female,a8068,HA_C1,Control,0.641,3.4,0.055449827,1.630877264,,22,,
Red.Red,female,a6899,HA_C1,Control,0.849,4,0.0530625,1.3265625,,22,,
Gre.Pin,female,a7013,HA_C1,Control,0.554,3.2,0.054101563,1.690673828,,22,,
Bla.Red,female,a6923,HA_C1,Control,0.818,4.1,0.048661511,1.186866122,,22,,
Whi.Pur,female,a7376,HA_C1,Control,0.529,3.3,0.048576676,1.47202048,,22,,
Red.Whi,female,a7226,HA_C1,Control,0.934,4.1,0.055562165,1.355174765,,22,,
Pin.Whi,female,a7281,HA_C1,Control,0.958,4.4,0.049483471,1.124624343,,22,,
_._,female,a7658,HA_C2,Control,0.537,3.6,0.041435185,1.150977366,,22,,
Blu.Yel,female,a6881,HA_C2,Control,0.772,3.9,0.050756082,1.301437988,,22,,
_.Pin,female,a7549,HA_C2,Control,0.682,4,0.042625,1.065625,,22,,
Blu.Ora,female,a7204,HA_C2,Control,0.749,3.8,0.051869806,1.364994897,,22,,
Bla._,female,a6798,HA_C2,Control,0.649,3.6,0.05007716,1.391032236,,22,,
Pin.Bro,female,a7284,HA_C2,Control,0.728,4,0.0455,1.1375,,22,,
Red._,female,a8064,HA_C2,Control,0.594,3.8,0.041135734,1.082519318,,22,,
Ora.Ora,female,a7486,HA_C2,Control,0.767,3.9,0.05042735,1.293008985,,22,,
Red.Whi,female,a7322,HA_C3,Control,0.511,3.7,0.037326516,1.008824749,,22,,
Bla.Bla,female,a6929,HA_C3,Control,0.747,3.9,0.049112426,1.259292975,,22,,
Gre.Pin,female,a7679,HA_C3,Control,0.625,3.6,0.048225309,1.339591907,,22,,
_.Pin,female,a7279,HA_C3,Control,0.795,3.6,0.061342593,1.703960905,,22,,
Red.Red,female,a7497,HA_C3,Control,0.695,3.8,0.048130194,1.26658405,,22,,
Red.Pin,female,a7044,HA_C3,Control,0.85,3.8,0.058864266,1.54905963,,22,,
Blu.Gre,female,a6885,HA_C3,Control,0.626,3.6,0.048302469,1.341735254,,22,,
Pin.Gre,female,a6845,HA_C3,Control,0.542,3.5,0.044244898,1.264139942,,22,,
Red.Pur,female,a7093,HA_C3,Control,0.663,3.9,0.043589744,1.117685733,,22,,
Pin.Blu,female,a7552,HA_C3,Control,0.738,3.5,0.060244898,1.721282799,,22,,
Whi.Pin,female,a7232,HA_C3,Control,0.669,3.7,0.048867787,1.320750992,,22,,
Blu.Pur,female,a6813,HA_C3,Control,0.662,3.4,0.057266436,1.684306941,,22,,
Bla.Blu,female,a7660,HA_C3,Control,0.587,3.4,0.050778547,1.493486668,,22,,
_.Gre,female,a7020,HA_C4,Control,0.584,3.6,0.045061728,1.251714678,,22,,
Bro._,female,a7367,HA_C4,Control,0.619,3.5,0.050530612,1.443731778,,22,,
Whi.Whi,female,a7661,HA_C4,Control,0.472,3.3,0.043342516,1.313409578,,22,,
Red.Gre,female,a7090,HA_C4,Control,0.696,3.8,0.048199446,1.268406473,,22,,
Gre.Yel,female,a6971,HA_C4,Control,0.566,3.6,0.04367284,1.213134431,,22,,
Pin.Bla,female,a8045,HA_C4,Control,0.413,3.1,0.042976067,1.386324729,,22,,
Blu.Bla,female,a7201,HA_C4,Control,0.656,3.7,0.047918188,1.295086175,,22,,
Pur._,female,a6930,HA_C4,Control,0.69,3.7,0.050401753,1.362209543,,22,,
Yel.Yel,female,a7418,HA_C4,Control,0.55,3.5,0.044897959,1.282798834,,22,,
Bla.Bla,female,a7601,HA_C4,Control,0.668,3.6,0.05154321,1.43175583,,22,,
Bro.Whi,female,a7438,HA_C4,Control,0.676,3.6,0.052160494,1.448902606,,22,,
Pur.Red,female,a7578,HA_C4,Control,0.693,3.7,0.050620891,1.368132194,,22,,
_.Ora,female,a7059,HA_C4,Control,0.543,3.6,0.041898148,1.163837449,,22,,
Whi.Pur,female,a7259,HA_C4,Control,0.491,3.3,0.045087236,1.366279879,,22,,
Bro.Yel,female,a7087,HA_T1,Treatment,0.688,3.8,0.047645429,1.253827088,,22,,
Bla.Pur,female,a6925,HA_T1,Treatment,0.724,3.7,0.052885318,1.429332912,,22,,
Red.Pin,female,a6894,HA_T1,Treatment,1.062,4,0.066375,1.659375,,22,,
Pin.Whi,female,a6846,HA_T1,Treatment,0.709,3.6,0.05470679,1.519633059,,22,,
Bro.Bro,female,a7662,HA_T1,Treatment,0.99,3.9,0.065088757,1.668942497,,22,,
Gre.Gre,female,a7292,HA_T1,Treatment,0.879,3.7,0.064207451,1.735336505,,22,,
Blu.Yel,female,a7206,HA_T1,Treatment,0.51,3.2,0.049804688,1.556396484,,22,,
Pin.Pin,female,a7550,HA_T1,Treatment,1.061,3.7,0.077501826,2.09464395,,22,,
Ora.Pin,female,a7488,HA_T1,Treatment,0.696,3.5,0.056816327,1.623323615,,22,,
_.Red,female,a7319,HA_T1,Treatment,0.74,3.4,0.064013841,1.882760024,,22,,
_.Pur,female,a6825,HA_T1,Treatment,0.758,3.6,0.058487654,1.624657064,,22,,
Red.Ora,female,a7089,HA_T2,Treatment,0.942,4.2,0.053401361,1.271460965,,22,,
Red.Pur,female,a7222,HA_T2,Treatment,0.945,4.1,0.056216538,1.371135068,,22,,
Red._,female,a7495,HA_T2,Treatment,0.502,3.3,0.046097337,1.396889,,22,,
Pur.Pur,female,a6932,HA_T2,Treatment,0.988,4.1,0.058774539,1.433525341,,22,,
Ora.Pur,female,a8071,HA_T2,Treatment,0.977,4.3,0.052839373,1.228822619,,22,,
Pin.Pin,female,a6840,HA_T2,Treatment,0.906,4.2,0.051360544,1.2228701,,22,,
Blu._,female,a7207,HA_T2,Treatment,0.929,4.1,0.055264723,1.347920082,,22,,
Blu.Ora,female,a6883,HA_T2,Treatment,0.851,4.1,0.050624628,1.234747029,,22,,
Yel.Gre,female,a8067,HA_T2,Treatment,0.963,4.1,0.057287329,1.397251926,,22,,
Bla.Pin,female,a7604,HA_T2,Treatment,0.779,3.8,0.053947368,1.41966759,,22,,
Pin.Blu,female,a7288,HA_T2,Treatment,1.023,3.9,0.067258383,1.724573914,,22,,
Whi.Bro,female,a7649,HA_T2,Treatment,0.739,3.9,0.048586456,1.245806571,,22,,
Whi._,female,a8050,HA_T2,Treatment,0.858,4,0.053625,1.340625,,22,,
Ora.Pin,female,a7556,HA_T3,Treatment,0.914,4.1,0.054372397,1.326156034,,22,,
Ora.Yel,female,a7484,HA_T3,Treatment,0.649,3.7,0.047406866,1.281266657,,22,,
Gre.Gre,female,a7019,HA_T3,Treatment,0.812,3.6,0.062654321,1.740397805,,22,,
_.Blu,female,a7459,HA_T3,Treatment,0.698,3.6,0.053858025,1.496056241,,22,,
Yel.Whi,female,a7210,HA_T3,Treatment,0.768,3.8,0.053185596,1.399620936,,22,,
Whi.Whi,female,a7640,HA_T3,Treatment,0.923,3.7,0.067421476,1.822202041,,22,,
Red.Red,female,a8063,HA_T3,Treatment,0.784,4.1,0.046638905,1.137534278,,22,,
Pur.Gre,female,a7160,HA_T3,Treatment,0.767,3.9,0.05042735,1.293008985,,22,,
Gre.Bro,female,a7296,HA_T3,Treatment,0.757,3.5,0.061795918,1.765597668,,22,,
Red.Bla,female,a7091,HA_T3,Treatment,0.769,3.8,0.053254848,1.401443359,,22,,
Gre.Ora,female,a7686,HA_T3,Treatment,0.83,3.8,0.057479224,1.512611168,,22,,
Bro.Ora,female,a7439,HA_T4,Treatment,0.629,3.6,0.048533951,1.348165295,,22,,
Ora.Blu,female,a6961,HA_T4,Treatment,0.621,3.5,0.050693878,1.448396501,,22,,
Yel.Blu,female,a7214,HA_T4,Treatment,0.689,3.7,0.050328707,1.360235327,,22,,
Ora.Gre,female,a7061,HA_T4,Treatment,0.83,4.2,0.047052154,1.120289386,,22,,
Red.Gre,female,a7562,HA_T4,Treatment,0.629,3.8,0.043559557,1.146304126,,22,,
Bro.Whi,female,a7358,HA_T4,Treatment,0.667,3.3,0.061248852,1.856025823,,22,,
Bla.Gre,female,a7608,HA_T4,Treatment,0.734,3.8,0.050831025,1.337658551,,22,,
Ora.Whi,female,a7409,HA_T4,Treatment,0.922,3.9,0.060618014,1.554308063,,22,,
Red.Pur,female,a8062,HA_T4,Treatment,0.758,3.8,0.052493075,1.381396705,,22,,
Red.Pin,male,a6985,HA_C1,Control,0.482,3.602,0.037150069,1.031373368,,22,,
Gre.Yel,male,a6859,HA_C1,Control,0.538,3.681,0.039705497,1.078660619,,22,,
Ora.Bro,male,a7152,HA_C1,Control,0.513,3.654,0.038422028,1.051505954,,22,,
Whi.Blu,male,a7179,HA_C1,Control,0.494,3.389,0.043011423,1.26914792,,22,,
Yel._,male,a7475,HA_C1,Control,0.443,3.326,0.040046009,1.204029123,,22,,
Red.Ora,male,a7614,HA_C1,Control,0.443,3.32,0.040190884,1.210568796,,22,,
Red.Yel,male,a7563,HA_C1,Control,0.495,3.545,0.039388797,1.111108527,,22,,
Bro.Bro,male,a7720,HA_C1,Control,0.426,3.074,0.045081865,1.466553834,,22,,
Ora.Bla,male,a7403,HA_C1,Control,0.455,3.528,0.036555628,1.036157243,,22,,
Pur.Yel,male,a7272,HA_C1,Control,0.419,3.468,0.034838211,1.004562025,,22,,
Pin.Ora,male,a7555,HA_C1,Control,0.514,3.545,0.04090069,1.153757137,,22,,
Whi._,male,a7070,HA_C1,Control,0.561,3.628,0.042621458,1.174792123,,22,,
Red.Bro,male,a7474,HA_C2,Control,0.413,3.612,0.031655893,0.876408996,,22,,
Pur._,male,a7056,HA_C2,Control,0.408,3.475,0.033787071,0.972289815,,22,,
Ora.Pin,male,a7408,HA_C2,Control,0.419,3.537,0.033492218,0.946910306,,22,,
Blu.Blu,male,a7006,HA_C2,Control,0.434,3.583,0.033806181,0.943516078,,22,,
Whi.Yel,male,a7370,HA_C2,Control,0.379,3.366,0.033451145,0.993795155,,22,,
Ora.Yel,male,a7153,HA_C2,Control,0.428,3.669,0.031794232,0.866563982,,22,,
Ora.Bro,male,a6967,HA_C2,Control,0.451,3.61,0.034606855,0.958638653,,22,,
_.Whi,male,a7250,HA_C2,Control,0.471,3.615,0.03604162,0.997001937,,22,,
Yel.Bla,male,a7336,HA_C2,Control,0.48,3.579,0.037472946,1.047022808,,22,,
Pin.Yel,male,a6847,HA_C2,Control,0.462,3.803,0.031944002,0.839968499,,22,,
Gre.Gre,male,a7688,HA_C2,Control,0.438,3.21,0.042507351,1.324216556,,22,,
Red.Pin,male,a7096,HA_C2,Control,0.422,3.625,0.03211415,0.885907581,,22,,
Bro.Bro,male,a7573,HA_C2,Control,0.473,3.572,0.037071336,1.037831361,,22,,
_.Bla,male,a7600,HA_C2,Control,0.509,3.624,0.038756219,1.069432099,,22,,
Pur.Blu,male,a7163,HA_C2,Control,0.449,3.707,0.032673915,0.881411237,,22,,
Bro.Pur,male,a7729,HA_C2,Control,0.554,3.68,0.040908554,1.111645486,,22,,
Red.Bro,male,a7564,HA_C3,Control,0.345,3.178,0.034159485,1.07487365,,22,,
Red.Blu,male,a7466,HA_C3,Control,0.38,3.217,0.036718208,1.141380409,,22,,
Bro.Ora,male,a7361,HA_C3,Control,0.43,3.307,0.039318783,1.188956241,,22,,
Pur._,male,a7730,HA_C3,Control,0.444,3.445,0.037411448,1.085963657,,22,,
Gre._,male,a7017,HA_C3,Control,0.47,3.455,0.039373294,1.139603312,,22,,
Red._,male,a7611,HA_C3,Control,0.462,3.42,0.039499333,1.154951261,,22,,
Bla.Red,male,a7144,HA_C3,Control,0.435,3.547,0.034575373,0.974777939,,22,,
Whi.Ora,male,a7264,HA_C3,Control,0.447,3.458,0.037381571,1.081017081,,22,,
Red.Gre,male,a6990,HA_C3,Control,0.487,3.524,0.039215446,1.112810621,,22,,
Bla.Pin,male,a8043,HA_C3,Control,0.483,3.671,0.035840855,0.976324027,,22,,
Ora.Bro,male,a7407,HA_C3,Control,0.528,3.707,0.038422777,1.036492501,,22,,
Pur.Blu,male,a7737,HA_C4,Control,0.389,3.474,0.032232202,0.927812371,,22,,
_.Yel,male,a6807,HA_C4,Control,0.43,3.467,0.035773446,1.031827101,,22,,
Yel.Pin,male,a8066,HA_C4,Control,0.428,3.432,0.036337012,1.058770742,,22,,
_.Pur,male,a7539,HA_C4,Control,0.499,3.568,0.039196822,1.098565633,,22,,
Ora.Gre,male,a7492,HA_C4,Control,0.402,3.342,0.035992595,1.076977714,,22,,
Pin.Blu,male,a6843,HA_C4,Control,0.502,3.607,0.038584372,1.069708114,,22,,
Pin.Blu,male,a7696,HA_C4,Control,0.391,3.134,0.039808771,1.270222441,,22,,
Whi.Ora,male,a7184,HA_C4,Control,0.401,3.359,0.035540568,1.058069903,,22,,
Blu.Whi,male,a6884,HA_C4,Control,0.487,3.623,0.03710157,1.024056596,,22,,
Pin.Red,male,a7286,HA_C4,Control,0.461,3.297,0.042409488,1.286305374,,22,,
Gre.Bro,male,a7683,HA_T1,Treatment,0.703,3.883,0.046625182,1.200751543,,22,,
Bla._,male,a7599,HA_T1,Treatment,0.499,3.647,0.037517079,1.028710697,,22,,
_.Whi,male,a7269,HA_T1,Treatment,0.452,3.469,0.037560368,1.082743375,,22,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.618,3.804,0.042707825,1.122708344,,22,,
Red.Whi,male,a6991,HA_T1,Treatment,0.566,3.791,0.039383006,1.038855343,,22,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.446,3.333,0.040148029,1.204561332,,22,,
Pin.Bro,male,a7191,HA_T1,Treatment,0.531,3.643,0.040010703,1.098289944,,22,,
Red.Red,male,a7468,HA_T1,Treatment,0.507,3.455,0.042472894,1.229316764,,22,,
Ora.Pur,male,a7062,HA_T1,Treatment,0.585,3.608,0.044938938,1.245535985,,22,,
Ora._,male,a7155,HA_T1,Treatment,0.517,3.659,0.038615861,1.055366525,,22,,
Blu.Whi,male,a6998,HA_T1,Treatment,0.636,3.768,0.044795597,1.188842804,,22,,
Red.Pur,male,a7560,HA_T1,Treatment,0.515,3.257,0.048548041,1.490575413,,22,,
Bro.Gre,male,a7724,HA_T2,Treatment,0.557,3.511,0.045184922,1.28695306,,22,,
Whi.Pin,male,a7375,HA_T2,Treatment,0.513,3.607,0.039429846,1.093147934,,22,,
Pin._,male,a7054,HA_T2,Treatment,0.581,3.695,0.042554672,1.151682597,,22,,
Ora.Yel,male,a7411,HA_T2,Treatment,0.551,3.891,0.036393945,0.935336552,,22,,
Gre.Bla,male,a7015,HA_T2,Treatment,0.48,3.339,0.043053494,1.289412809,,22,,
Red.Red,male,a7570,HA_T2,Treatment,0.705,3.787,0.049158487,1.29808521,,22,,
Gre.Whi,male,a6833,HA_T2,Treatment,0.537,3.4,0.046453287,1.366273153,,22,,
Bla.Bro,male,a7142,HA_T2,Treatment,0.527,3.711,0.038267378,1.031187767,,22,,
Blu.Bla,male,a7461,HA_T2,Treatment,0.462,3.399,0.039988917,1.176490655,,22,,
Bro.Blu,male,a7251,HA_T2,Treatment,0.507,3.409,0.04362686,1.279755355,,22,,
Pur._,male,a7167,HA_T2,Treatment,0.465,3.466,0.038707564,1.1167791,,22,,
Bla.Whi,male,a7139,HA_T3,Treatment,0.498,3.621,0.037981516,1.048923386,,22,,
_.Whi,male,a8070,HA_T3,Treatment,0.519,3.42,0.044372627,1.297445248,,22,,
_.Ora,male,a7414,HA_T3,Treatment,0.487,3.401,0.042103257,1.237966993,,22,,
Red.Bro,male,a7045,HA_T3,Treatment,0.554,3.637,0.04188159,1.15154221,,22,,
Red.Pur,male,a7325,HA_T3,Treatment,0.458,3.345,0.040932968,1.223706063,,22,,
Bla.Blu,male,a6808,HA_T3,Treatment,0.47,3.401,0.040633534,1.194752539,,22,,
Yel.Pin,male,a6996,HA_T3,Treatment,0.62,3.665,0.046157654,1.259417584,,22,,
Pin.Pur,male,a6842,HA_T3,Treatment,0.508,3.495,0.041588126,1.189932077,,22,,
Blu.Pin,male,a6882,HA_T3,Treatment,0.597,3.692,0.043797664,1.186285587,,22,,
Gre.Gre,male,a6869,HA_T4,Treatment,0.493,3.448,0.041467935,1.202666317,,22,,
_.Bla,male,a6799,HA_T4,Treatment,0.546,3.779,0.038233042,1.011723801,,22,,
_.Red,male,a8057,HA_T4,Treatment,0.475,3.613,0.036387958,1.007139722,,22,,
Pin._,male,a7548,HA_T4,Treatment,0.468,3.64,0.035321821,0.970379699,,22,,
Gre.Pur,male,a7297,HA_T4,Treatment,0.553,3.617,0.042269598,1.168636927,,22,,
Whi.Pur,male,a7180,HA_T4,Treatment,0.489,3.556,0.038670996,1.087485819,,22,,
Gre.Bro,male,a7018,HA_T4,Treatment,0.572,3.611,0.043867315,1.21482456,,22,,
Whi.Ora,male,a7646,HA_T4,Treatment,0.564,3.467,0.04692145,1.353373221,,22,,
Red.Yel,male,a7321,HA_T4,Treatment,0.457,3.055,0.048965903,1.602811893,,22,,
Blu.Bla,male,a6891,HA_T4,Treatment,0.578,3.68,0.042680766,1.159803413,,22,,
Bro.Yel,male,a7728,HA_T4,Treatment,0.515,3.475,0.042647896,1.227277585,,22,,
Bla.Pin,male,a7138,HA_T4,Treatment,0.566,3.63,0.042953957,1.183304609,,22,,
