Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,ID,Group,Notes,Phase_1,Phase_2,Phase_3,Phase_4,dist center-point Mean cm,dist center-point Total cm,speed center-point Mean cm/s,speed center-point Total cm/s,dist_stim 0-5cm (Center) / center-point Mean cm,dist_stim 0-5cm (Center) / center-point Total cm,freeze Not Moving / center-point Mean s,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,freeze Not Moving / center-point Cumulative Duration %,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Cumulative Duration %,in_det_zone 0-5cm / center-point Frequency,in_det_zone 0-5cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Cumulative Duration %,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 20-25cm / center-point Cumulative Duration %,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Cumulative Duration %,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Cumulative Duration %,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Cumulative Duration %,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Cumulative Duration %,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Cumulative Duration %,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Near / center-point Cumulative Duration %,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Middle / center-point Cumulative Duration %,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,in_zone Far / center-point Cumulative Duration %,risk_3 Arena / center-point Frequency,risk_3 Arena / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration %,move Moving / center-point Cumulative Duration s
Acclimation,Wednesday,,N,6,female,Pin.Blu,5,2,HA_T2,a7288,Treatment,,Novel,Predator,Aggression,Social,0.449302,1010.93,5.61641,12636.9,25.3298,57017.3,0.079998,2,0.159996,0.00784252,20,12.9597,0.635244,9,13.6797,0.670536,22,11.9997,0.588189,21,11.6797,0.572504,29,22.9594,1.1254,22,13.1997,0.647008,17,79.518,3.89773,24,14.0796,0.690142,11,35.2791,1.72928,23,32.7992,1.60772,13,111.997,5.48977,1,180.075,8.82676,147.676
Acclimation,Friday,,Q,1,female,Pin.Blu,9,1,HA_T2,a7288,Treatment,,Aggression,Predator,Novel,Social,0.118368,266.327,1.47963,3329.17,19.5529,44013.6,42.6656,3,127.997,6.27402,6,75.4381,3.69775,3,23.3594,1.14501,3,0.559986,0.0274488,3,0.79998,0.0392126,4,2.55994,0.12548,4,1.59996,0.0784252,3,75.0381,3.67814,3,0.719982,0.0352913,2,100.157,4.90942,3,1.83995,0.090189,2,78.078,3.82715,1,180.075,8.82676,33.7592
Acclimation,Monday,29/07/2019,B,2,female,Gre.Gre,5,1,HA_T1,a7292,Treatment,,Novel,Aggression,Predator,Social,0.213934,481.351,2.67424,6017.03,18.4505,41532.1,60.3185,2,120.637,5.91326,4,2.15995,0.105874,1,0.719982,0.0352913,22,64.3184,3.15269,17,88.2378,4.32515,3,2.15995,0.105874,10,11.4397,0.56074,0,0,0,14,11.0397,0.541134,7,9.35977,0.458788,17,162.876,7.98369,9,7.8398,0.384284,1,180.075,8.82676,55.9186
Acclimation,Tuesday,,O,7,female,Gre.Gre,10,2,HA_T1,a7292,Treatment,,Predator,Novel,Aggression,Social,0.14556,327.51,1.81955,4093.98,19.0889,42969,137.517,1,137.517,6.74065,4,3.35992,0.164693,0,0,0,8,6.15985,0.301937,8,141.996,6.96024,11,9.03977,0.443103,7,6.79983,0.333307,5,7.11982,0.348992,10,5.59986,0.274488,4,6.87983,0.337228,9,152.876,7.49353,4,20.3195,0.996,1,180.075,8.82676,40.239
Acclimation,Friday,,W,7,female,Gre.Gre,5,2,HA_T1,a7292,Treatment,,Predator,Novel,Social,Aggression,0.00184275,4.14619,0.023035,51.8287,25.317,56988.6,179.995,1,179.995,8.82284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0
Acclimation,Tuesday,30/07/2019,H,8,female,Gre.Bro,5,2,HA_T3,a7296,Treatment,,Novel,Aggression,Social,Predator,0.00232769,5.2373,0.0290968,65.4678,9.62791,21672.4,179.995,1,179.995,8.82284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,0
Acclimation,Wednesday,,I,1,female,Gre.Bro,10,1,HA_T3,a7296,Treatment,,Aggression,Novel,Social,Predator,0.00251961,5.66913,0.0314959,70.8659,34.6084,77903.6,179.995,1,179.995,8.82284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,1,180.075,8.82676,0
Acclimation,Thursday,,W,7,female,Gre.Bro,3,2,HA_T3,a7296,Treatment,,Predator,Novel,Social,Aggression,0.00190978,4.297,0.0238728,53.7138,28.4063,63942.6,179.836,1,179.836,8.81499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,1,180.075,8.82676,0
Acclimation,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,a7297,Treatment,,Social,Aggression,Novel,Predator,0.450341,1013.27,5.6294,12666.1,19.0847,42959.7,69.5983,1,69.5983,3.4115,17,14.7196,0.721512,5,3.43991,0.168614,40,22.8794,1.12148,40,18.9595,0.929339,11,8.1598,0.399969,30,21.3595,1.04698,0,0,0,30,90.5577,4.43887,19,29.8393,1.46263,35,129.437,6.3446,16,20.7995,1.01953,1,180.075,8.82676,107.997
Acclimation,Tuesday,,J,2,male,Gre.Pur,5,1,HA_T4,a7297,Treatment,,Novel,Social,Aggression,Predator,0.379787,853.002,4.74746,10662.8,16.9014,37994.2,46.0388,2,92.0777,4.51337,14,7.67981,0.376441,4,5.43986,0.266646,31,55.1186,2.70175,30,13.3597,0.654851,13,10.3197,0.505843,25,70.7182,3.46639,2,0.39999,0.0196063,27,17.0396,0.835229,16,23.7594,1.16461,33,133.677,6.55243,17,22.6394,1.10972,1,180.075,8.82676,84.2379
Acclimation,Thursday,,W,7,male,Gre.Pur,8,2,HA_T4,a7297,Treatment,,Predator,Novel,Social,Aggression,0.0666605,149.986,0.833277,1874.87,17.7694,39999,81.718,2,163.436,8.01114,2,1.59996,0.0784252,0,0,0,8,81.918,4.01537,8,91.8377,4.50161,1,0.639984,0.0313701,5,2.07995,0.101953,0,0,0,4,1.99995,0.0980315,3,2.71993,0.133323,7,175.516,8.60325,3,1.83995,0.090189,1,180.075,8.82676,11.7597
Acclimation,Monday,29/07/2019,H,8,female,_.Red,4,2,HA_T1,a7319,Treatment,,Novel,Aggression,Social,Predator,0.518012,1165.53,6.47531,14569.5,12.1961,27453.4,-,0,0,0,40,26.7993,1.31362,28,77.1181,3.7801,18,10.7197,0.525449,22,10.9597,0.537213,17,15.4396,0.756803,24,10.7197,0.525449,8,17.5196,0.858756,18,10.7997,0.52937,11,110.237,5.4035,22,29.9193,1.46655,11,39.919,1.95671,1,180.075,8.82676,164.956
Acclimation,Tuesday,,P,8,female,_.Red,8,2,HA_T1,a7319,Treatment,,Novel,Social,Predator,Aggression,0.550336,1238.26,6.87938,15478.6,22.6782,51048.7,-,0,0,0,16,10.7197,0.525449,9,24.4794,1.19991,26,15.1996,0.74504,20,11.1197,0.545055,47,43.2789,2.1214,16,8.95978,0.439181,27,44.5589,2.18414,35,21.7595,1.06658,9,40.719,1.99592,26,36.7191,1.79986,18,102.637,5.03098,1,180.075,8.82676,173.516
Acclimation,Friday,,U,5,female,_.Red,5,2,HA_T1,a7319,Treatment,,Aggression,Social,Predator,Novel,0.46319,1042.18,5.79002,13027.5,19.0587,42901,9.10377,5,45.5189,2.2312,34,23.6794,1.16069,18,41.279,2.02337,23,9.99975,0.490158,22,9.75976,0.478394,21,53.6787,2.63117,26,18.9595,0.929339,8,7.19982,0.352913,24,15.5196,0.760725,13,78.238,3.83499,26,29.7593,1.45871,13,72.0782,3.53306,1,180.075,8.82676,122.797
Acclimation,Tuesday,30/07/2019,F,6,male,Red.Yel,10,2,HA_T4,a7321,Treatment,,Predator,Aggression,Novel,Social,0.563188,1267.17,7.04003,15840.1,23.6092,53144.4,0.159996,1,0.159996,0.00784252,28,17.9196,0.878362,15,21.2795,1.04306,29,11.8397,0.580347,27,12.2397,0.599953,32,19.1995,0.941103,26,10.4797,0.513685,18,74.1581,3.63501,29,12.9597,0.635244,13,46.0788,2.25865,27,32.6392,1.59987,15,101.357,4.96824,1,180.075,8.82676,150.316
Acclimation,Tuesday,,P,8,male,Red.Yel,5,2,HA_T4,a7321,Treatment,,Novel,Social,Predator,Aggression,0.647949,1457.89,8.09957,18224,16.1739,36407.3,0.159996,1,0.159996,0.00784252,39,23.6794,1.16069,23,52.7187,2.58411,33,14.1596,0.694063,33,12.3997,0.607795,32,23.8394,1.16854,32,15.3596,0.752882,17,21.1995,1.03913,32,16.7196,0.819544,15,85.4379,4.18791,32,38.239,1.87436,16,56.3986,2.76449,1,180.075,8.82676,169.516
Acclimation,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,a7322,Control,,Social,Aggression,Novel,Predator,0.272494,613.112,3.40626,7664.09,18.0291,40583.6,51.8387,2,103.677,5.08195,3,1.27997,0.0627402,2,50.3987,2.47039,19,66.6383,3.26641,10,5.11987,0.250961,27,33.1192,1.6234,4,1.99995,0.0980315,12,4.95988,0.243118,26,16.5596,0.811701,3,53.1187,2.60372,16,77.7581,3.81147,14,49.1988,2.41158,1,180.075,8.82676,72.9582
Acclimation,Wednesday,,O,7,female,Red.Whi,7,2,HA_C3,a7322,Control,,Predator,Novel,Aggression,Social,0.272501,613.128,3.40635,7664.29,31.6217,71180.5,28.3726,3,85.1179,4.17222,3,3.27992,0.160772,0,0,0,11,3.9199,0.192142,9,2.87993,0.141165,27,79.518,3.89773,6,2.63993,0.129402,19,82.0779,4.02321,13,5.75986,0.282331,4,5.03987,0.247039,10,9.11977,0.447024,7,165.916,8.1327,1,180.075,8.82676,77.6781
Acclimation,Thursday,,S,3,female,Red.Whi,2,1,HA_C3,a7322,Control,,Aggression,Predator,Social,Novel,0.763239,1715.76,9.54072,21447.5,18.1742,40892,-,0,0,0,43,17.9995,0.882284,23,53.8387,2.63901,35,11.5197,0.564662,35,11.9997,0.588189,39,22.3194,1.09403,38,13.5997,0.666614,21,35.4391,1.73712,36,13.3597,0.654851,18,81.438,3.99184,36,32.0792,1.57243,19,66.5583,3.26249,1,180.075,8.82676,172.076
Acclimation,Tuesday,30/07/2019,C,3,male,Red.Pur,5,1,HA_T3,a7325,Treatment,,Social,Aggression,Predator,Novel,0.772558,1738.26,9.65722,21728.7,23.4712,52833.6,-,0,0,0,30,14.6396,0.717591,14,11.2797,0.552898,40,16.4796,0.80778,35,12.7197,0.623481,57,37.5191,1.83907,32,17.9995,0.882284,32,46.5588,2.28217,47,22.8794,1.12148,18,37.6791,1.84691,41,43.1189,2.11356,23,99.2775,4.86628,1,180.075,8.82676,175.676
Acclimation,Wednesday,,P,8,male,Red.Pur,10,2,HA_T3,a7325,Treatment,,Novel,Social,Predator,Aggression,0.0476653,107.247,0.595832,1340.62,26.2291,59041.8,13.6085,9,122.477,6.00345,0,0,0,0,0,0,2,66.9583,3.2821,1,14.3996,0.705827,7,20.9595,1.02737,0,0,0,4,47.5988,2.33315,5,30.1592,1.47832,0,0,0,2,99.0375,4.85452,1,81.038,3.97224,1,180.075,8.82676,17.4396
Acclimation,Thursday,,V,6,male,Red.Pur,5,2,HA_T3,a7325,Treatment,,Aggression,Novel,Predator,Social,0.307098,690.969,3.83882,8637.33,27.2271,61288.2,34.2925,3,102.877,5.04274,12,7.11982,0.348992,3,1.91995,0.0941103,28,14.7196,0.721512,26,11.4397,0.56074,15,112.077,5.49369,22,13.6797,0.670536,3,5.27987,0.258803,26,13.8397,0.678378,13,18.8795,0.925418,26,35.1991,1.72535,14,125.997,6.17599,1,180.075,8.82676,71.0382
Acclimation,Tuesday,30/07/2019,B,2,female,Bro.Whi,9,1,HA_T4,a7358,Treatment,,Novel,Aggression,Predator,Social,0.856081,1926.18,10.7013,24077.9,17.3368,39025.2,4.79988,1,4.79988,0.235276,41,28.0793,1.37636,19,31.9992,1.5685,43,16.7996,0.823465,40,14.0796,0.690142,38,35.1991,1.72535,43,21.8395,1.0705,12,8.47979,0.415654,50,23.5994,1.15677,22,74.8781,3.6703,45,45.0389,2.20767,24,60.1585,2.94879,1,180.075,8.82676,168.956
Acclimation,Tuesday,,K,3,female,Bro.Whi,4,1,HA_T4,a7358,Treatment,,Predator,Social,Aggression,Novel,0.583277,1312.37,7.29114,16405.1,18.5302,41711.5,46.2388,1,46.2388,2.26649,23,13.7597,0.674457,12,59.5185,2.91742,32,11.2797,0.552898,26,9.27977,0.454866,44,40.239,1.97239,23,9.19977,0.450945,21,17.9995,0.882284,41,18.7995,0.921496,13,79.438,3.89381,30,29.1193,1.42734,18,71.5182,3.50561,1,180.075,8.82676,128.477
Acclimation,Thursday,,U,5,female,Bro.Whi,9,2,HA_T4,a7358,Treatment,,Aggression,Social,Predator,Novel,0.835665,1880.25,10.4461,23503.7,16.6857,37559.4,3.71991,2,7.43981,0.364677,45,23.2794,1.14109,26,60.3185,2.95663,37,10.7997,0.52937,34,9.59976,0.470551,41,28.5593,1.39989,36,13.9197,0.682299,20,19.3595,0.948945,41,14.2396,0.697984,19,93.1177,4.56435,38,28.8793,1.41558,20,58.0785,2.84684,1,180.075,8.82676,166.636
Acclimation,Tuesday,30/07/2019,A,1,male,Bro.Ora,1,1,HA_C3,a7361,Control,,Social,Novel,Aggression,Predator,1.0085,2269.12,12.6065,28364.7,16.7955,37806.7,-,0,0,0,68,24.5594,1.20383,36,43.4389,2.12924,56,16.8796,0.827386,61,14.9596,0.733276,41,19.1195,0.937181,63,19.9995,0.980315,18,24.1594,1.18422,49,16.9596,0.831307,32,81.678,4.00361,55,43.4389,2.12924,24,54.9586,2.69391,1,180.075,8.82676,173.116
Acclimation,Wednesday,,O,7,male,Bro.Ora,6,2,HA_C3,a7361,Control,,Predator,Novel,Aggression,Social,0.835688,1880.3,10.4464,23504.3,20.9562,47172.5,-,0,0,0,39,19.4395,0.952866,16,20.6395,1.01169,47,19.1995,0.941103,47,21.3595,1.04698,45,25.1994,1.2352,46,19.9995,0.980315,23,37.9191,1.85868,46,16.3196,0.799937,22,53.0387,2.5998,45,53.4387,2.6194,23,73.5982,3.60756,1,180.075,8.82676,174.636
Acclimation,Thursday,,R,2,male,Bro.Ora,3,1,HA_C3,a7361,Control,,Novel,Predator,Social,Aggression,0.94382,2123.6,11.7981,26545.6,17.9406,40384.3,1.19997,1,1.19997,0.0588189,49,22.4794,1.10187,21,31.9192,1.56458,56,24.8794,1.21951,56,14.9596,0.733276,43,25.9194,1.27049,58,19.6795,0.96463,16,16.4796,0.80778,57,23.5994,1.15677,31,67.1183,3.28994,59,54.4786,2.67038,30,58.3185,2.8586,1,180.075,8.82676,171.676
Acclimation,Tuesday,30/07/2019,B,2,female,Bro._,7,1,HA_C4,a7367,Control,,Novel,Aggression,Predator,Social,0.724617,1630.39,9.05794,20380.4,18.1444,40843.1,-,0,0,0,41,24.3194,1.19206,21,38.399,1.88221,32,13.0397,0.639166,33,13.2797,0.650929,38,30.5592,1.49792,37,17.5196,0.858756,19,26.8793,1.31754,35,16.0796,0.788173,19,74.2381,3.63893,36,37.9191,1.85868,18,67.9183,3.32915,1,180.075,8.82676,174.156
Acclimation,Tuesday,,J,2,female,Bro._,1,1,HA_C4,a7367,Control,,Novel,Social,Aggression,Predator,0.94203,2119.57,11.7757,26495.3,19.5507,44008.6,0.079998,1,0.079998,0.00392126,43,15.4396,0.756803,22,39.039,1.91358,54,15.5996,0.764646,50,12.8797,0.631323,52,25.0394,1.22735,46,15.1196,0.741118,26,37.5991,1.84299,55,18.9595,0.929339,25,64.4784,3.16054,53,39.359,1.92926,30,75.8381,3.71736,1,180.075,8.82676,169.356
Acclimation,Thursday,,X,8,female,Bro._,6,2,HA_C4,a7367,Control,,Predator,Social,Novel,Aggression,0.538316,1211.21,6.72912,15140.5,9.34438,21034.2,0.319992,1,0.319992,0.015685,34,24.1594,1.18422,23,111.997,5.48977,18,6.79983,0.333307,18,7.35982,0.360756,16,8.31979,0.407811,21,10.3997,0.509764,7,4.0799,0.199984,18,6.95983,0.34115,11,143.356,7.0269,19,19.5195,0.956788,9,17.1996,0.843071,1,180.075,8.82676,166.636
Acclimation,Monday,29/07/2019,C,3,male,Whi.Yel,7,1,HA_C2,a7370,Control,,Social,Aggression,Predator,Novel,0.532253,1197.57,6.65333,14970,13.0203,29308.7,2.71993,1,2.71993,0.133323,39,34.3991,1.68614,17,53.1987,2.60764,24,8.23979,0.40389,25,23.3594,1.14501,17,15.6796,0.768567,35,19.9195,0.976394,9,13.0397,0.639166,21,12.2397,0.599953,17,100.877,4.94471,28,41.839,2.05082,12,37.3591,1.83123,1,180.075,8.82676,151.596
Acclimation,Wednesday,,K,3,male,Whi.Yel,3,1,HA_C2,a7370,Control,,Predator,Social,Aggression,Novel,0.626615,1409.88,7.83289,17624,12.6899,28565,5.51986,1,5.51986,0.270567,43,27.5193,1.34891,27,76.7181,3.76049,32,12.1597,0.596032,32,10.5597,0.517606,22,16.1596,0.792095,30,10.7197,0.525449,7,6.39984,0.313701,29,19.8395,0.972473,15,111.517,5.46624,31,31.1992,1.52929,16,37.3591,1.83123,1,180.075,8.82676,153.356
Acclimation,Friday,,S,3,male,Whi.Yel,6,1,HA_C2,a7370,Control,,Aggression,Predator,Social,Novel,0.308502,694.13,3.85637,8676.84,28.683,64565.4,1.8643,23,42.8789,2.1018,2,0.559986,0.0274488,1,0.479988,0.0235276,18,5.75986,0.282331,12,3.9999,0.196063,38,114.397,5.6074,7,3.59991,0.176457,19,14.8796,0.729355,30,36.3991,1.78417,6,3.35992,0.164693,19,14.8796,0.729355,13,161.836,7.93271,1,180.075,8.82676,77.3581
Acclimation,Wednesday,,J,2,male,Wh.Pin,4,1,HA_T2,a7375,Treatment,,Novel,Social,Aggression,Predator,0.793422,1785.2,9.91803,22315.6,14.5254,32696.7,-,0,0,0,48,21.9195,1.07443,26,69.8383,3.42326,39,11.3597,0.556819,42,11.0397,0.541134,36,24.8794,1.21951,44,14.8796,0.729355,16,11.1197,0.545055,39,15.0396,0.737197,23,101.277,4.96432,42,31.8392,1.56066,20,46.9588,2.30178,1,180.075,8.82676,170.076
Acclimation,Friday,,X,8,male,Whi.Pin,8,2,HA_T2,a7375,Treatment,,Predator,Social,Novel,Aggression,0.257408,579.167,3.21767,7239.77,20.1068,45260.4,33.0125,3,99.0375,4.85452,17,9.75976,0.478394,9,8.1598,0.399969,18,6.63983,0.325465,17,72.9582,3.57619,9,9.59976,0.470551,16,11.1197,0.545055,1,50.7187,2.48608,17,11.1197,0.545055,7,22.3194,1.09403,16,89.9977,4.41142,10,67.7583,3.32131,1,180.075,8.82676,55.0386
Acclimation,Monday,29/07/2019,B,2,female,Whi.Pur,1,1,HA_C1,a7376,Control,,Novel,Aggression,Predator,Social,0.629834,1417.13,7.87313,17714.5,11.5005,25887.6,0.119997,4,0.479988,0.0235276,25,8.87978,0.43526,14,112.397,5.50937,22,5.11987,0.250961,22,5.19987,0.254882,19,14.2396,0.697984,23,6.79983,0.333307,7,17.8396,0.874441,23,9.59976,0.470551,12,126.077,6.17991,23,14.3996,0.705827,11,39.599,1.94102,1,180.075,8.82676,152.156
Acclimation,Tuesday,,I,1,female,Whi.Pur,8,1,HA_C1,a7376,Control,,Aggression,Novel,Social,Predator,0.608005,1368.01,7.60025,17100.6,18.9035,42551.7,-,0,0,0,29,24.1594,1.18422,12,27.4393,1.34499,28,14.1596,0.694063,29,13.5997,0.666614,35,30.3992,1.49008,32,22.3994,1.09795,18,30.3192,1.48616,31,17.5996,0.862677,18,66.0783,3.23896,32,39.759,1.94887,14,74.2381,3.63893,1,180.075,8.82676,176.316
Acclimation,Friday,,X,8,female,Whi.Pur,2,2,HA_C1,a7376,Control,,Predator,Social,Novel,Aggression,0.615046,1380.78,7.68827,17260.2,18.6129,41841.9,0.079998,2,0.159996,0.00784252,21,8.71978,0.427417,16,64.8784,3.18014,23,9.11977,0.447024,23,8.23979,0.40389,24,11.2797,0.552898,21,7.9198,0.388205,12,59.6785,2.92526,23,8.63978,0.423496,16,78.958,3.87028,22,22.5594,1.1058,12,76.9581,3.77225,1,180.075,8.82676,161.596
Acclimation,Monday,29/07/2019,A,1,female,Ora.Ora,4,1,HA_T1,a7379,Treatment,,Social,Novel,Aggression,Predator,0.71289,1604,8.91135,20050.5,23.8353,53653.4,0.079998,2,0.159996,0.00784252,33,14.7196,0.721512,17,24.4794,1.19991,37,13.4397,0.658772,36,13.2797,0.650929,41,21.7595,1.06658,34,12.7997,0.627402,23,66.0783,3.23896,37,13.5197,0.662693,18,47.4388,2.32531,35,35.9991,1.76457,18,96.6376,4.73688,1,180.075,8.82676,161.596
Acclimation,Tuesday,,K,3,female,Ora.Ora,9,1,HA_T1,a7379,Treatment,,Predator,Social,Aggression,Novel,0.603648,1355.19,7.54579,16940.3,26.8098,60241.6,0.079998,1,0.079998,0.00392126,22,10.2397,0.501921,13,23.1194,1.13324,21,7.51981,0.368599,17,6.15985,0.301937,39,21.8395,1.0705,17,5.59986,0.274488,26,95.8376,4.69767,25,9.67976,0.474473,10,37.3591,1.83123,21,18.3195,0.897969,13,124.317,6.09364,2,179.995,8.82284,159.196
Acclimation,Friday,,V,6,female,Ora.Ora,4,2,HA_T1,a7379,Treatment,,Aggression,Novel,Predator,Social,0.736473,1654.86,9.20615,20686.2,20.7162,46590.7,-,0,0,0,36,15.6796,0.768567,24,39.679,1.94495,32,11.0397,0.541134,31,9.91975,0.486236,47,27.2793,1.33715,30,9.43976,0.462709,26,51.9987,2.54882,37,14.4796,0.709748,17,61.4385,3.01153,31,28.2393,1.38421,16,89.8378,4.40358,1,180.075,8.82676,164.716
Acclimation,Monday,29/07/2019,A,1,male,Ora.Bla,1,1,HA_C1,a7403,Control,,Social,Novel,Aggression,Predator,0.582104,1309.73,7.27648,16372.1,17.3881,39140.6,0.079998,2,0.159996,0.00784252,27,11.6797,0.572504,13,68.7183,3.36836,23,7.03982,0.345071,26,11.5197,0.564662,22,12.8797,0.631323,29,12.2397,0.599953,11,48.8788,2.39589,22,7.11982,0.348992,14,87.5178,4.28986,25,26.2393,1.28617,11,66.3183,3.25073,1,180.075,8.82676,146.476
Acclimation,Tuesday,,M,5,male,Ora.Bla,7,2,HA_C1,a7403,Control,,Social,Novel,Predator,Aggression,0.768607,1729.37,9.60783,21617.6,18.6603,42004.2,0.171424,7,1.19997,0.0588189,39,18.1595,0.890126,21,51.5187,2.52529,35,11.1197,0.545055,36,11.7597,0.576425,35,17.1196,0.83915,37,12.6397,0.619559,18,45.5989,2.23512,34,12.1597,0.596032,19,77.998,3.82323,36,30.5592,1.49792,17,71.5182,3.50561,1,180.075,8.82676,161.836
Acclimation,Friday,,S,3,male,Ora.Bla,3,1,HA_C1,a7403,Control,,Aggression,Predator,Social,Novel,0.804302,1809.68,10.054,22621.6,21.7397,48936,-,0,0,0,37,15.6796,0.768567,19,34.3991,1.68614,34,9.51976,0.46663,35,10.1597,0.498,50,34.7991,1.70575,36,12.7197,0.623481,32,51.1187,2.50569,34,11.6797,0.572504,18,59.1185,2.89781,35,27.1193,1.32931,18,93.8377,4.59964,1,180.075,8.82676,169.196
Acclimation,Monday,29/07/2019,B,2,male,Ora.Pin,8,1,HA_C2,a7408,Control,,Novel,Aggression,Predator,Social,0.42177,948.982,5.27225,11862.6,9.95336,22405,61.0385,1,61.0385,2.99192,30,22.6394,1.10972,16,112.157,5.49761,13,7.43981,0.364677,19,10.6397,0.521528,6,7.43981,0.364677,27,11.9997,0.588189,2,0.79998,0.0392126,10,6.95983,0.34115,14,142.796,6.99945,19,24.6394,1.20775,6,12.6397,0.619559,1,180.075,8.82676,112.157
Acclimation,Wednesday,,M,5,male,Ora.Pin,2,2,HA_C2,a7408,Control,,Social,Novel,Predator,Aggression,0.0425701,95.7828,0.53214,1197.31,8.7816,19767.4,85.1979,2,170.396,8.35229,1,0.319992,0.015685,1,169.996,8.33268,3,1.19997,0.0588189,3,1.11997,0.0548977,2,5.67986,0.27841,2,0.39999,0.0196063,0,0,0,3,1.35997,0.0666614,1,170.476,8.35621,2,2.95993,0.145087,2,6.63983,0.325465,1,180.075,8.82676,6.79983
Acclimation,Friday,,R,2,male,Ora.Pin,6,1,HA_C2,a7408,Control,,Novel,Predator,Social,Aggression,0.618044,1388.74,7.72574,17359.7,18.9653,42652.9,0.079998,1,0.079998,0.00392126,22,10.3197,0.505843,12,58.7985,2.88213,23,10.5597,0.517606,22,9.19977,0.450945,32,27.5193,1.34891,21,8.0798,0.396047,19,41.919,2.05474,25,13.6797,0.670536,12,73.6782,3.61148,22,26.4793,1.29794,12,79.598,3.90165,1,180.075,8.82676,169.516
Acclimation,Tuesday,30/07/2019,C,3,female,Ora.Whi,9,1,HA_T4,a7409,Treatment,,Social,Aggression,Predator,Novel,0.552043,1242.1,6.90071,15526.6,23.9984,54020.4,24.2394,1,24.2394,1.18814,23,13.4397,0.658772,12,25.1994,1.2352,23,10.6397,0.521528,22,8.47979,0.415654,31,48.8788,2.39589,23,11.6797,0.572504,20,51.0387,2.50176,24,10.7197,0.525449,12,45.8389,2.24688,23,26.9593,1.32146,12,107.277,5.25841,1,180.075,8.82676,142.156
Acclimation,Tuesday,,N,6,female,Ora.Whi,5,2,HA_T4,a7409,Treatment,,Novel,Predator,Aggression,Social,0.00231093,5.19958,0.0288873,64.9964,34.7021,78114.4,179.995,1,179.995,8.82284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,1,180.075,8.82676,0
Acclimation,Thursday,,Q,1,female,Ora.Whi,9,1,HA_T4,a7409,Treatment,,Aggression,Predator,Novel,Social,0.600172,1089.31,7.50234,13616.7,26.5676,48353.1,0.079998,1,0.079998,0.00392126,15,9.11977,0.447024,7,8.71978,0.427417,15,9.35977,0.458788,16,6.71983,0.329386,29,22.1594,1.08619,17,9.83975,0.482315,20,69.5183,3.40758,17,10.7197,0.525449,10,24.2394,1.18814,17,22.3194,1.09403,9,99.5975,4.88197,2,146.156,7.16414,137.677
Acclimation,Monday,29/07/2019,B,2,male,Ora.Yel,9,1,HA_T2,a7411,Treatment,,Novel,Aggression,Predator,Social,0.723614,1628.13,9.04541,20352.2,16.2433,36563.6,-,0,0,0,48,30.9592,1.51753,20,24.0794,1.1803,48,23.0394,1.12932,57,23.5194,1.15285,28,19.5195,0.956788,59,28.6393,1.40381,7,7.75981,0.380362,42,22.5594,1.1058,28,74.1581,3.63501,48,61.9984,3.03898,21,43.9189,2.15277,1,180.075,8.82676,166.956
