Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,ID,Group,Notes,Phase_1,Phase_2,Phase_3,Phase_4,dist center-point Mean cm,dist center-point Total cm,speed center-point Mean cm/s,speed center-point Total cm/s,dist_stim 0-5cm (Center) / center-point Mean cm,dist_stim 0-5cm (Center) / center-point Total cm,freeze Not Moving / center-point Mean s,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,freeze Not Moving / center-point Cumulative Duration %,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Cumulative Duration %,in_det_zone 0-5cm / center-point Frequency,in_det_zone 0-5cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Cumulative Duration %,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 20-25cm / center-point Cumulative Duration %,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Cumulative Duration %,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Cumulative Duration %,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Cumulative Duration %,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Cumulative Duration %,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Cumulative Duration %,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Near / center-point Cumulative Duration %,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Middle / center-point Cumulative Duration %,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,in_zone Far / center-point Cumulative Duration %,risk_3 Arena / center-point Frequency,risk_3 Arena / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration %,move Moving / center-point Cumulative Duration s
Acclimation,Thursday,,W,7,male,Red.Bro,5,2,HA_T3,a7045,Treatment,,Predator,Novel,Social,Aggression,0.735917,1655.81,9.19919,20698.2,17.7746,40010.5,-,0,0,0,35,21.1195,1.03521,17,24.2394,1.18814,48,25.4394,1.24696,49,25.0394,1.22735,28,25.9194,1.27049,42,24.6394,1.20775,9,9.75976,0.478394,42,23.9194,1.17246,23,60.8785,2.98408,45,68.4783,3.3566,23,50.7187,2.48608,1,180.075,8.82676,178.796
Acclimation,Monday,29/07/2019,F,6,male,Pin._,8,2,HA_T2,a7054,Treatment,,Predator,Aggression,Novel,Social,0.570427,1283.46,7.13052,16043.7,9.79595,22050.7,0.719982,2,1.43996,0.0705827,93,75.1981,3.68599,47,41.759,2.0469,15,6.71983,0.329386,35,14.5596,0.71367,0,0,0,69,41.119,2.01553,0,0,0,3,0.719982,0.0352913,29,149.116,7.30923,28,30.9592,1.51753,0,0,0,1,180.075,8.82676,159.196
Acclimation,Wednesday,,J,2,male,Pin._,5,1,HA_T2,a7054,Treatment,,Novel,Social,Aggression,Predator,0.613944,1381.37,7.67449,17267.6,18.9383,42630.1,-,0,0,0,28,18.6395,0.913654,14,37.1191,1.81947,31,14.6396,0.717591,32,14.6396,0.717591,35,37.3591,1.83123,31,15.1196,0.741118,19,23.5194,1.15285,32,19.0395,0.93326,16,65.1984,3.19583,32,40.719,1.99592,17,74.1581,3.63501,1,180.075,8.82676,174.956
Acclimation,Friday,,W,7,male,Pin._,8,2,HA_T2,a7054,Treatment,,Predator,Novel,Social,Aggression,0.346502,779.629,4.33138,9745.61,24.6788,55552,0.13333,3,0.39999,0.0196063,10,12.6397,0.619559,4,10.3997,0.509764,19,23.5994,1.15677,14,15.5196,0.760725,27,33.3592,1.63517,13,13.8397,0.678378,14,44.8789,2.19983,24,25.8394,1.26657,6,32.3192,1.58419,18,52.7187,2.58411,13,94.7176,4.64277,1,180.075,8.82676,135.277
Acclimation,Monday,29/07/2019,E,5,male,Pur._,7,2,HA_C2,a7056,Control,,Social,Predator,Aggression,Novel,0.664804,1495.81,8.31026,18698.1,30.2617,68119.1,-,0,0,0,0,0,0,0,0,0,37,12.9597,0.635244,18,8.63978,0.423496,68,48.3188,2.36844,3,1.11997,0.0548977,41,89.2778,4.37613,48,19.7595,0.968551,0,0,0,23,27.9193,1.36852,24,152.156,7.45824,1,180.075,8.82676,171.436
Acclimation,Wednesday,,K,3,male,Pur._,1,1,HA_C2,a7056,Control,,Predator,Social,Aggression,Novel,0.706803,1590.31,8.83526,19879.3,18.9098,42566,-,0,0,0,37,19.9195,0.976394,19,45.5989,2.23512,33,12.0797,0.59211,36,14.5596,0.71367,31,25.1994,1.2352,37,16.7996,0.823465,15,33.3592,1.63517,32,12.5597,0.615638,18,75.9981,3.7252,35,37.6791,1.84691,16,66.3983,3.25465,1,180.075,8.82676,169.116
Acclimation,Friday,,U,5,male,Pur._,6,2,HA_C2,a7056,Control,,Aggression,Social,Predator,Novel,0.686034,1543.58,8.57564,19295.2,25.6141,57657.3,-,0,0,0,13,9.51976,0.46663,4,13.2797,0.650929,36,16.9596,0.831307,28,10.3197,0.505843,51,43.0389,2.10964,20,8.55979,0.419575,28,56.1586,2.75273,43,22.2394,1.09011,10,27.5193,1.34891,29,37.1191,1.81947,20,115.437,5.65838,1,180.075,8.82676,172.796
Acclimation,Tuesday,30/07/2019,C,3,female,_.Ora,8,1,HA_C4,a7059,Control,,Social,Aggression,Predator,Novel,0.69034,1553.27,8.62947,19416.3,19.4485,43778.6,0.079998,1,0.079998,0.00392126,37,20.2395,0.992079,19,35.5191,1.74104,36,15.4396,0.756803,35,13.7597,0.674457,29,24.4794,1.19991,35,16.3196,0.799937,14,38.079,1.86652,33,16.2396,0.796016,18,66.4783,3.25857,35,40.239,1.97239,17,73.3582,3.5958,1,180.075,8.82676,173.916
Acclimation,Tuesday,,I,1,female,_.Ora,3,1,HA_C4,a7059,Control,,Aggression,Novel,Social,Predator,0.803912,1808.8,10.0491,22610.6,16.7561,37718,-,0,0,0,51,26.3993,1.29402,29,52.4787,2.57235,24,9.91975,0.486236,29,9.99975,0.490158,28,27.8393,1.3646,38,18.0795,0.886205,18,28.0793,1.37636,20,7.27982,0.356835,19,91.5977,4.48984,28,27.3593,1.34107,10,61.1185,2.99584,1,180.075,8.82676,176.076
Acclimation,Thursday,,W,7,female,_.Ora,7,2,HA_C4,a7059,Control,,Predator,Novel,Social,Aggression,0.73027,1643.11,9.1286,20539.3,17.5649,39538.6,0.079998,1,0.079998,0.00392126,41,23.9194,1.17246,21,36.0791,1.76849,39,17.3596,0.850914,39,16.7996,0.823465,32,34.1591,1.67438,40,18.9595,0.929339,10,10.7197,0.525449,42,22.0794,1.08227,20,72.7182,3.56443,39,47.3588,2.32139,20,59.9985,2.94095,1,180.075,8.82676,178.716
Acclimation,Tuesday,30/07/2019,H,8,female,Ora.Gre,9,2,HA_T4,a7061,Treatment,,Novel,Aggression,Social,Predator,0.899742,2024.42,11.2471,25305.9,17.4458,39270.4,0.079998,1,0.079998,0.00392126,50,22.1594,1.08619,27,55.5986,2.72528,40,11.5197,0.564662,41,10.4797,0.513685,34,14.3996,0.705827,44,14.3196,0.701906,17,39.039,1.91358,37,12.5597,0.615638,22,87.4378,4.28594,41,29.9992,1.47047,19,62.6384,3.07035,1,180.075,8.82676,171.196
Acclimation,Tuesday,,P,8,female,Ora.Gre,4,2,HA_T4,a7061,Treatment,,Novel,Social,Predator,Aggression,0.00286701,6.45078,0.0358386,80.6368,6.39499,14395.1,179.756,1,179.756,8.81107,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,0
Acclimation,Thursday,,X,8,female,Ora.Gre,10,2,HA_T4,a7061,Treatment,,Predator,Social,Novel,Aggression,0.50911,1142.44,6.36403,14280.9,24.7579,55606.3,9.87975,6,59.2785,2.90565,24,13.1997,0.647008,13,24.2394,1.18814,24,8.23979,0.40389,23,6.87983,0.337228,32,33.1192,1.6234,23,8.79978,0.431339,19,76.9581,3.77225,25,8.47979,0.415654,12,43.3589,2.12532,24,20.8795,1.02345,12,115.677,5.67014,2,179.916,8.81892,106.077
Acclimation,Monday,29/07/2019,E,5,male,Ora.Pur,5,2,HA_T1,a7062,Treatment,,Social,Predator,Aggression,Novel,0.0869126,195.553,1.08643,2444.48,24.895,56038.6,39.5723,3,118.717,5.81915,0,0,0,0,0,0,1,54.6386,2.67822,0,0,0,7,37.1991,1.82339,0,0,0,1,1.59996,0.0784252,6,86.6378,4.24673,0,0,0,2,94.9576,4.65454,3,85.1179,4.17222,1,180.075,8.82676,32.0792
Acclimation,Tuesday,,N,6,male,Ora.Pur,8,2,HA_T1,a7062,Treatment,,Novel,Predator,Aggression,Social,0.270307,608.19,3.37892,7602.57,16.054,36137.5,5.81985,4,23.2794,1.14109,14,20.4795,1.00384,9,37.1191,1.81947,14,20.6395,1.01169,11,10.8797,0.533292,12,17.3596,0.850914,10,24.8794,1.21951,5,5.83985,0.286252,15,42.8789,2.1018,5,71.8382,3.52129,14,73.6782,3.61148,8,34.5591,1.69398,1,180.075,8.82676,114.637
Acclimation,Friday,,T,4,male,Ora.Pur,4,1,HA_T1,a7062,Treatment,,Predator,Aggression,Social,Novel,0.264051,594.114,3.30072,7426.61,16.7782,37767.8,-,0,0,0,12,28.2393,1.38421,5,7.03982,0.345071,16,27.1993,1.33323,16,30.8792,1.51361,12,18.7995,0.921496,15,36.7191,1.79986,4,4.79988,0.235276,15,26.3993,1.29402,8,60.3185,2.95663,16,80.238,3.93302,8,39.519,1.9371,1,180.075,8.82676,133.357
Acclimation,Monday,29/07/2019,C,3,female,Bro.Bla,2,1,HA_C1,a7082,Control,,Social,Aggression,Predator,Novel,0.498475,1121.57,6.2311,14020,16.2651,36612.8,4.45322,9,40.079,1.96455,22,29.7593,1.45871,6,3.59991,0.176457,47,43.9989,2.15669,46,52.9587,2.59587,8,5.67986,0.27841,40,23.5994,1.15677,0,0,0,33,20.4795,1.00384,20,49.2788,2.4155,39,114.637,5.61917,19,16.1596,0.792095,1,180.075,8.82676,119.997
Acclimation,Tuesday,,K,3,female,Bro.Bla,6,1,HA_C1,a7082,Control,,Predator,Social,Aggression,Novel,0.804164,1806.96,10.0523,22587.5,14.9423,33605.2,-,0,0,0,56,26.1593,1.28225,32,53.8387,2.63901,42,14.3196,0.701906,46,15.1196,0.741118,35,18.7195,0.917575,49,21.5995,1.05874,19,16.3996,0.803859,36,13.9197,0.682299,27,94.4776,4.63101,44,42.0789,2.06258,18,43.5189,2.13317,1,180.075,8.82676,173.596
Acclimation,Friday,,U,5,female,Bro.Bla,1,2,HA_C1,a7082,Control,,Aggression,Social,Predator,Novel,0.423612,951.857,5.29529,11898.5,18.9804,42686.8,8.33122,7,58.3185,2.8586,26,25.3594,1.24304,14,20.7995,1.01953,21,13.7597,0.674457,21,8.47979,0.415654,17,23.1994,1.13717,23,40.319,1.97632,6,36.0791,1.76849,21,12.0797,0.59211,11,76.3981,3.7448,20,35.5191,1.74104,10,68.1583,3.34091,1,180.075,8.82676,98.2375
Acclimation,Monday,29/07/2019,E,5,female,Bro.Yel,3,2,HA_T1,a7087,Treatment,,Social,Predator,Aggression,Novel,0.3768,847.801,4.71012,10597.8,22.2923,50180,21.6995,4,86.7978,4.25457,16,9.99975,0.490158,8,22.0794,1.08227,20,6.39984,0.313701,20,5.11987,0.250961,27,26.2393,1.28617,18,5.99985,0.294095,11,7.35982,0.360756,26,96.8776,4.74865,10,36.3191,1.78025,26,44.0789,2.16061,16,99.6775,4.88589,1,180.075,8.82676,73.9182
Acclimation,Tuesday,,L,4,female,Bro.Yel,9,1,HA_T1,a7087,Treatment,,Aggression,Social,Novel,Predator,0.601616,1353.64,7.52038,16920.9,18.8063,42333.1,-,0,0,0,34,21.8395,1.0705,20,30.6392,1.50184,34,19.2795,0.945024,32,18.7195,0.917575,41,31.8392,1.56066,29,15.9996,0.784252,22,23.1194,1.13324,35,18.6395,0.913654,14,62.2384,3.05074,31,49.9988,2.45079,18,67.8383,3.32523,1,180.075,8.82676,174.876
Acclimation,Friday,,Q,1,female,Bro.Yel,4,1,HA_T1,a7087,Treatment,,Aggression,Predator,Novel,Social,0.572384,1284.43,7.15498,16055.8,16.6684,37437.2,-,0,0,0,33,20.8795,1.02345,18,55.4386,2.71743,27,13.4397,0.658772,26,12.3997,0.607795,32,22.7194,1.11364,28,16.2396,0.796016,16,24.1594,1.18422,29,14.4796,0.709748,12,87.4378,4.28594,25,35.2791,1.72928,14,57.0386,2.79586,1,179.756,8.81107,169.196
Acclimation,Monday,29/07/2019,H,8,female,Red.Ora,10,2,HA_T2,a7089,Treatment,,Novel,Aggression,Social,Predator,0.703366,1479.18,8.79229,18490.2,11.2862,23746.2,0.079998,1,0.079998,0.00392126,61,46.7188,2.29002,31,51.1987,2.50961,20,11.4397,0.56074,26,12.8797,0.631323,11,9.51976,0.46663,44,21.9195,1.07443,5,4.79988,0.235276,15,9.83975,0.482315,16,115.197,5.64662,25,33.4392,1.63909,10,19.2795,0.945024,1,168.316,8.25033,160.396
Acclimation,Wednesday,,N,6,female,Red.Ora,3,2,HA_T2,a7089,Treatment,,Novel,Predator,Aggression,Social,0.545341,1227.02,6.81694,15338.1,15.9515,35906.8,-,0,0,0,29,21.5195,1.05482,17,61.2785,3.00369,24,10.3997,0.509764,24,10.7197,0.525449,26,19.8395,0.972473,24,14.7196,0.721512,14,30.2392,1.48224,24,11.3597,0.556819,13,92.8777,4.55258,25,29.0393,1.42342,12,58.1585,2.85076,1,180.075,8.82676,171.196
Acclimation,Friday,,R,2,female,Red.Ora,10,1,HA_T2,a7089,Treatment,,Novel,Predator,Social,Aggression,0.62113,1393.19,7.76432,17415.4,16.4326,36891.1,-,0,0,0,40,22.3194,1.09403,21,39.679,1.94495,37,19.0395,0.93326,38,18.2395,0.894048,31,21.9195,1.07443,38,20.7995,1.01953,13,16.2396,0.796016,36,21.5995,1.05874,20,74.8781,3.6703,36,52.6387,2.58019,18,52.3187,2.5645,2,179.836,8.81499,173.116
Acclimation,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,a7091,Treatment,,Social,Aggression,Novel,Predator,0.679666,1529.25,8.49603,19116.1,30.6503,68993.8,4.1199,2,8.23979,0.40389,5,1.59996,0.0784252,2,1.51996,0.074504,23,7.43981,0.364677,15,6.71983,0.329386,63,46.3988,2.27433,7,2.87993,0.141165,45,100.557,4.92903,31,12.9597,0.635244,4,5.03987,0.247039,18,18.7195,0.917575,15,156.316,7.66214,1,180.075,8.82676,157.196
Acclimation,Wednesday,,N,6,female,Red.Bla,10,2,HA_T3,a7091,Treatment,,Novel,Predator,Aggression,Social,0.782215,1759.98,9.77793,22000.3,19.6406,44211.1,5.19987,2,10.3997,0.509764,44,23.8394,1.16854,22,25.0394,1.22735,41,15.9196,0.780331,40,13.8397,0.678378,53,47.0388,2.3057,41,14.9596,0.733276,26,19.3595,0.948945,47,20.0795,0.984237,21,58.7185,2.87821,42,40.719,1.99592,22,80.638,3.95263,1,180.075,8.82676,164.636
Acclimation,Thursday,,V,6,female,Red.Bla,4,2,HA_T3,a7091,Treatment,,Aggression,Novel,Predator,Social,0.443512,994.355,5.54404,12429.7,12.6083,28280.5,12.4317,5,62.1584,3.04682,27,56.7986,2.7841,17,60.4785,2.96447,21,7.59981,0.37252,20,7.8398,0.384284,23,15.7596,0.772488,21,11.1197,0.545055,10,10.7997,0.52937,24,9.03977,0.443103,12,125.197,6.13677,22,21.1195,1.03521,11,33.1192,1.6234,1,179.436,8.79539,104.317
Acclimation,Tuesday,30/07/2019,E,5,female,Red.Pur,1,2,HA_C3,a7093,Control,,Social,Predator,Aggression,Novel,0.666518,1499.67,8.33169,18746.3,27.6421,62222.3,3.97323,3,11.9197,0.584268,16,6.63983,0.325465,9,18.1595,0.890126,16,4.87988,0.239197,17,5.99985,0.294095,41,43.0389,2.10964,16,5.99985,0.294095,32,88.5578,4.34084,18,6.79983,0.333307,9,28.7993,1.41165,17,14.8796,0.729355,9,136.397,6.68575,1,180.075,8.82676,149.596
Acclimation,Wednesday,,M,5,female,Red.Pur,7,2,HA_C3,a7093,Control,,Social,Novel,Predator,Aggression,0.745216,1676.74,9.31543,20959.7,18.2825,41153.9,-,0,0,0,33,13.1997,0.647008,17,60.8785,2.98408,32,9.43976,0.462709,33,10.1597,0.498,39,25.6794,1.25872,33,10.6397,0.521528,23,39.279,1.92534,31,10.7997,0.52937,16,80.238,3.93302,31,27.6793,1.35676,15,72.1582,3.53698,1,180.075,8.82676,167.996
Acclimation,Thursday,,X,8,female,Red.Pur,1,2,HA_C3,a7093,Control,,Predator,Social,Novel,Aggression,0.90789,2042.75,11.3489,25535.1,18.9726,42707.3,-,0,0,0,48,18.3995,0.90189,26,46.4788,2.27825,44,11.5197,0.564662,44,11.3597,0.556819,52,27.5993,1.35284,44,12.8797,0.631323,27,36.6391,1.79594,47,15.1996,0.74504,23,73.4382,3.59972,44,31.5992,1.5489,22,75.0381,3.67814,1,180.075,8.82676,173.356
Acclimation,Monday,29/07/2019,G,7,male,Red.Pin,6,2,HA_C2,a7096,Control,,Social,Predator,Novel,Aggression,0.834157,1876.85,10.4272,23461.3,19.1877,43191.6,-,0,0,0,42,17.8396,0.874441,21,43.2789,2.1214,37,14.0796,0.690142,39,12.1597,0.596032,39,24.9594,1.22343,42,15.9996,0.784252,24,39.919,1.95671,34,11.8397,0.580347,22,72.1582,3.53698,38,35.4391,1.73712,17,72.4782,3.55266,1,180.075,8.82676,173.756
Acclimation,Wednesday,,I,1,male,Red.Pin,1,1,HA_C2,a7096,Control,,Aggression,Novel,Social,Predator,0.853379,1920.1,10.6675,24001.9,19.2457,43322.1,8.47979,1,8.47979,0.415654,43,23.1194,1.13324,19,28.3993,1.39205,44,17.7596,0.87052,49,16.8796,0.827386,35,26.4793,1.29794,50,16.3996,0.803859,17,22.5594,1.1058,40,28.4793,1.39597,26,62.2384,3.05074,47,55.9186,2.74096,22,61.9185,3.03506,1,180.075,8.82676,163.756
Acclimation,Friday,,U,5,male,Red.Pin,7,2,HA_C2,a7096,Control,,Aggression,Social,Predator,Novel,0.933457,2100.28,11.6685,26254.1,16.922,38091.3,-,0,0,0,43,30.7192,1.50576,18,29.2793,1.43518,45,18.1595,0.890126,48,17.9995,0.882284,30,23.9994,1.17638,51,26.2393,1.28617,11,13.5997,0.666614,41,20.0795,0.984237,26,77.3581,3.79186,49,51.6787,2.53313,23,51.0387,2.50176,1,180.075,8.82676,178.636
Acclimation,Tuesday,30/07/2019,A,1,male,Bla.Pin,10,1,HA_T4,a7138,Treatment,,Social,Novel,Aggression,Predator,0.00266241,5.99043,0.033281,74.8823,35.1574,79139.3,178.476,1,178.476,8.74833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,1,180.075,8.82676,0
Acclimation,Tuesday,,L,4,male,Bla.Pin,4,1,HA_T4,a7138,Treatment,,Aggression,Social,Novel,Predator,0.840455,1891.02,10.5059,23638.4,17.605,39628.8,0.079998,1,0.079998,0.00392126,41,20.5595,1.00776,18,40.239,1.97239,45,16.0796,0.788173,48,14.7996,0.725433,42,30.6392,1.50184,47,18.2395,0.894048,23,22.7194,1.11364,41,16.7996,0.823465,23,71.6782,3.51345,45,43.1189,2.11356,22,65.2784,3.19975,1,180.075,8.82676,176.716
Acclimation,Thursday,,W,7,male,Bla.Pin,10,2,HA_T4,a7138,Treatment,,Predator,Novel,Social,Aggression,0.918113,2065.75,11.4767,25822.6,16.9834,38229.6,-,0,0,0,54,27.9193,1.36852,25,34.2391,1.6783,50,16.7196,0.819544,53,17.5196,0.858756,43,32.0792,1.57243,57,21.5995,1.05874,16,11.9197,0.584268,51,18.0795,0.886205,28,76.3981,3.7448,53,47.9988,2.35276,26,55.6786,2.7292,1,180.075,8.82676,175.996
Acclimation,Tuesday,30/07/2019,E,5,male,Bla.Whi,4,2,HA_T3,a7139,Treatment,,Social,Predator,Aggression,Novel,0.739209,1663.22,9.24035,20790.8,31.4784,70858,-,0,0,0,0,0,0,0,0,0,3,1.03997,0.0509764,3,2.87993,0.141165,67,92.9577,4.55651,2,0.959976,0.0470551,60,76.3981,3.7448,9,5.83985,0.286252,1,0.39999,0.0196063,3,5.11987,0.250961,3,174.556,8.55619,1,180.075,8.82676,173.356
Acclimation,Wednesday,,O,7,male,Bla.Whi,10,2,HA_T3,a7139,Treatment,,Predator,Novel,Aggression,Social,0.602054,1354.62,7.52587,16933.2,21.6125,48649.8,22.1594,3,66.4783,3.25857,34,15.5196,0.760725,16,29.5993,1.45087,37,15.8396,0.77641,31,11.0397,0.541134,26,68.5583,3.36052,33,12.4797,0.611717,2,0.879978,0.0431339,44,26.1593,1.28225,17,53.3587,2.61548,35,39.679,1.94495,19,87.0378,4.26633,1,180.075,8.82676,100.717
Acclimation,Thursday,,X,8,male,Bla.Whi,5,2,HA_T3,a7139,Treatment,,Predator,Social,Novel,Aggression,0.160303,360.683,2.00384,4508.65,21.515,48430.2,46.6388,3,139.917,6.85829,5,3.19992,0.15685,1,0.39999,0.0196063,12,4.0799,0.199984,11,105.997,5.19567,9,55.6786,2.7292,9,2.55994,0.12548,3,2.39994,0.117638,13,5.75986,0.282331,4,4.95988,0.243118,11,112.957,5.53682,6,62.1584,3.04682,1,180.075,8.82676,29.7593
Acclimation,Monday,29/07/2019,G,7,male,Bla.Bro,8,2,HA_T2,a7142,Treatment,,Social,Predator,Novel,Aggression,0.387762,872.465,4.84715,10906.1,22.1314,49817.8,0.079998,1,0.079998,0.00392126,0,0,0,0,0,0,58,68.6383,3.36444,21,21.4395,1.0509,2,1.43996,0.0705827,4,2.87993,0.141165,0,0,0,43,85.6779,4.19967,1,0.559986,0.0274488,39,127.357,6.24265,37,52.1587,2.55666,1,180.075,8.82676,170.556
Acclimation,Wednesday,,M,5,male,Bla.Bro,3,2,HA_T2,a7142,Treatment,,Social,Novel,Predator,Aggression,0.771388,1735.62,9.64259,21695.8,19.5682,44048.1,0.079998,1,0.079998,0.00392126,38,22.3994,1.09795,17,29.0393,1.42342,50,23.3594,1.14501,45,20.3195,0.996,38,38.159,1.87044,40,15.0396,0.737197,13,10.7997,0.52937,49,20.9595,1.02737,19,61.1985,2.99976,41,55.1986,2.70567,23,63.6784,3.12132,1,180.075,8.82676,174.716
Acclimation,Friday,,U,5,male,Bla.Bro,10,2,HA_T2,a7142,Treatment,,Aggression,Social,Predator,Novel,0.791089,1779.95,9.88886,22249.9,19.6369,44202.6,-,0,0,0,42,22.0794,1.08227,21,28.7993,1.41165,44,19.1995,0.941103,42,15.1196,0.741118,41,27.6793,1.35676,40,19.5195,0.956788,22,26.5593,1.30186,41,21.1195,1.03521,21,62.9584,3.08603,41,48.3188,2.36844,21,68.7983,3.37228,1,180.075,8.82676,175.676
Acclimation,Tuesday,30/07/2019,F,6,male,Bla.Red,2,2,HA_C3,a7144,Control,,Predator,Aggression,Novel,Social,0.847033,1899.89,10.5882,23749.3,20.5246,46077.7,-,0,0,0,36,17.9995,0.882284,19,35.8391,1.75672,41,11.7597,0.576425,41,12.7997,0.627402,42,22.1594,1.08619,38,14.8796,0.729355,22,52.7987,2.58803,40,11.5997,0.568583,22,63.7584,3.12525,39,33.5192,1.64301,19,82.5579,4.04674,2,179.836,8.81499,170.636
Acclimation,Wednesday,,P,8,male,Bla.Red,7,2,HA_C3,a7144,Control,,Novel,Social,Predator,Aggression,0.00311873,7.01715,0.0389852,87.7166,15.2671,34366.2,179.836,1,179.836,8.81499,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0
Acclimation,Thursday,,T,4,male,Bla.Red,3,1,HA_C3,a7144,Control,,Predator,Aggression,Social,Novel,1.21287,2728.96,15.1613,34112.8,18.5985,41865.2,-,0,0,0,62,25.5994,1.2548,24,19.6795,0.96463,87,26.0793,1.27833,81,19.0395,0.93326,47,30.1592,1.47832,78,21.9195,1.07443,7,5.67986,0.27841,85,31.9192,1.56458,39,59.5185,2.91742,83,63.1184,3.09387,44,57.4386,2.81547,1,180.075,8.82676,175.756
Acclimation,Monday,29/07/2019,C,3,male,Ora.Bro,1,1,HA_C1,a7152,Control,,Social,Aggression,Predator,Novel,0.711243,1600.3,8.89076,20004.2,24.2401,54564.4,0.079998,2,0.159996,0.00784252,29,12.9597,0.635244,12,16.5596,0.811701,40,12.5597,0.615638,36,11.9197,0.584268,39,32.6392,1.59987,33,11.2797,0.552898,17,62.3184,3.05466,43,19.8395,0.972473,16,37.4391,1.83515,37,33.7592,1.65477,22,108.877,5.33684,1,180.075,8.82676,159.676
Acclimation,Tuesday,,M,5,male,Ora.Bro,6,2,HA_C1,a7152,Control,,Social,Novel,Predator,Aggression,0.486625,1092.96,6.08297,13662.3,20.6298,46375.8,3.98847,7,27.9193,1.36852,28,36.8791,1.8077,16,25.5994,1.2548,18,6.47984,0.317622,17,6.55984,0.321543,27,41.439,2.03121,21,12.0797,0.59211,14,27.4393,1.34499,23,23.5994,1.15677,8,71.4382,3.50169,18,18.7995,0.921496,11,89.8378,4.40358,1,180.075,8.82676,134.557
Acclimation,Friday,,R,2,male,Ora.Bro,3,1,HA_C1,a7152,Control,,Novel,Predator,Social,Aggression,0.453954,1018.67,5.67456,12733.7,22.5731,50699.1,7.51981,6,45.1189,2.21159,25,14.4796,0.709748,17,28.5593,1.39989,22,18.3995,0.90189,19,4.39989,0.215669,31,58.4785,2.86644,17,5.19987,0.254882,15,16.4796,0.80778,29,33.9192,1.66261,8,46.5588,2.28217,23,29.1993,1.43126,15,104.077,5.10156,2,179.916,8.81892,113.037
Acclimation,Monday,29/07/2019,A,1,male,Ora.Yel,8,1,HA_C2,a7153,Control,,Social,Novel,Aggression,Predator,0.966801,2175.3,12.0853,27191.9,19.4472,43775.7,0.159996,5,0.79998,0.0392126,42,24.7194,1.21167,13,29.0393,1.42342,60,15.0396,0.737197,59,14.6396,0.717591,53,43.0389,2.10964,59,16.7196,0.819544,19,19.2795,0.945024,64,17.5996,0.862677,30,64.6384,3.16838,61,40.959,2.00769,32,74.4781,3.65069,1,180.075,8.82676,164.396
Acclimation,Wednesday,,O,7,male,Ora.Yel,2,2,HA_C2,a7153,Control,,Predator,Novel,Aggression,Social,1.0524,2367.91,13.1554,29599.6,15.6304,35183.9,2.23994,3,6.71983,0.329386,68,42.7989,2.09787,29,31.1192,1.52537,65,16.7996,0.823465,69,16.5596,0.811701,29,17.7596,0.87052,75,25.9993,1.27441,6,10.6397,0.521528,55,18.3995,0.90189,37,93.1177,4.56435,65,46.7988,2.29394,28,40.159,1.96847,1,180.075,8.82676,167.596
Acclimation,Friday,,Q,1,male,Ora.Yel,8,1,HA_C2,a7153,Control,,Aggression,Predator,Novel,Social,0.0027147,6.10808,0.0339346,76.3529,23.4858,52866.4,179.995,1,179.995,8.82284,0,0,0,0,0,0,1,113.997,5.5878,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0783,3.23896,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0
