Time,Day,Date,Video,Arena,Sex,Mark,Session,Camera,Tank,Group,Fish_ID,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist,mean_speed,mean_dist_05,tot_dist_05,freeze_dur,zone_510_dur,zone_05_dur,zone_2025_dur,zone_1520_dur,zone_3035_dur,zone_1015_dur,zone_3540_dur,zone_2530_dur,zone_near_dur,zone_middle_dur,zone_far_dur,arena_dur,moving_dur
20-23,Tuesday,30/07/2019,C,3,female,_.Ora,8,1,HA_C4,Control,a7059,,Social,Aggression,Predator,Novel,1116.94,6.20536,16.5252,37181.7,0.079998,38.319,32.4792,14.5596,12.3997,25.9993,18.0795,22.1594,15.9996,84.1579,36.7191,59.1185,179.995,173.756
20-23,Tuesday,30/07/2019,C,3,female,Ora.Whi,9,1,HA_T4,Treatment,a7409,,Social,Aggression,Predator,Novel,1377.19,7.65126,14.4439,32498.8,0,50.5587,37.7591,13.0397,15.1996,21.3595,19.8395,9.99975,12.2397,102.797,37.0391,40.159,179.995,177.996
20-23,Tuesday,30/07/2019,C,3,male,Whi.Ora,10,1,HA_T4,Treatment,a7646,,Social,Aggression,Predator,Novel,1506.92,8.37201,14.2005,31951.2,0,40.799,11.9197,15.9196,22.6394,14.6396,55.2786,5.03987,13.7597,90.3177,61.6785,27.9993,179.995,176.636
27-30,Monday,29/07/2019,C,3,male,Ora.Bro,1,1,HA_C1,Control,a7152,,Social,Aggression,Predator,Novel,1895.6,10.5314,10.6676,24002.2,0,38.399,89.5978,6.79983,6.71983,10.7997,11.2797,9.03977,7.35982,135.197,20.0795,24.7194,179.995,173.356
27-30,Monday,29/07/2019,C,3,female,Bro.Bla,2,1,HA_C1,Control,a7082,,Social,Aggression,Predator,Novel,1616.52,8.9929,13.9066,31262,3.27992,41.119,49.7588,12.2397,15.9196,17.1196,17.4396,10.6397,15.7596,104.317,36.8791,38.799,179.995,170.716
27-30,Monday,29/07/2019,C,3,female,Yel.Red,3,1,HA_C1,Control,a8068,,Social,Aggression,Predator,Novel,1396.63,7.75926,10.9279,24587.9,0,25.0394,88.2378,10.6397,13.5997,10.3197,16.4796,5.19987,10.4797,123.757,34.5591,21.6795,179.995,174.796
27-30,Monday,29/07/2019,C,3,male,Ora._,4,1,HA_T1,Treatment,a7155,,Social,Aggression,Predator,Novel,1519.39,8.44127,18.2066,40964.8,0,28.3193,17.1996,21.6795,21.6795,36.3191,25.4394,3.9199,25.4394,63.2784,60.7985,55.9186,179.995,177.516
27-30,Monday,29/07/2019,C,3,male,_.Whi,5,1,HA_T1,Treatment,a7269,,Social,Aggression,Predator,Novel,1100.91,6.11629,25.6237,57653.2,0.159996,0,0,19.3595,0.879978,38.159,0.559986,2.39994,118.637,0.479988,49.3588,130.157,179.995,165.756
27-30,Monday,29/07/2019,C,3,female,_.Pin,6,1,HA_C2,Control,a7549,,Social,Aggression,Predator,Novel,1078.17,5.98998,9.91793,22315.3,0.079998,49.3588,74.0781,6.07985,11.0397,6.55984,18.3195,6.55984,7.9998,135.597,25.6794,18.7195,179.995,170.396
27-30,Monday,29/07/2019,C,3,male,Whi.Yel,7,1,HA_C2,Control,a7370,,Social,Aggression,Predator,Novel,1579.45,8.77496,24.93,56092.5,0,8.31979,0.879978,17.0396,18.1595,55.9986,18.0795,38.319,23.1994,19.5995,49.6788,110.717,179.995,173.676
27-30,Monday,29/07/2019,C,3,female,Blu.Ora,8,1,HA_C2,Control,a7204,,Social,Aggression,Predator,Novel,1628.04,9.04487,26.4628,59541.4,0.079998,8.71978,2.55994,14.8796,10.7997,64.0784,8.23979,45.8389,24.8794,16.8796,35.6791,127.437,179.995,174.156
27-30,Monday,29/07/2019,C,3,male,Bro.Blu,10,1,HA_T2,Treatment,a7251,22 Sec Delay,Social,Aggression,Predator,Novel,1443.8,8.02132,20.0942,45212.1,0,22.3194,4.79988,29.8393,25.5994,33.9192,22.0794,14.4796,26.9593,39.359,74.3981,66.2383,179.995,176.236
27-30,Monday,29/07/2019,C,3,female,Pin.Pin,11,1,HA_T2,Treatment,a6840,"RE-RUN, Covers fell down towards end, may exclude (also missing label)",Social,Aggression,Predator,Novel,457.994,2.54447,30.5184,68666.4,120.957,1.83995,0.159996,2.39994,5.75986,132.157,7.19982,26.0793,4.39989,6.23984,12.0797,161.676,179.995,46.6388
27-30,Tuesday,30/07/2019,C,3,male,Pur._,1,1,HA_C3,Control,a7730,,Social,Aggression,Predator,Novel,1655.69,9.22722,16.6228,37301.7,0.079998,31.5192,33.7592,20.5595,19.3595,25.9993,19.1995,7.27982,22.0794,77.6781,54.4786,47.5988,179.756,172.076
27-30,Tuesday,30/07/2019,C,3,male,Red.Bro,2,1,HA_C3,Control,a7564,,Social,Aggression,Predator,Novel,1375.37,7.64115,17.5432,39472.1,3.43991,35.1191,23.5994,19.5995,18.3995,34.7991,21.0395,4.0799,23.3594,72.2382,52.3187,55.4386,179.995,163.276
27-30,Tuesday,30/07/2019,C,3,female,Gre.Pin,3,1,HA_C3,Control,a7679,,Social,Aggression,Predator,Novel,1869.5,10.4421,21.3718,47872.8,0,18.3995,25.1994,17.6796,13.1197,45.0389,14.5596,27.1993,18.4795,53.5987,41.279,84.7979,179.676,170.556
27-30,Tuesday,30/07/2019,C,3,female,Red.Red,4,1,HA_T3,Treatment,a8063,,Social,Aggression,Predator,Novel,382.964,2.12763,29.4884,66348.8,116.397,1.03997,0.479988,4.1599,3.43991,121.597,0.79998,4.87988,43.5989,2.07995,10.2397,167.676,179.995,47.7588
27-30,Tuesday,30/07/2019,C,3,male,Red.Pur,5,1,HA_T3,Treatment,a7325,,Social,Aggression,Predator,Novel,1400.69,7.97314,16.9523,37379.9,0.879978,21.7595,55.7586,13.3597,10.7997,27.5193,12.3197,17.5196,19.4395,85.9978,32.3192,60.1585,178.476,152.636
27-30,Tuesday,30/07/2019,C,3,male,Ora.Gre,6,1,HA_C4,Control,a7492,,Social,Aggression,Predator,Novel,994.792,5.52676,15.169,34130.2,37.4391,4.47989,66.0783,15.3596,15.1996,24.6394,21.1195,7.51981,25.5994,85.1179,45.4389,49.4388,179.995,114.877
27-30,Tuesday,30/07/2019,C,3,male,_.Pin,7,1,HA_C4,Control,a6839,,Social,Aggression,Predator,Novel,1160.5,6.44737,19.3165,43462.2,11.4397,25.1194,41.119,12.6397,10.7197,21.5995,12.3197,44.7989,11.6797,74.7181,31.5992,73.6782,179.995,134.637
27-30,Tuesday,30/07/2019,C,3,female,_.Ora,8,1,HA_C4,Control,a7059,,Social,Aggression,Predator,Novel,982.15,5.47112,15.4611,34710.3,8.95978,20.0795,71.9982,10.0797,9.91975,18.4795,11.8397,25.9194,11.5197,99.8375,27.8393,52.1587,179.836,147.996
27-30,Tuesday,30/07/2019,C,3,female,Ora.Whi,9,1,HA_T4,Treatment,a7409,,Social,Aggression,Predator,Novel,1378.78,7.66006,16.5644,37269.9,0,46.2388,25.8394,18.3195,15.3596,23.1994,17.9995,14.3196,18.7195,84.3179,44.8789,50.7987,179.995,179.116
27-30,Tuesday,30/07/2019,C,3,male,Whi.Ora,10,1,HA_T4,Treatment,a7646,,Social,Aggression,Predator,Novel,1596.09,8.88713,19.9948,44908.4,1.03997,27.0393,9.83975,22.7994,17.9196,37.9191,21.6795,10.9597,31.7592,52.3187,57.9985,69.5983,179.916,175.676
6-Sep,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,,Social,Aggression,Novel,Predator,1536.47,8.53617,6.24098,14042.2,0.079998,32.3192,128.477,2.79993,2.47994,5.35987,4.87988,0,3.67991,164.716,7.27982,7.9998,179.995,170.556
6-Sep,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,,Social,Aggression,Novel,Predator,532.815,2.96016,4.43157,9971.04,1.99995,1.03997,178.956,0,0,0,0,0,0,179.995,0,0,179.995,111.597
6-Sep,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,,Social,Aggression,Novel,Predator,408.451,2.26923,5.98803,13473.1,0.879978,1.35997,168.716,0.39999,0.319992,1.99995,0.319992,5.99985,0.879978,170.316,0.879978,8.79978,179.995,81.278
6-Sep,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,,Social,Aggression,Novel,Predator,770.188,4.27893,5.35122,12040.2,0.319992,11.3597,150.396,4.71988,5.03987,0,5.99985,0,2.47994,165.196,12.8797,1.91995,179.995,146.956
6-Sep,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,,Social,Aggression,Novel,Predator,1503.56,8.35334,9.33702,21008.3,0.079998,16.3996,119.437,5.27987,4.87988,13.6797,6.31984,7.19982,6.79983,140.156,14.3196,25.5194,179.995,166.076
6-Sep,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,,Social,Aggression,Novel,Predator,914.263,5.07937,7.67315,17264.6,0.079998,20.2395,128.957,4.63988,3.51991,6.15985,6.95983,1.99995,7.51981,154.316,12.6397,13.0397,179.995,149.596
6-Sep,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,,Social,Aggression,Novel,Predator,887.387,4.93005,5.90599,13288.5,16.7196,11.0397,155.596,2.23994,2.47994,1.19997,4.1599,0,3.27992,169.836,6.55984,3.59991,179.995,125.517
6-Sep,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,,Social,Aggression,Novel,Predator,643.13,3.57303,4.53937,10213.6,1.19997,0.879978,179.116,0,0,0,0,0,0,179.995,0,0,179.995,131.437
6-Sep,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,,Social,Aggression,Novel,Predator,408.771,2.27101,4.74854,10684.2,1.03997,0.639984,173.196,1.35997,1.19997,1.19997,0.479988,0,1.91995,174.236,3.27992,2.47994,179.995,85.0379
6-Sep,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,Social,Aggression,Novel,Predator,1314.12,7.30084,16.7776,37749.7,0.079998,16.0796,67.6783,9.91975,9.43976,19.3595,11.5997,34.5591,11.3597,91.6777,26.3193,61.9984,179.995,158.956
6-Sep,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,Control,a7279,,Social,Aggression,Novel,Predator,1203.45,6.71885,8.07563,18105.6,0.39999,9.83975,139.357,3.9999,4.0799,5.67986,6.71983,5.19987,3.9999,154.236,10.9597,13.6797,179.836,143.676
6-Sep,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,Control,a7322,,Social,Aggression,Novel,Predator,521.461,2.89708,4.29689,9668.01,2.31994,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,104.557
6-Sep,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,Control,a8043,,Social,Aggression,Novel,Predator,462.876,2.57503,5.55874,12496,2.23994,0.319992,170.476,1.43996,0.79998,2.23994,0.319992,2.63993,1.43996,170.956,2.87993,5.83985,179.995,86.9578
6-Sep,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,Treatment,a7091,,Social,Aggression,Novel,Predator,573.09,3.19243,6.02629,13529,10.1597,1.03997,167.756,0.159996,0.239994,0.39999,0.159996,9.83975,0.159996,168.956,0.479988,10.3197,179.836,107.757
6-Sep,Tuesday,30/07/2019,D,4,male,Red.Bro,5,1,HA_T3,Treatment,a7045,,Social,Aggression,Novel,Predator,602.076,3.34495,4.77059,10733.8,0.719982,7.75981,164.396,1.11997,1.35997,2.39994,1.43996,0.239994,1.27997,173.116,3.27992,3.59991,179.995,123.037
6-Sep,Tuesday,30/07/2019,D,4,female,_.Gre,6,1,HA_C4,Control,a7020,,Social,Aggression,Novel,Predator,867.804,4.83415,6.1368,13777.1,0.319992,7.03982,155.436,2.87993,4.0799,1.67996,3.59991,1.59996,3.03992,164.956,8.87978,5.51986,179.836,145.916
6-Sep,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,Control,a8045,,Social,Aggression,Novel,Predator,1076.9,5.98828,6.25092,14058.3,0.079998,18.3195,138.157,3.27992,3.19992,4.87988,5.99985,1.51996,4.47989,161.276,8.95978,9.59976,179.995,168.716
6-Sep,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,Control,a7418,,Social,Aggression,Novel,Predator,473.01,2.6279,4.86187,10939.2,1.35997,0.319992,178.876,0.159996,0.319992,0,0.319992,0,0,179.436,0.559986,0,179.995,99.1975
6-Sep,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,Treatment,a7297,,Social,Aggression,Novel,Predator,1238.84,6.88264,4.13195,9296.89,0,25.8394,147.516,0.239994,0.319992,1.11997,3.9199,0,1.03997,175.756,2.15995,2.07995,179.995,173.836
6-Sep,Tuesday,30/07/2019,D,4,male,Gre.Bro,10,1,HA_T4,Treatment,a7018,,Social,Aggression,Novel,Predator,1463.35,8.12993,12.6327,28423.5,0,22.6394,91.4377,6.79983,7.51981,20.7195,7.67981,13.5197,9.67976,118.877,19.7595,41.359,179.995,173.596
13-16,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,,Social,Aggression,Novel,Predator,1597.04,8.87266,10.6128,23878.8,0.079998,22.8794,101.037,6.39984,8.39979,16.3196,13.5197,4.55989,6.87983,133.677,20.6395,25.6794,179.995,166.716
13-16,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,,Social,Aggression,Novel,Predator,580.654,3.22593,4.30234,9680.27,0.719982,0.959976,179.036,0,0,0,0,0,0,179.995,0,0,179.995,116.717
13-16,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,,Social,Aggression,Novel,Predator,480.511,2.66957,3.8202,8595.45,1.35997,1.59996,176.636,0.239994,0.239994,0.479988,0.319992,0.159996,0.319992,178.476,0.639984,0.879978,179.995,97.8376
13-16,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,,Social,Aggression,Novel,Predator,1218.03,6.76701,9.19132,20680.5,0.159996,40.319,80.478,9.83975,13.1197,6.55984,21.7595,0,7.9198,135.197,33.1192,11.6797,179.995,169.116
13-16,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,,Social,Aggression,Novel,Predator,1892.12,10.512,8.98743,20221.7,0,29.1193,105.277,6.87983,9.75976,8.71978,11.1997,1.11997,7.9198,142.316,22.3994,15.2796,179.995,170.476
13-16,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,,Social,Aggression,Novel,Predator,1657.59,9.20906,13.1096,29496.5,0.079998,29.4393,53.9187,18.2395,22.8794,14.7996,22.7194,2.55994,15.4396,98.4775,53.6787,27.8393,179.995,173.596
13-16,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,,Social,Aggression,Novel,Predator,234.117,1.30068,7.75899,17457.7,126.157,97.5176,79.198,0.559986,0.559986,0,1.11997,0,1.03997,177.436,1.67996,0.879978,179.995,29.5193
13-16,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,,Social,Aggression,Novel,Predator,552.829,3.07135,4.20505,9461.36,1.11997,0.319992,178.876,0,0.479988,0,0.319992,0,0,179.356,0.639984,0,179.995,115.917
13-16,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,,Social,Aggression,Novel,Predator,961.09,5.33952,13.8959,31265.7,0.159996,20.6395,76.8781,13.6797,9.91975,28.1593,9.43976,3.9999,17.2796,104.157,31.0392,44.7989,179.995,160.796
13-16,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,Social,Aggression,Novel,Predator,1638.34,9.10213,23.752,53442.1,0.079998,13.1997,21.2795,12.7997,12.1597,39.119,10.9597,48.7988,21.6795,41.839,34.3991,103.757,179.995,162.716
13-16,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,Control,a7279,,Social,Aggression,Novel,Predator,1471.73,8.20564,13.2271,29694.9,0.239994,16.5596,98.0775,6.07985,7.59981,8.71978,10.8797,24.7194,6.71983,121.757,19.4395,38.159,179.995,145.996
13-16,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,Control,a7322,,Social,Aggression,Novel,Predator,585.336,3.2621,5.38864,12092.1,3.11992,1.91995,171.996,0.479988,0.559986,0.79998,1.03997,2.07995,0.559986,174.796,1.35997,3.27992,179.756,99.9975
13-16,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,Control,a8043,,Social,Aggression,Novel,Predator,531.033,2.95946,6.63468,14888.2,1.59996,1.43996,166.156,0.959976,0.639984,1.19997,0.719982,8.0798,0.239994,168.076,1.91995,9.43976,179.756,85.9179
13-16,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,Treatment,a7091,,Social,Aggression,Novel,Predator,737.094,4.11519,6.62772,14852.7,2.15995,5.99985,161.436,0.639984,1.11997,1.99995,1.59996,5.75986,0.719982,168.476,2.55994,8.23979,179.756,115.757
13-16,Tuesday,30/07/2019,D,4,male,Red.Bro,5,1,HA_T3,Treatment,a7045,,Social,Aggression,Novel,Predator,1371.8,7.62128,11.0917,24956.4,0,35.2791,74.7181,10.8797,13.5997,9.99975,16.1596,8.1598,11.1997,120.957,33.1192,25.9194,179.995,168.076
13-16,Tuesday,30/07/2019,D,4,female,_.Gre,6,1,HA_C4,Control,a7020,,Social,Aggression,Novel,Predator,1433.94,7.99495,10.6192,23829.6,0,27.8393,95.6776,9.11977,10.3997,10.7197,11.5997,5.91985,8.23979,131.277,26.0793,22.1594,179.995,169.996
13-16,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,Control,a8045,,Social,Aggression,Novel,Predator,1140.23,6.33478,6.69162,15056.1,0.719982,25.3594,125.117,4.63988,7.67981,4.1599,10.9597,0,2.07995,158.156,16.3196,5.51986,179.995,151.516
13-16,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,Control,a7418,,Social,Aggression,Novel,Predator,611.05,3.40237,5.07334,11394.7,1.59996,7.75981,166.076,0.159996,0.159996,2.55994,0.239994,2.63993,0.239994,173.996,0.479988,5.35987,179.916,121.597
13-16,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,Treatment,a7297,,Social,Aggression,Novel,Predator,348.555,1.93647,4.68153,10533.4,117.837,132.797,45.7589,0,0,0,1.43996,0,0,179.995,0,0,179.995,55.0386
13-16,Tuesday,30/07/2019,D,4,male,Gre.Bro,10,1,HA_T4,Treatment,a7018,,Social,Aggression,Novel,Predator,1517.68,8.43174,12.6978,28570,0,20.3995,86.0778,8.95978,9.59976,22.9594,12.7997,7.9998,11.1997,115.597,26.7993,37.5991,179.995,171.436
20-23,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,,Social,Aggression,Novel,Predator,1490,8.27797,27.0069,60765.6,0,6.07985,3.75991,16.9596,12.2397,91.8377,6.31984,18.7195,24.0794,12.7997,38.799,128.397,179.995,166.876
20-23,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,,Social,Aggression,Novel,Predator,1897.69,10.543,17.334,39001.4,0,28.2393,6.95983,29.2793,33.4392,23.5994,36.4791,3.03992,18.9595,57.1186,84.1579,38.719,179.995,178.556
20-23,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,,Social,Aggression,Novel,Predator,1088.32,6.0464,24.1203,54270.8,25.4394,14.7196,14.1596,16.0796,13.4397,80.798,9.51976,15.8396,15.4396,34.0791,38.239,107.677,179.995,129.437
20-23,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,,Social,Aggression,Novel,Predator,1655.2,9.19581,17.6838,39788.5,0,24.4794,14.8796,35.5191,27.1993,16.4796,26.3993,0.479988,34.5591,55.4386,86.7178,37.8391,179.995,176.716
20-23,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,,Social,Aggression,Novel,Predator,1968.67,10.9374,19.7368,44407.7,0,40.719,15.7596,14.3996,11.6797,36.6391,16.0796,27.6793,17.0396,67.1983,36.7191,76.0781,179.995,170.876
20-23,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,,Social,Aggression,Novel,Predator,1649.97,9.1667,17.2221,38749.7,0,33.0392,18.7195,20.3195,21.9195,33.0392,28.7993,5.35987,18.7995,71.8382,56.6386,51.5187,179.995,178.396
20-23,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,,Social,Aggression,Novel,Predator,1419.04,7.88377,13.0023,29255.2,23.1194,46.7988,49.9188,9.43976,10.3197,19.6795,29.8393,1.51996,12.4797,117.037,33.2792,29.6793,179.995,143.996
20-23,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,,Social,Aggression,Novel,Predator,2052.23,11.4016,17.725,39881.2,0,29.1193,21.1995,21.3595,22.3194,29.5193,28.5593,4.79988,23.1194,68.3983,61.8385,49.7588,179.995,173.836
20-23,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,,Social,Aggression,Novel,Predator,739.816,4.11019,27.1648,61120.9,4.1599,0.39999,0,20.4795,19.2795,82.3179,3.9999,10.6397,42.8789,1.19997,51.7587,127.037,179.995,128.797
20-23,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,Social,Aggression,Novel,Predator,1821.56,10.12,22.5995,50849,9.35977,17.8396,10.3997,23.5994,18.7995,39.679,15.7596,26.6393,27.2793,37.999,56.4786,85.5179,179.995,157.276
20-23,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,Control,a7279,,Social,Aggression,Novel,Predator,1716.64,9.53712,16.7048,37585.7,0.159996,31.9192,51.4387,9.11977,9.11977,22.9594,15.5996,30.5592,9.27977,93.6777,26.4793,59.8385,179.995,163.116
20-23,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,Control,a7322,,Social,Aggression,Novel,Predator,1461.62,8.12033,25.4695,57306.5,0,18.9595,10.7197,8.1598,8.63978,43.2789,9.35977,71.1182,9.75976,34.1591,24.3194,121.517,179.995,168.476
20-23,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,Control,a8043,,Social,Aggression,Novel,Predator,1605.17,8.91782,16.7131,37604.5,0,20.3195,55.1986,10.7997,13.9197,23.6794,14.6396,29.8393,11.5997,85.1179,33.5192,61.3585,179.995,168.316
20-23,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,Treatment,a7091,,Social,Aggression,Novel,Predator,1755.67,9.75397,24.815,55833.7,14.2396,16.2396,11.0397,10.6397,11.1997,34.2391,15.9196,67.1983,13.5197,39.039,29.5993,111.357,179.995,155.516
20-23,Tuesday,30/07/2019,D,4,male,Red.Bro,5,1,HA_T3,Treatment,a7045,,Social,Aggression,Novel,Predator,1963.94,10.9111,21.8155,49084.9,0,11.6797,4.87988,27.9193,22.6394,41.919,25.3594,17.2796,28.3193,32.6392,68.5583,78.798,179.995,178.156
20-23,Tuesday,30/07/2019,D,4,female,_.Gre,6,1,HA_C4,Control,a7020,,Social,Aggression,Novel,Predator,1431.89,7.95514,17.8816,40233.6,0.079998,38.239,23.4394,17.4396,17.0396,27.2793,21.2795,18.4795,16.7996,76.7181,46.4788,56.7986,179.995,175.276
20-23,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,Control,a8045,,Social,Aggression,Novel,Predator,2081.17,11.5624,17.9835,40462.9,0,32.4792,20.2395,16.7996,17.6796,29.5193,24.7194,16.2396,22.3194,69.7583,49.0388,61.1985,179.995,174.796
20-23,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,Control,a7418,,Social,Aggression,Novel,Predator,1392.93,7.73869,18.1567,40852.6,0,21.5995,35.4391,13.3597,17.0396,31.5192,20.5595,25.0394,15.4396,70.9582,41.519,67.5183,179.995,177.916
20-23,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,Treatment,a7297,,Social,Aggression,Novel,Predator,1393.41,7.74136,13.4731,30314.5,25.4394,28.2393,0.319992,18.1595,40.159,5.03987,78.398,1.03997,8.63978,89.6778,78.398,11.9197,179.995,148.396
20-23,Tuesday,30/07/2019,D,4,male,Gre.Bro,10,1,HA_T4,Treatment,a7018,,Social,Aggression,Novel,Predator,1703.46,9.46389,21.9783,49451.2,0,21.2795,24.7194,12.2397,8.63978,53.9187,9.83975,30.0792,19.2795,52.5587,28.8793,98.5575,179.995,176.396
27-30,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,,Social,Aggression,Novel,Predator,793.13,4.43001,21.9219,49105.1,42.2389,8.0798,49.5988,7.9998,7.35982,35.3591,7.19982,52.6387,10.6397,62.4784,20.8795,95.5176,179.676,86.7978
27-30,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,,Social,Aggression,Novel,Predator,1581.6,8.78691,16.7659,37723.3,0,35.6791,9.43976,24.3194,22.4794,21.9195,33.9192,5.11987,27.1193,67.9183,66.2383,45.8389,179.995,177.436
27-30,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,,Social,Aggression,Novel,Predator,967.468,5.37495,23.7832,53512.2,69.3583,22.5594,14.9596,10.2397,9.83975,96.7176,8.79978,1.75996,15.1196,43.3589,27.4393,109.197,179.995,98.2375
27-30,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,,Social,Aggression,Novel,Predator,1358.04,7.54488,11.4845,25840.1,0,50.6387,47.2788,20.5595,18.2395,5.59986,22.7194,0.239994,14.7196,113.037,51.7587,15.1996,179.995,178.476
27-30,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,,Social,Aggression,Novel,Predator,1964.54,10.9144,14.5592,32758.3,0.079998,48.6388,27.5193,12.7197,17.0396,25.3594,28.9593,2.87993,16.8796,95.9176,45.5189,38.559,179.995,175.116
27-30,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,,Social,Aggression,Novel,Predator,1461.83,8.12146,14.8485,33409.1,4.95988,43.9989,3.43991,23.3594,35.0391,12.3997,38.319,0,23.4394,74.4781,77.6781,27.8393,179.995,168.796
27-30,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,,Social,Aggression,Novel,Predator,1299.08,7.21731,14.099,31722.8,18.5595,21.6795,19.2795,21.6795,35.2791,4.79988,61.1185,0,16.1596,82.9579,83.0379,13.9996,179.995,154.396
27-30,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,,Social,Aggression,Novel,Predator,1722.83,9.57152,13.4771,30323.5,0.079998,69.9183,19.7595,16.1596,14.2396,18.5595,22.8794,3.67991,14.7996,104.637,43.7589,31.5992,179.995,174.556
27-30,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,,Social,Aggression,Novel,Predator,487.197,2.70672,24.8316,55871.1,47.7588,3.51991,0,40.239,13.1997,42.1589,6.87983,0,73.9981,7.59981,75.3581,97.0376,179.995,76.0781
27-30,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,Social,Aggression,Novel,Predator,1622.98,9.01677,11.6236,26153,0,51.4387,52.8787,10.3197,11.5997,19.2795,18.9595,0.39999,15.1196,118.317,31.1992,30.4792,179.995,170.316
