Time,Day,Date,Video,Arena,Sex,Mark,Session,Camera,Tank,Group,Fish_ID,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist,mean_speed,mean_dist_05,tot_dist_05,freeze_dur,zone_510_dur,zone_05_dur,zone_2025_dur,zone_1520_dur,zone_3035_dur,zone_1015_dur,zone_3540_dur,zone_2530_dur,zone_near_dur,zone_middle_dur,zone_far_dur,arena_dur,moving_dur
20-23,Wednesday,21/08/2019,K,3,female,_.Blu,10,1,HA_T3,Treatment,a7459,,Predator,Social,Aggression,Novel,19.7437,0.10969,34.8634,78442.7,163.196,0,0,0,0,8.55979,0,171.436,0,0,0,179.995,179.995,0
27-30,Tuesday,20/08/2019,K,3,female,Pur._,1,1,HA_C4,Control,a6930,,Predator,Social,Aggression,Novel,1788.96,9.93892,24.4928,55108.7,0,1.91995,0,29.5193,21.2795,55.8386,13.0397,12.7197,45.6789,10.3997,71.0382,98.5575,179.995,178.396
27-30,Tuesday,20/08/2019,K,3,female,_.Gre,2,1,HA_C4,Control,a7020,,Predator,Social,Aggression,Novel,846.819,4.70467,22.5967,50842.6,41.999,23.8394,23.6794,8.1598,9.59976,69.5983,11.8397,19.5995,13.6797,54.7186,24.8794,100.397,179.995,95.1176
27-30,Tuesday,20/08/2019,K,3,female,Gre.Yel,3,1,HA_C4,Control,a6971,,Predator,Social,Aggression,Novel,1250.06,6.94496,14.6784,33026.4,0.079998,29.9193,68.9583,8.79978,7.9998,24.2394,11.9997,14.3196,13.7597,107.197,24.3994,48.3988,179.995,170.556
27-30,Tuesday,20/08/2019,K,3,female,Bro.Whi,4,1,HA_T4,Treatment,a7358,,Predator,Social,Aggression,Novel,2.95782,0.0164327,34.0978,76720,179.995,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
27-30,Tuesday,20/08/2019,K,3,male,Gre.Bro,5,1,HA_T4,Treatment,a7018,,Predator,Social,Aggression,Novel,1347.15,7.48434,14.9978,33744.9,0,19.7595,0.159996,29.5993,45.2789,0.639984,65.2784,0,19.2795,63.5184,105.197,11.2797,179.995,175.916
27-30,Tuesday,20/08/2019,K,3,female,Bro.Bla,6,1,HA_C1,Control,a7082,,Predator,Social,Aggression,Novel,1114.47,6.19166,11.4547,25773,60.2385,27.2793,100.877,5.35987,4.47989,17.5996,5.59986,12.2397,6.55984,132.317,13.1197,34.5591,179.995,111.037
27-30,Tuesday,20/08/2019,K,3,female,Gre.Gre,7,1,HA_C1,Control,a7698,,Predator,Social,Aggression,Novel,1752.12,9.73423,25.9503,58388.2,0,9.43976,2.79993,17.1996,17.4396,52.7187,11.7597,47.3588,21.2795,19.2795,46.3988,114.317,179.995,174.956
27-30,Tuesday,20/08/2019,K,3,male,Red.Pin,8,1,HA_C1,Control,a6985,,Predator,Social,Aggression,Novel,770.289,4.27949,27.8992,62773.3,87.9178,11.7597,7.27982,5.35987,5.75986,125.197,4.23989,10.2397,10.1597,21.5195,15.3596,143.116,179.995,81.038
27-30,Tuesday,20/08/2019,K,3,female,Ora.Ora,9,1,HA_T1,Treatment,a7379,,Predator,Social,Aggression,Novel,1665.48,9.25288,15.0295,33816.3,0,46.5588,37.4391,15.1996,14.1596,21.5195,19.5995,8.63978,16.8796,98.2375,40.879,40.879,179.995,175.516
27-30,Tuesday,20/08/2019,K,3,male,Gre.Bro,10,1,HA_T1,Treatment,a7683,,Predator,Social,Aggression,Novel,1095.39,6.08564,30.0543,67622.1,24.5594,2.23994,0,7.11982,3.27992,113.837,2.71993,25.7594,25.0394,3.67991,17.5996,158.716,179.995,131.997
27-30,Wednesday,21/08/2019,K,3,male,Pur._,1,1,HA_C2,Control,a7056,,Predator,Social,Aggression,Novel,1121.78,6.23226,19.7785,44501.6,2.39994,27.5193,12.1597,19.0395,21.1195,32.9592,29.9992,18.5595,18.6395,61.5185,55.5986,62.8784,179.995,157.836
27-30,Wednesday,21/08/2019,K,3,male,Blu.Blu,2,1,HA_C2,Control,a7006,,Predator,Social,Aggression,Novel,1433.84,7.96599,20.8376,46884.5,0,30.7992,12.7997,16.1596,15.5196,32.0792,21.5995,32.3992,18.6395,58.8785,44.3989,76.7181,179.995,176.396
27-30,Wednesday,21/08/2019,K,3,male,Whi.Yel,3,1,HA_C2,Control,a7370,,Predator,Social,Aggression,Novel,144.553,0.803093,29.8892,67250.7,143.756,4.87988,0.559986,1.83995,1.11997,164.956,0.39999,0.559986,5.67986,5.67986,4.0799,170.236,179.995,17.2796
27-30,Wednesday,21/08/2019,K,3,female,Pin.Pin,4,1,HA_T2,Treatment,a6840,,Predator,Social,Aggression,Novel,835.096,4.63954,21.8307,49119.1,20.8795,24.6394,39.439,1.83995,2.87993,73.1182,6.15985,25.4394,6.47984,68.3983,9.91975,101.677,179.995,90.6377
27-30,Wednesday,21/08/2019,K,3,female,Blu.Ora,5,1,HA_T2,Treatment,a6883,,Predator,Social,Aggression,Novel,1783.98,9.91123,5.24019,11790.4,0,119.917,45.5189,0,0.79998,0,13.7597,0,0,177.996,1.99995,0,179.995,173.116
27-30,Wednesday,21/08/2019,K,3,female,Red.Pin,6,1,HA_C3,Control,a7044,,Predator,Social,Aggression,Novel,1880.4,10.4469,16.1128,36253.8,27.5993,28.3193,56.3986,11.5997,12.3997,21.5195,14.5596,19.9195,15.2796,95.1976,33.7592,51.0387,179.995,146.876
27-30,Wednesday,21/08/2019,K,3,male,Gre._,7,1,HA_C3,Control,a7017,,Predator,Social,Aggression,Novel,1657.83,9.21038,16.9451,38126.5,0.79998,34.9591,5.51986,15.2796,17.9995,22.1594,55.2786,11.3597,17.4396,84.2379,50.8787,44.8789,179.995,175.276
27-30,Wednesday,21/08/2019,K,3,male,Bla.Pin,8,1,HA_C3,Control,a8043,,Predator,Social,Aggression,Novel,1297.49,7.20846,27.6972,62318.8,3.35992,3.9999,2.23994,17.1196,10.5597,82.4779,3.67991,22.4794,37.4391,8.55979,45.5189,125.917,179.995,136.157
27-30,Wednesday,21/08/2019,K,3,female,Red.Red,9,1,HA_T3,Treatment,a8063,,Predator,Social,Aggression,Novel,908.324,5.04637,28.2608,63586.8,1.19997,5.75986,0,11.1197,7.35982,115.997,6.87983,4.87988,27.9993,11.0397,28.0793,140.876,179.995,144.636
27-30,Wednesday,21/08/2019,K,3,female,_.Blu,10,1,HA_T3,Treatment,a7459,,Predator,Social,Aggression,Novel,16.7052,0.0928093,33.492,75356.9,168.636,0,0,0,0,179.995,0,0,0,0,0,179.995,179.995,0
6-Sep,Tuesday,20/08/2019,L,4,female,Blu.Bla,1,1,HA_C4,Control,a7201,,Aggression,Social,Novel,Predator,651.218,3.62764,4.90495,11011.6,0.319992,1.35997,169.676,0.479988,0.39999,1.03997,0.559986,5.67986,0.639984,171.436,1.27997,7.11982,179.836,122.637
6-Sep,Tuesday,20/08/2019,L,4,female,Bla.Bla,2,1,HA_C4,Control,a7601,,Aggression,Social,Novel,Predator,472.154,2.62314,4.93166,11096.2,5.27987,9.03977,168.476,0,1.11997,0,1.35997,0,0,178.476,1.51996,0,179.995,103.597
6-Sep,Tuesday,20/08/2019,L,4,male,Pur.Blu,3,1,HA_C4,Control,a7737,,Aggression,Social,Novel,Predator,990.728,5.50418,12.414,27931.4,0.319992,11.7597,104.237,6.47984,7.67981,14.4796,10.8797,17.3596,7.11982,123.597,19.5195,36.8791,179.995,155.356
6-Sep,Tuesday,20/08/2019,L,4,male,Bla.Pin,4,1,HA_T4,Treatment,a7138,,Aggression,Social,Novel,Predator,1949.38,10.8302,18.5314,41695.6,0,17.9995,33.5192,19.6795,16.4796,26.3193,19.1195,21.9195,24.9594,63.5184,50.5587,65.9184,179.995,174.716
6-Sep,Tuesday,20/08/2019,L,4,male,_.Bla,5,1,HA_T4,Treatment,a6799,,Aggression,Social,Novel,Predator,879.727,4.88749,5.02642,11309.4,0,22.7994,146.476,1.11997,0.879978,1.59996,4.87988,1.35997,0.879978,172.876,3.9999,3.11992,179.995,151.276
6-Sep,Tuesday,20/08/2019,L,4,male,Whi.Blu,6,1,HA_C1,Control,a7179,,Aggression,Social,Novel,Predator,1155.51,6.41963,8.21324,18479.8,0.079998,24.3194,112.637,4.95988,5.19987,7.03982,16.9596,2.31994,6.55984,149.996,16.3196,13.6797,179.995,160.796
6-Sep,Tuesday,20/08/2019,L,4,female,Ora.Pin,7,1,HA_C1,Control,a7498,,Aggression,Social,Novel,Predator,535.463,2.97487,3.87269,8713.56,1.27997,3.03992,176.956,0,0,0,0,0,0,179.995,0,0,179.995,126.717
6-Sep,Tuesday,20/08/2019,L,4,female,Blu.Blu,8,1,HA_C1,Control,a7659,,Aggression,Social,Novel,Predator,797.846,4.43259,5.01793,11290.3,0.879978,20.3195,151.036,1.11997,1.99995,0.319992,3.9999,0.959976,0.239994,173.756,4.79988,1.43996,179.995,143.116
6-Sep,Tuesday,20/08/2019,L,4,female,Bro.Yel,9,1,HA_T1,Treatment,a7087,,Aggression,Social,Novel,Predator,739.359,4.10765,4.07772,9174.87,0.079998,11.5997,165.036,0.959976,0.559986,0,1.59996,0,0.239994,178.076,1.91995,0,179.995,141.916
6-Sep,Tuesday,20/08/2019,L,4,male,Bla._,10,1,HA_T1,Treatment,a7599,,Aggression,Social,Novel,Predator,1386.54,7.70322,25.3335,57000.4,14.2396,9.11977,18.3195,7.67981,9.91975,42.8789,7.27982,73.6782,11.1197,32.2392,23.6794,124.077,179.995,156.396
6-Sep,Wednesday,21/08/2019,L,4,female,Blu.Ora,1,1,HA_C2,Control,a7204,,Aggression,Social,Novel,Predator,812.843,4.51591,5.55315,12494.6,7.75981,8.79978,154.476,0.959976,2.95993,0.639984,11.1197,0,0.879978,167.516,11.4397,0.879978,179.995,132.317
6-Sep,Wednesday,21/08/2019,L,4,female,Pin.Bro,2,1,HA_C2,Control,a7284,,Aggression,Social,Novel,Predator,894.048,4.98923,4.76768,10689.1,0.319992,3.59991,169.916,1.27997,1.19997,0,1.11997,0,0.959976,174.156,3.19992,0.719982,179.836,151.356
6-Sep,Wednesday,21/08/2019,L,4,male,Pur.Blu,3,1,HA_C2,Control,a7163,,Aggression,Social,Novel,Predator,1116.77,6.20442,10.9646,24670.4,0.079998,17.3596,103.437,10.9597,9.59976,12.9597,12.0797,2.31994,11.1197,128.877,28.3993,22.5594,179.995,161.196
6-Sep,Wednesday,21/08/2019,L,4,female,Pur.Pur,4,1,HA_T2,Treatment,a6932,,Aggression,Social,Novel,Predator,492.7,2.73729,3.93335,8850.03,2.63993,15.1996,159.516,0,0,0,5.27987,0,0,179.995,0,0,179.995,108.397
6-Sep,Wednesday,21/08/2019,L,4,male,Gre.Whi,5,1,HA_T2,Treatment,a6833,,Aggression,Social,Novel,Predator,1426.21,7.92361,12.429,27965.3,0,20.9595,82.1579,13.3597,10.5597,17.5196,12.0797,9.27977,14.0796,111.357,31.8392,36.7991,179.995,171.436
6-Sep,Wednesday,21/08/2019,L,4,male,Pur._,6,1,HA_C3,Control,a7730,,Aggression,Social,Novel,Predator,634.9,3.53045,6.629,14908.6,1.43996,7.11982,163.756,0.879978,1.59996,1.91995,3.67991,0,0.79998,174.076,3.19992,2.47994,179.995,121.677
6-Sep,Wednesday,21/08/2019,L,4,male,Red.Blu,7,1,HA_C3,Control,a7466,,Aggression,Social,Novel,Predator,1210.97,6.72779,12.7814,28758,0.079998,25.7594,79.038,7.9998,10.3997,20.9595,11.1997,18.1595,6.47984,112.157,24.3994,43.4389,179.995,167.036
6-Sep,Wednesday,21/08/2019,L,4,male,Whi.Ora,8,1,HA_C3,Control,a7264,,Aggression,Social,Novel,Predator,703.598,3.90898,6.11695,13763.1,0.239994,9.67976,158.716,0.239994,0.479988,1.27997,7.67981,1.11997,0.79998,173.276,3.75991,2.95993,179.995,130.637
6-Sep,Wednesday,21/08/2019,L,4,female,Ora.Yel,9,1,HA_T3,Treatment,a7484,,Aggression,Social,Novel,Predator,563.607,3.13123,5.79377,13036,2.31994,5.11987,170.956,0,0.879978,0,2.47994,0,0,177.516,1.91995,0,179.995,115.997
6-Sep,Wednesday,21/08/2019,L,4,female,Pur.Gre,10,1,HA_T3,Treatment,a7160,,Aggression,Social,Novel,Predator,505.182,2.81039,3.28569,7386.23,1.27997,0.879978,177.836,0,0.479988,0,0.559986,0,0,179.116,0.639984,0,179.995,108.077
13-16,Tuesday,20/08/2019,L,4,female,Blu.Bla,1,1,HA_C4,Control,a7201,,Aggression,Social,Novel,Predator,340.05,1.89258,3.83875,8625.67,7.9998,0.239994,175.036,0.159996,0.159996,0.239994,0.159996,3.43991,0.159996,175.356,0.479988,3.75991,179.995,67.8383
13-16,Tuesday,20/08/2019,L,4,female,Bla.Bla,2,1,HA_C4,Control,a7601,,Aggression,Social,Novel,Predator,523.788,2.91001,21.6158,48635.5,21.9994,4.55989,64.7184,4.0799,1.59996,32.1592,2.87993,67.5183,2.47994,71.1982,7.43981,101.357,179.995,108.797
13-16,Tuesday,20/08/2019,L,4,male,Pur.Blu,3,1,HA_C4,Control,a7737,,Aggression,Social,Novel,Predator,770.926,4.28303,6.51817,14665.9,0.319992,12.0797,149.196,3.9199,3.43991,2.31994,5.67986,0.79998,2.55994,165.676,9.51976,4.79988,179.995,145.276
13-16,Tuesday,20/08/2019,L,4,male,Bla.Pin,4,1,HA_T4,Treatment,a7138,,Aggression,Social,Novel,Predator,1553.49,8.63072,18.1293,40790.8,0,11.9997,52.5587,12.8797,10.8797,30.4792,12.7197,29.8393,18.6395,73.4382,32.5592,73.9981,179.995,166.236
13-16,Tuesday,20/08/2019,L,4,male,_.Bla,5,1,HA_T4,Treatment,a6799,,Aggression,Social,Novel,Predator,389.304,2.16285,5.50422,12384.5,32.4792,4.79988,162.236,12.1597,0.39999,0,0.39999,0,0,167.356,12.6397,0,179.995,80.718
13-16,Tuesday,20/08/2019,L,4,male,Whi.Blu,6,1,HA_C1,Control,a7179,,Aggression,Social,Novel,Predator,1362.93,7.57205,8.89909,20022.9,10.9597,50.1587,86.8778,8.87978,7.19982,7.27982,10.3197,0.719982,8.55979,144.636,21.5995,13.7597,179.995,153.916
13-16,Tuesday,20/08/2019,L,4,female,Ora.Pin,7,1,HA_C1,Control,a7498,,Aggression,Social,Novel,Predator,590.701,3.28175,5.32687,11985.5,6.63983,11.7597,144.476,0.79998,0.559986,0.639984,20.2395,0,1.51996,174.556,3.75991,1.67996,179.995,122.477
13-16,Tuesday,20/08/2019,L,4,female,Blu.Blu,8,1,HA_C1,Control,a7659,,Aggression,Social,Novel,Predator,548.921,3.04964,3.8631,8691.98,0.79998,2.63993,174.156,1.11997,0.559986,0,1.51996,0,0,177.836,2.15995,0,179.995,117.437
13-16,Tuesday,20/08/2019,L,4,female,Bro.Yel,9,1,HA_T1,Treatment,a7087,,Aggression,Social,Novel,Predator,705.039,3.91698,3.55954,8008.96,0,11.2797,168.396,0,0,0,0.319992,0,0,179.995,0,0,179.995,156.076
13-16,Tuesday,20/08/2019,L,4,male,Bla._,10,1,HA_T1,Treatment,a7599,,Aggression,Social,Novel,Predator,598.039,3.32252,25.1408,56566.7,92.2377,15.2796,17.1196,7.43981,7.11982,61.9984,9.51976,55.9986,5.51986,38.399,19.8395,121.757,179.995,78.958
13-16,Wednesday,21/08/2019,L,4,female,Blu.Ora,1,1,HA_C2,Control,a7204,,Aggression,Social,Novel,Predator,192.041,1.06692,5.59226,12582.6,106.877,0.39999,177.516,0.319992,0.319992,0.319992,0.239994,0,0.879978,178.076,0.879978,1.03997,179.995,46.0788
13-16,Wednesday,21/08/2019,L,4,female,Pin.Bro,2,1,HA_C2,Control,a7284,,Aggression,Social,Novel,Predator,1469.76,8.1837,9.22687,20723.6,0.079998,22.8794,110.717,6.55984,5.59986,15.6796,9.67976,1.35997,7.03982,140.716,16.9596,21.8395,179.916,171.836
13-16,Wednesday,21/08/2019,L,4,male,Pur.Blu,3,1,HA_C2,Control,a7163,,Aggression,Social,Novel,Predator,1554.59,8.6368,7.63535,17179.5,0,34.2391,113.437,3.75991,3.9999,9.51976,8.87978,0,6.15985,154.156,11.5997,14.2396,179.995,175.356
13-16,Wednesday,21/08/2019,L,4,female,Pur.Pur,4,1,HA_T2,Treatment,a6932,,Aggression,Social,Novel,Predator,321.862,1.78817,4.60073,10351.7,9.11977,0.879978,175.756,0.319992,0.239994,2.07995,0.319992,0,0.39999,176.876,0.719982,2.39994,179.995,59.9185
13-16,Wednesday,21/08/2019,L,4,male,Gre.Whi,5,1,HA_T2,Treatment,a6833,,Aggression,Social,Novel,Predator,1470.12,8.16755,13.628,30663.1,0.159996,17.2796,69.9183,17.9196,13.6797,22.7194,15.9196,2.15995,20.3995,97.5976,43.8389,38.559,179.995,168.796
13-16,Wednesday,21/08/2019,L,4,male,Pur._,6,1,HA_C3,Control,a7730,,Aggression,Social,Novel,Predator,846.353,4.70208,7.30788,16442.7,0.559986,17.3596,133.837,5.03987,6.63983,2.63993,8.95978,0,5.35987,157.036,16.3196,6.47984,179.995,147.916
13-16,Wednesday,21/08/2019,L,4,male,Red.Blu,7,1,HA_C3,Control,a7466,,Aggression,Social,Novel,Predator,1091.51,6.06408,16.1875,36421.9,17.0396,17.1996,60.3185,9.35977,10.0797,52.7987,8.63978,1.67996,19.9195,83.5179,26.7193,69.7583,179.995,149.196
13-16,Wednesday,21/08/2019,L,4,male,Whi.Ora,8,1,HA_C3,Control,a7264,,Aggression,Social,Novel,Predator,881.964,4.89992,6.92436,15579.8,0.239994,12.3197,136.557,5.59986,5.35987,6.39984,5.59986,2.95993,4.31989,152.476,14.2396,12.3997,179.995,149.916
13-16,Wednesday,21/08/2019,L,4,female,Ora.Yel,9,1,HA_T3,Treatment,a7484,,Aggression,Social,Novel,Predator,436.377,2.42438,4.01246,9028.04,1.03997,0.319992,179.516,0,0,0,0.159996,0,0,179.916,0.079998,0,179.995,102.717
13-16,Wednesday,21/08/2019,L,4,female,Pur.Gre,10,1,HA_T3,Treatment,a7160,,Aggression,Social,Novel,Predator,929.916,5.16633,5.05841,11381.4,0.079998,4.47989,163.516,1.99995,1.59996,3.51991,1.99995,0.559986,2.31994,169.436,4.79988,5.75986,179.995,147.356
20-23,Tuesday,20/08/2019,L,4,female,Blu.Bla,1,1,HA_C4,Control,a7201,,Aggression,Social,Novel,Predator,843.082,4.6839,28.9577,65154.7,55.8386,3.67991,0,8.95978,4.0799,117.517,4.79988,24.4794,16.4796,6.71983,18.7995,154.476,179.995,111.517
20-23,Tuesday,20/08/2019,L,4,female,Bla.Bla,2,1,HA_C4,Control,a7601,,Aggression,Social,Novel,Predator,643.469,3.57491,20.0971,45218.6,94.5576,11.3597,3.03992,10.6397,59.1185,56.7986,18.1595,0.879978,19.9995,28.7993,76.5581,74.6381,179.995,63.1184
20-23,Tuesday,20/08/2019,L,4,male,Pur.Blu,3,1,HA_C4,Control,a7737,,Aggression,Social,Novel,Predator,1563.41,8.68582,17.9335,40350.3,0,29.5193,15.4396,19.5195,22.5594,24.7994,28.3193,21.0395,18.7995,65.3584,55.9186,58.7185,179.995,178.236
20-23,Tuesday,20/08/2019,L,4,male,Bla.Pin,4,1,HA_T4,Treatment,a7138,,Aggression,Social,Novel,Predator,1940.05,10.7783,16.4431,36997,0,36.5591,9.75976,24.7994,24.4794,22.6394,33.1992,3.11992,25.4394,68.8783,68.0783,43.0389,179.995,178.956
20-23,Tuesday,20/08/2019,L,4,male,_.Bla,5,1,HA_T4,Treatment,a6799,,Aggression,Social,Novel,Predator,1478.07,8.21172,23.1304,52043.4,38.879,0.319992,0,45.5189,22.7994,22.6394,5.11987,0.719982,82.8779,1.43996,91.7577,86.7978,179.995,136.637
20-23,Tuesday,20/08/2019,L,4,male,Whi.Blu,6,1,HA_C1,Control,a7179,,Aggression,Social,Novel,Predator,1508.59,8.38127,22.5403,50715.8,8.55979,15.1996,2.79993,21.9195,17.3596,64.3184,19.5995,10.0797,28.7193,31.9192,52.5587,95.5176,179.995,168.956
20-23,Tuesday,20/08/2019,L,4,female,Ora.Pin,7,1,HA_C1,Control,a7498,,Aggression,Social,Novel,Predator,620.556,3.44762,26.6638,59993.6,61.5985,2.95993,0.39999,22.7994,14.3196,59.1185,12.6397,52.7987,14.9596,10.9597,46.2388,122.797,179.995,71.9982
20-23,Tuesday,20/08/2019,L,4,female,Blu.Blu,8,1,HA_C1,Control,a7659,,Aggression,Social,Novel,Predator,1783.89,9.91075,20.9391,47113,0,4.55989,1.27997,32.7192,34.8791,34.6391,26.2393,11.7597,33.9192,20.2395,90.7177,69.0383,179.995,179.196
20-23,Tuesday,20/08/2019,L,4,female,Bro.Yel,9,1,HA_T1,Treatment,a7087,,Aggression,Social,Novel,Predator,1182.24,6.56816,20.7631,46717.1,9.03977,27.8393,12.7997,16.5596,14.2396,54.8786,15.0396,7.9198,30.7192,52.1587,40.239,87.5978,179.995,132.397
20-23,Tuesday,20/08/2019,L,4,male,Bla._,10,1,HA_T1,Treatment,a7599,,Aggression,Social,Novel,Predator,395.823,2.19907,30.4343,68477.1,122.077,3.43991,1.75996,5.03987,2.39994,84.9579,2.39994,72.1582,7.8398,6.79983,10.5597,162.636,179.995,48.6388
20-23,Wednesday,21/08/2019,L,4,female,Blu.Ora,1,1,HA_C2,Control,a7204,,Aggression,Social,Novel,Predator,361.276,2.00714,30.2602,68085.5,119.597,1.03997,0,3.9199,2.63993,85.1179,3.35992,77.7581,6.15985,3.19992,9.35977,167.436,179.995,52.1587
20-23,Wednesday,21/08/2019,L,4,female,Pin.Bro,2,1,HA_C2,Control,a7284,,Aggression,Social,Novel,Predator,1410.32,7.83531,27.988,62972.9,2.23994,0.719982,0,11.7597,8.55979,103.437,5.11987,26.2393,24.1594,3.51991,27.8393,148.636,179.995,166.316
20-23,Wednesday,21/08/2019,L,4,male,Pur.Blu,3,1,HA_C2,Control,a7163,,Aggression,Social,Novel,Predator,1904.1,10.5786,17.1235,38527.8,0,30.5592,25.1994,18.7195,20.9595,43.2789,21.5995,0.719982,18.9595,69.5183,53.2787,57.1986,179.995,178.716
20-23,Wednesday,21/08/2019,L,4,female,Pur.Pur,4,1,HA_T2,Treatment,a6932,,Aggression,Social,Novel,Predator,418.899,2.32727,8.57644,19297,75.9981,41.999,104.397,1.59996,3.8399,5.91985,9.67976,11.1997,1.35997,152.316,9.59976,18.0795,179.995,70.8782
20-23,Wednesday,21/08/2019,L,4,male,Gre.Whi,5,1,HA_T2,Treatment,a6833,,Aggression,Social,Novel,Predator,1869.41,10.3859,23.8132,53579.7,0,8.0798,0.39999,21.9994,17.9196,59.1185,14.4796,16.3996,41.599,16.4796,55.2786,108.237,179.995,178.316
20-23,Wednesday,21/08/2019,L,4,male,Pur._,6,1,HA_C3,Control,a7730,,Aggression,Social,Novel,Predator,1814.47,10.0806,19.7655,44472.4,0,17.0396,7.35982,32.8792,26.3193,35.5191,24.0794,7.19982,29.5993,39.279,77.9181,62.7984,179.995,177.516
20-23,Wednesday,21/08/2019,L,4,male,Red.Blu,7,1,HA_C3,Control,a7466,,Aggression,Social,Novel,Predator,671.72,3.73187,28.7806,64756.3,77.0381,0.79998,0,13.7597,6.15985,130.957,1.67996,9.35977,17.2796,1.35997,25.9993,152.636,179.995,77.1181
20-23,Wednesday,21/08/2019,L,4,male,Whi.Ora,8,1,HA_C3,Control,a7264,,Aggression,Social,Novel,Predator,1434.48,7.96953,23.7023,53330.2,0,3.9999,0.639984,34.3991,17.8396,61.1185,13.3597,9.59976,39.039,13.2797,68.7983,97.9176,179.995,177.356
20-23,Wednesday,21/08/2019,L,4,female,Ora.Yel,9,1,HA_T3,Treatment,a7484,,Aggression,Social,Novel,Predator,1186.27,6.59057,16.9346,38102.8,0.239994,23.3594,65.7584,6.07985,6.55984,27.7593,5.99985,34.9591,9.51976,92.7177,17.3596,69.9183,179.995,160.716
20-23,Wednesday,21/08/2019,L,4,female,Pur.Gre,10,1,HA_T3,Treatment,a7160,,Aggression,Social,Novel,Predator,1121.86,6.23273,26.6745,60017.6,50.0787,11.5997,8.95978,6.23984,5.03987,99.6775,5.11987,32.9592,10.3997,24.1594,15.9196,139.917,179.995,112.237
27-30,Tuesday,20/08/2019,L,4,female,Blu.Bla,1,1,HA_C4,Control,a7201,,Aggression,Social,Novel,Predator,1029.55,5.71988,27.8751,62719,25.1994,8.79978,5.27987,8.63978,6.31984,50.6387,8.0798,77.2781,14.9596,19.2795,21.6795,139.037,179.995,128.237
27-30,Tuesday,20/08/2019,L,4,female,Bla.Bla,2,1,HA_C4,Control,a7601,,Aggression,Social,Novel,Predator,781.322,4.34079,10.8397,24389.4,29.8393,71.4382,43.5989,7.43981,12.4797,9.11977,27.0393,0.559986,8.31979,135.437,29.1193,15.4396,179.995,81.518
27-30,Tuesday,20/08/2019,L,4,male,Pur.Blu,3,1,HA_C4,Control,a7737,,Aggression,Social,Novel,Predator,1389.19,7.71793,13.3603,30060.8,0,56.7986,13.7597,16.8796,18.3995,13.4397,40.639,7.11982,12.9597,101.437,49.4388,29.1193,179.995,176.956
27-30,Tuesday,20/08/2019,L,4,male,Bla.Pin,4,1,HA_T4,Treatment,a7138,,Aggression,Social,Novel,Predator,1499.27,8.32948,17.3907,39129.1,0.079998,19.0395,39.679,17.9995,18.3995,25.9194,18.4795,18.0795,22.3994,70.9582,49.9188,59.1185,179.995,171.996
27-30,Tuesday,20/08/2019,L,4,male,_.Bla,5,1,HA_T4,Treatment,a6799,,Aggression,Social,Novel,Predator,1273.66,7.07608,25.1278,56537.5,53.7587,0,0,58.1585,11.0397,31.8392,1.59996,33.5192,43.8389,0,84.3179,95.6776,179.995,115.757
27-30,Tuesday,20/08/2019,L,4,male,Whi.Blu,6,1,HA_C1,Control,a7179,,Aggression,Social,Novel,Predator,1383.94,7.68872,21.7032,48832.2,3.11992,19.4395,16.7996,16.1596,10.3997,60.5585,12.8797,9.27977,34.4791,44.8789,39.679,95.4376,179.995,158.076
27-30,Tuesday,20/08/2019,L,4,female,Ora.Pin,7,1,HA_C1,Control,a7498,,Aggression,Social,Novel,Predator,357.638,1.98693,26.1527,58843.6,56.8786,2.15995,0,8.39979,5.03987,68.8783,5.43986,0,90.0777,5.75986,27.9993,146.236,179.995,36.5591
27-30,Tuesday,20/08/2019,L,4,female,Blu.Blu,8,1,HA_C1,Control,a7659,,Aggression,Social,Novel,Predator,1593.88,8.85513,15.703,35331.8,0,40.399,16.3196,20.4795,21.8395,24.8794,30.8792,7.03982,18.1595,78.958,57.2786,43.7589,179.995,177.036
27-30,Tuesday,20/08/2019,L,4,female,Bro.Yel,9,1,HA_T1,Treatment,a7087,,Aggression,Social,Novel,Predator,651.242,3.6181,13.2356,29780,54.5586,59.8385,31.1192,8.0798,21.4395,5.99985,22.4794,0,31.0392,110.877,35.4391,33.6792,179.995,72.5582
27-30,Tuesday,20/08/2019,L,4,male,Bla._,10,1,HA_T1,Treatment,a7599,,Aggression,Social,Novel,Predator,143.639,0.798015,32.4025,72905.6,120.237,0,0,0,0,62.7984,0,116.237,0.959976,0,0,179.995,179.995,18.0795
27-30,Wednesday,21/08/2019,L,4,female,Blu.Ora,1,1,HA_C2,Control,a7204,,Aggression,Social,Novel,Predator,161.669,0.898181,31.0584,69881.3,151.356,0,0,3.27992,3.19992,94.9576,1.27997,59.5185,17.7596,0.879978,7.9198,171.196,179.995,24.0794
27-30,Wednesday,21/08/2019,L,4,female,Pin.Bro,2,1,HA_C2,Control,a7284,,Aggression,Social,Novel,Predator,1522.85,8.46049,23.6966,53317.4,0,17.1196,5.91985,15.4396,12.3997,59.5985,12.7997,35.7591,20.9595,32.9592,37.1191,109.917,179.995,171.196
