,Stim,Day,Date,Video,Arena,Sex,Mark,Session,Camera,Tank,Group,Fish_ID,Notes,tot_dist,mean_speed,mean_dist_05,tot_dist_05,freeze_mean,freeze_dur,zone_510_dur,zone_05_dur,zone_2025_dur,zone_1520_dur,zone_3035_dur,zone_1015_dur,zone_3540_dur,zone_2530_dur,zone_near_dur,zone_middle_dur,zone_far_dur,arena_dur,moving_dur
283,Predator,Tuesday,NA,M,5,male,Yel.Pin,2,2,HA_C4,Control,a8066,NA,1563.88,8.68842,23.898,53770.5,17.8396,17.8396,15.3596,15.1196,12.9597,14.5596,41.599,13.2797,49.1188,17.9995,38.319,38.879,102.797,179.995,154.396
284,Predator,Tuesday,NA,P,8,female,Bro.Whi,2,2,HA_C4,Control,a7438,NA,320.602,1.78117,20.01,45022.5,70.2782,140.556,2.23994,31.2792,7.03982,8.95978,3.9199,8.23979,0,118.317,37.2791,39.759,102.957,179.995,33.9192
285,Predator,Tuesday,NA,M,5,male,Bro.Yel,3,2,HA_T4,Treatment,a7728,NA,1409.87,7.83283,21.2937,47910.7,-,0,16.7996,31.5992,13.9996,11.4397,41.279,14.8796,30.8792,19.1195,57.9985,35.4391,86.5578,179.995,167.436
286,Predator,Tuesday,NA,P,8,male,Blu.Bla,3,2,HA_T4,Treatment,a6891,NA,1060.48,5.89169,8.48594,19093.4,8.00E-02,0.159996,31.2792,112.397,5.35987,7.59981,2.23994,15.9196,0.479988,4.71988,155.756,18.1595,6.07985,179.995,156.076
287,Predator,Tuesday,NA,M,5,female,Bla.Gre,4,2,HA_T4,Treatment,a7608,NA,1090.99,6.06121,20.8138,46831,8.00E-02,0.079998,15.0396,35.1991,15.6796,15.5996,31.9192,13.5997,31.8392,21.1195,58.2385,43.4389,78.318,179.995,164.476
288,Predator,Tuesday,NA,P,8,female,Ora.Gre,4,2,HA_T4,Treatment,a7061,NA,1034.57,5.74774,9.17041,20633.4,7.9998,39.999,34.9591,92.6377,6.79983,7.75981,13.1997,14.4796,0.959976,9.19977,138.237,20.9595,20.7995,179.995,131.837
289,Predator,Tuesday,NA,M,5,male,Gre.Gre,5,2,HA_T4,Treatment,a6869,NA,247.744,1.37639,29.4203,66195.6,1.95389,64.4784,3.51991,0.719982,1.91995,1.67996,125.517,2.07995,7.19982,37.3591,5.59986,5.11987,169.276,179.995,20.3995
290,Predator,Tuesday,NA,P,8,male,Red.Yel,5,2,HA_T4,Treatment,a7321,NA,1386.13,7.70094,19.1242,43029.4,-,0,30.9592,13.8397,18.4795,17.5196,24.4794,22.1594,32.4792,20.0795,60.2385,48.3988,71.3582,179.995,174.156
291,Predator,Tuesday,NA,M,5,male,Ora.Bro,6,2,HA_C1,Control,a7152,NA,2022.32,11.2354,23.0158,51785.5,-,0,17.8396,21.5195,14.7996,9.27977,63.5184,10.3997,21.3595,21.2795,46.3988,33.9192,99.6775,179.995,168.236
292,Predator,Tuesday,NA,P,8,female,Pin.Whi,6,2,HA_C1,Control,a7281,NA,1183.32,6.57415,25.9853,58466.9,11.4397,11.4397,11.1197,9.27977,9.99975,8.39979,67.6783,9.03977,46.0788,18.3995,26.3993,25.6794,127.917,179.995,141.436
293,Predator,Tuesday,NA,M,5,male,Ora.Bla,7,2,HA_C1,Control,a7403,NA,1725.64,9.58713,18.7551,42199,-,0,18.3195,42.4789,13.1197,12.5597,37.9191,15.3596,19.3595,20.8795,71.3582,37.2791,71.3582,179.995,170.636
294,Predator,Tuesday,NA,P,8,female,Red.Red,7,2,HA_C1,Control,a6899,NA,1190.63,6.6148,21.5329,48448.9,-,0,7.9998,0.879978,33.9192,27.8393,46.7988,17.8396,3.67991,41.039,19.1195,81.998,78.878,179.995,178.796
295,Predator,Tuesday,NA,M,5,female,_.Pur,8,2,HA_T1,Treatment,a6825,NA,1343.46,7.46385,18.6048,41860.7,-,0,22.3994,27.3593,20.0795,19.8395,34.8791,19.3595,11.0397,25.0394,62.6384,54.2386,63.1184,179.995,176.956
296,Predator,Tuesday,NA,P,8,female,_.Red,8,2,HA_T1,Treatment,a7319,NA,1348.38,7.4912,14.6014,32853.3,-,0,42.7989,44.3989,11.9997,10.7997,21.5995,14.9596,17.1996,16.2396,97.3576,33.5192,49.1188,179.995,176.796
297,Predator,Tuesday,NA,M,5,female,Pin.Pin,9,2,HA_T1,Treatment,a7550,NA,1133.36,6.29661,11.8242,26604.5,-,0,23.2794,95.5976,8.87978,7.9998,14.3996,12.1597,8.55979,9.11977,127.357,23.7594,28.8793,179.995,169.996
298,Predator,Tuesday,NA,P,8,male,Blu.Whi,9,2,HA_T1,Treatment,a6998,NA,1501.65,8.34269,22.5004,50626,17.4396,17.4396,2.47994,0,31.9192,29.1193,41.279,22.2394,19.1195,33.8392,12.8797,83.2779,83.8379,179.995,161.116
299,Predator,Tuesday,NA,M,5,male,Pin.Bro,10,2,HA_T1,Treatment,a7191,NA,1603.51,8.90862,19.8955,44764.8,-,0,14.9596,0.639984,32.6392,27.2793,36.4791,30.5592,0.159996,37.2791,36.1591,82.3979,61.4385,179.995,179.036
300,Predator,Tuesday,NA,P,8,male,Red.Red,10,2,HA_T1,Treatment,a7468,NA,820.711,4.55962,19.2775,43374.3,-,0,21.9195,40.559,17.2796,13.8397,25.4394,13.6797,34.1591,13.1197,71.1982,40.399,68.3983,179.995,155.356
301,Predator,Wednesday,NA,M,5,female,_._,1,2,HA_C2,Control,a7658,NA,1632.12,9.06755,12.2605,27586,-,0,50.3987,37.4391,10.7997,20.7995,17.9196,29.6793,0.639984,12.3197,107.277,45.7589,26.9593,179.995,175.996
302,Predator,Wednesday,NA,P,8,male,Pin.Yel,1,2,HA_C2,Control,a6847,NA,1159.93,6.44419,14.0725,31663.2,16.7996,50.3987,58.5585,22.6394,9.75976,10.9597,14.4796,45.5189,6.95983,11.1197,90.7177,59.8385,29.4393,179.995,116.957
303,Predator,Wednesday,NA,M,5,male,Ora.Pin,2,2,HA_C2,Control,a7408,NA,1299.57,7.22003,18.4301,41467.7,-,0,31.9992,37.0391,12.4797,12.3197,27.1993,16.1596,29.1993,13.5997,79.918,34.2391,65.8384,179.995,174.556
304,Predator,Wednesday,NA,P,8,female,Red._,2,2,HA_C2,Control,a8064,NA,648.213,3.60127,9.56373,21518.4,3.3353,43.3589,60.0785,80.718,4.55989,5.35987,6.63983,11.5997,1.51996,9.51976,148.956,14.5596,16.4796,179.995,99.7575
305,Predator,Wednesday,NA,M,5,male,Bla.Bro,3,2,HA_T2,Treatment,a7142,NA,226.357,1.25757,8.44252,18995.7,80.318,160.636,86.8778,83.6779,1.03997,2.23994,2.23994,2.79993,0,1.11997,172.396,4.63988,2.95993,179.995,16.4796
306,Predator,Wednesday,NA,P,8,male,Ora.Yel,3,2,HA_T2,Treatment,a7411,NA,1152.21,6.40134,25.6258,57658.1,1.09331,3.27992,11.0397,11.4397,10.8797,7.35982,49.7588,8.23979,61.9984,19.2795,28.1593,27.0393,124.797,179.995,148.236
307,Predator,Wednesday,NA,M,5,male,Bro.Blu,4,2,HA_T2,Treatment,a7251,NA,1263.51,7.01967,17.3071,38941,8.79978,35.1991,32.0792,6.31984,39.919,28.2393,6.87983,31.3592,0,35.1991,60.0785,97.8376,22.0794,179.995,131.757
308,Predator,Wednesday,NA,P,8,female,Ora.Pur,4,2,HA_T2,Treatment,a8071,NA,1575.63,8.7537,19.066,42898.6,-,0,29.5193,28.9593,12.8797,12.6397,24.9594,18.9595,37.2791,14.7996,72.1582,35.5191,72.3182,179.995,177.036
309,Predator,Wednesday,NA,M,5,female,Whi._,5,2,HA_T2,Treatment,a8050,NA,1794.11,9.96752,16.2828,36636.3,-,0,32.0792,32.0792,16.7196,18.4795,27.2793,27.0393,8.63978,17.6796,82.7179,48.8788,48.3988,179.995,177.356
310,Predator,Wednesday,NA,P,8,female,Yel.Gre,5,2,HA_T2,Treatment,a8067,NA,1544.12,8.57866,26.4355,59479.8,-,0,11.1997,9.11977,6.71983,7.35982,44.5589,9.11977,75.9181,15.9996,25.0394,21.8395,133.117,179.995,176.316
311,Predator,Wednesday,NA,M,5,female,Whi.Pin,6,2,HA_C3,Control,a7232,NA,7.23211,0.0401794,28.5517,64241.3,59.2252,177.676,0,0,0,0,0,0,0,179.995,0,0,179.995,179.995,0
312,Predator,Wednesday,NA,P,8,female,Blu.Gre,6,2,HA_C3,Control,a6885,NA,1353.09,7.51738,8.61165,19376.2,2.69327,24.2394,53.7587,72.1582,6.63983,8.71978,4.71988,28.6393,0.319992,5.03987,149.436,21.7595,8.79978,179.995,136.077
313,Predator,Wednesday,NA,M,5,female,Red.Pur,7,2,HA_C3,Control,a7093,NA,1758.23,9.7682,18.1237,40778.3,-,0,26.2393,39.039,12.0797,14.2396,36.3191,19.2795,16.2396,16.5596,77.998,37.1191,64.8784,179.995,176.956
314,Predator,Wednesday,NA,P,8,male,Bla.Red,7,2,HA_C3,Control,a7144,NA,2079.5,11.5531,19.9256,44832.5,-,0,27.1193,7.19982,21.5195,18.8795,52.1587,18.4795,6.07985,28.5593,46.2388,56.2386,77.5181,179.995,176.636
315,Predator,Wednesday,NA,M,5,male,Pin.Pur,8,2,HA_T3,Treatment,a6842,NA,647.007,3.59457,26.4773,59573.9,13.5882,95.1176,5.27987,3.8399,6.39984,6.23984,94.7976,30.7192,19.9995,12.7197,12.3197,43.5989,124.077,179.995,64.7184
316,Predator,Wednesday,NA,P,8,male,Bla.Blu,8,2,HA_T3,Treatment,a6808,NA,1734.38,9.6357,18.0672,40651.1,-,0,27.7593,4.71988,31.2792,23.8394,27.0393,28.6393,0,36.7191,52.3187,74.6381,53.0387,179.995,178.316
317,Predator,Wednesday,NA,M,5,male,_.Whi,9,2,HA_T3,Treatment,a8070,NA,402.998,2.23894,15.6147,35133,41.599,124.797,15.7596,89.3578,2.07995,1.27997,62.4784,3.27992,1.99995,3.75991,107.757,4.79988,67.4383,179.995,46.2388
318,Predator,Wednesday,NA,P,8,female,Gre.Ora,9,2,HA_T3,Treatment,a7686,NA,1872.43,10.4026,15.2099,34222.2,-,0,34.5591,53.1187,8.71978,8.71978,23.3594,19.5195,21.4395,10.5597,102.317,25.2794,52.3987,179.995,173.036
319,Predator,Wednesday,NA,M,5,male,Yel.Pin,10,2,HA_T3,Treatment,a6996,NA,896.842,4.98258,11.2099,25222.2,8.95978,35.8391,17.3596,105.837,29.8393,7.9198,5.83985,7.27982,0.959976,4.95988,127.677,42.6389,9.67976,179.995,117.837
320,Predator,Wednesday,NA,P,8,male,Red.Pur,10,2,HA_T3,Treatment,a7325,NA,31.6632,0.175911,15.6949,35313.6,86.6378,173.276,0,0,1.35997,113.597,0,65.0384,0,0,0.319992,179.676,0,179.995,3.59991
321,Predator,Thursday,NA,U,5,female,_.Pin,1,2,HA_C3,Control,a7279,NA,1884.34,10.4688,19.9195,44818.8,-,0,23.4394,35.9191,10.7997,8.87978,54.8786,11.1197,16.8796,18.0795,67.4383,27.1993,85.3579,179.995,177.516
322,Predator,Thursday,NA,V,6,male,Whi.Ora,1,2,HA_C3,Control,a7264,NA,1140,6.33348,21.2647,47845.7,0.159996,0.159996,19.6795,15.3596,18.3995,13.2797,57.5186,12.7997,2.87993,40.079,42.7189,46.0788,91.1977,179.995,170.316
323,Predator,Thursday,NA,U,5,female,Red.Pin,2,2,HA_C3,Control,a7044,NA,1798.94,9.99436,14.5905,32828.6,9.19977,27.5993,30.3992,69.7583,9.11977,9.51976,26.3993,15.2796,9.43976,10.0797,110.637,26.7193,42.6389,179.995,141.196
324,Predator,Thursday,NA,V,6,female,Blu.Gre,2,2,HA_C3,Control,a6885,NA,1267.79,7.04348,23.6544,53222.3,46.0788,46.0788,18.3995,9.67976,9.43976,11.1197,37.3591,24.1594,54.3186,15.5196,45.0389,32.7992,102.157,179.995,127.197
325,Predator,Thursday,NA,U,5,female,Ora.Yel,3,2,HA_T3,Treatment,a7484,NA,1583.72,8.79865,18.6247,41905.5,0.319992,0.319992,33.9992,39.359,6.95983,6.79983,53.2787,12.1597,14.5596,12.8797,81.998,21.0395,76.9581,179.995,164.156
326,Predator,Thursday,NA,V,6,male,_.Whi,3,2,HA_T3,Treatment,a8070,NA,1117.16,6.2066,10.6525,23968.1,20.8795,62.6384,27.4393,110.877,4.23989,6.15985,12.1597,9.83975,3.11992,6.15985,145.276,15.3596,19.3595,179.995,102.317
327,Predator,Thursday,NA,U,5,male,Blu.Pin,4,2,HA_T3,Treatment,a6882,NA,2040.19,11.3347,22.5161,50661.2,-,0,18.8795,21.8395,12.4797,10.8797,36.7991,11.6797,45.2789,22.1594,48.3188,32.7192,98.9575,179.995,174.796
328,Predator,Thursday,NA,V,6,female,Red.Bla,4,2,HA_T3,Treatment,a7091,NA,146.597,0.814449,26.8792,60478.2,40.619,162.476,1.59996,0,0.959976,0.959976,28.4793,1.75996,0.879978,145.356,2.95993,3.35992,173.676,179.995,11.5997
329,Predator,Thursday,NA,U,5,male,_.Ora,5,2,HA_T3,Treatment,a7414,NA,1809.25,10.0516,21.3033,47932.3,-,0,15.9196,5.83985,27.8393,20.8795,48.3188,22.0794,8.63978,30.4792,35.5191,66.3183,78.158,179.995,178.076
330,Predator,Thursday,NA,V,6,male,Red.Pur,5,2,HA_T3,Treatment,a7325,NA,510.343,2.83531,12.3538,27796,40.639,121.917,68.7183,10.6397,4.39989,5.75986,4.23989,71.9982,0.159996,14.0796,148.796,14.3996,16.7996,179.995,51.3587
331,Predator,Thursday,NA,U,5,female,Bla.Bla,6,2,HA_C4,Control,a7601,NA,1321.99,7.34456,17.5908,39579.2,-,0,34.4791,45.1989,10.0797,8.31979,39.119,10.7197,18.3995,13.6797,86.8778,25.4394,67.6783,179.995,158.876
332,Predator,Thursday,NA,V,6,male,Pur.Blu,6,2,HA_C4,Control,a7737,NA,1264.31,7.02415,12.5204,28170.9,-,0,37.5191,55.9186,11.9997,15.1996,12.9597,24.3994,8.0798,13.9197,109.277,39.999,30.7192,179.995,175.516
333,Predator,Thursday,NA,U,5,female,Yel.Yel,7,2,HA_C4,Control,a7418,NA,1373.92,7.6331,20.8489,46909.9,-,0,15.9196,14.3996,22.8794,18.8795,47.7588,20.8795,7.59981,31.6792,42.9589,60.2385,76.7981,179.995,178.956
334,Predator,Thursday,NA,V,6,male,_.Yel,7,2,HA_C4,Control,a6807,NA,1083.27,6.01832,21.5445,48475.2,3.51991,7.03982,14.3196,18.5595,17.0396,15.0396,61.4385,14.2396,6.07985,33.2792,41.839,45.1189,93.0377,179.995,142.156
335,Predator,Thursday,NA,U,5,female,Red.Gre,8,2,HA_T4,Treatment,a7562,NA,1408.7,7.82628,10.1282,22788.5,0.159996,0.319992,35.9191,95.7576,6.07985,6.71983,13.8397,9.11977,4.1599,8.39979,137.917,17.8396,24.2394,179.995,168.876
336,Predator,Thursday,NA,V,6,male,Bro.Yel,8,2,HA_T4,Treatment,a7728,NA,809.035,4.49475,15.6087,35119.6,8.55979,34.2391,13.9996,86.7178,4.87988,4.55989,20.6395,5.83985,35.0391,8.31979,104.637,14.0796,61.2785,179.995,115.677
337,Predator,Thursday,NA,U,5,female,Bro.Whi,9,2,HA_T4,Treatment,a7358,NA,1200.84,6.6715,16.3546,36797.9,10.7331,64.3984,34.0791,51.7587,10.7997,14.3196,24.3194,14.9596,13.8397,15.9196,95.7576,34.3991,49.8388,179.995,106.237
338,Predator,Thursday,NA,V,6,female,Red.Pur,9,2,HA_T4,Treatment,a8062,NA,550.865,3.06044,8.30277,18681.2,1.67234,35.1191,34.0791,121.837,3.35992,6.23984,1.99995,9.03977,0.959976,2.47994,162.236,13.1997,4.55989,179.995,84.3979
339,Predator,Thursday,NA,U,5,male,_.Red,10,2,HA_T4,Treatment,a8057,NA,353.145,1.96197,9.90026,22275.6,47.2255,141.676,107.437,51.1987,3.9199,3.59991,4.63988,4.55989,0.559986,4.0799,161.676,10.3997,7.9198,179.995,31.0392
340,Predator,Thursday,NA,V,6,female,Bla.Gre,10,2,HA_T4,Treatment,a7608,NA,520.014,2.88904,12.8166,28837.3,2.59194,12.9597,52.4787,44.7189,13.8397,9.11977,13.8397,28.0793,4.0799,13.8397,123.357,29.9193,26.7193,179.995,86.9578
341,Predator,Friday,NA,U,5,female,Bro.Bla,1,2,HA_C1,Control,a7082,NA,1307.81,7.26578,21.5112,48400.3,0.276357,3.03992,20.4795,41.919,6.15985,6.23984,20.5595,9.51976,62.1584,12.9597,68.1583,20.3995,91.4377,179.995,143.036
342,Predator,Friday,NA,V,6,female,Pin.Whi,1,2,HA_C1,Control,a7281,NA,1101.16,6.12587,8.21568,18468.9,2.07995,14.5596,27.8393,121.117,3.59991,8.87978,4.1599,9.91975,1.27997,2.95993,155.196,17.5196,7.03982,179.995,152.876
343,Predator,Friday,NA,U,5,female,Gre.Gre,2,2,HA_C1,Control,a7698,NA,1760.39,9.78889,23.906,53764.6,0.639984,0.639984,13.4397,13.9197,13.7597,11.9197,41.519,15.5996,45.9988,23.8394,37.3591,37.3591,105.277,179.995,176.316
344,Predator,Friday,NA,V,6,male,Red.Ora,2,2,HA_C1,Control,a7614,NA,1695.49,9.4196,19.383,43611.8,-,0,25.0394,12.9597,20.1595,14.5596,55.7586,22.3194,7.11982,22.0794,51.5187,50.1587,78.318,179.995,176.796
345,Predator,Friday,NA,U,5,male,Bla._,3,2,HA_T1,Treatment,a7599,NA,1469.75,8.16547,18.7735,42240.3,6.87983,6.87983,35.2791,24.0794,12.7997,11.5997,29.7593,21.9195,28.1593,16.3996,75.3581,35.1991,69.4383,179.995,163.676
346,Predator,Friday,NA,V,6,male,Bro.Whi,3,2,HA_T1,Treatment,a7723,NA,1111.63,6.17587,7.1577,16104.8,1.01331,3.03992,74.9581,68.7983,2.07995,7.11982,1.51996,24.7994,0,0.719982,161.036,16.8796,2.07995,179.995,137.597
347,Predator,Friday,NA,U,5,male,Blu.Whi,4,2,HA_T1,Treatment,a6998,NA,1755.56,9.75333,18.9191,42567.9,-,0,15.3596,4.23989,32.7992,32.8792,26.7993,34.0791,8.1598,25.6794,41.039,88.3178,50.6387,179.995,178.316
348,Predator,Friday,NA,V,6,female,Ora.Ora,4,2,HA_T1,Treatment,a7379,NA,1506.73,8.37095,10.5623,23765.2,2.85326,17.1196,43.4389,77.5181,8.0798,9.19977,18.6395,14.3196,1.03997,7.75981,131.677,23.5994,24.7194,179.995,149.036
349,Predator,Friday,NA,U,5,female,_.Red,5,2,HA_T1,Treatment,a7319,NA,1528.85,8.50516,22.1212,49728.4,1.57996,12.6397,26.3993,15.7596,15.6796,9.75976,53.8387,11.2797,20.4795,26.7993,49.8388,34.1591,95.9976,179.995,156.236
350,Predator,Friday,NA,V,6,male,Red.Red,5,2,HA_T1,Treatment,a7468,NA,773.536,4.29753,16.0555,36124.8,1.47996,2.95993,30.7192,54.7986,16.0796,9.11977,30.1592,12.7997,11.6797,14.6396,94.3176,34.7991,50.8787,179.995,151.436
351,Predator,Friday,NA,U,5,male,Pur._,6,2,HA_C2,Control,a7056,NA,1065.47,5.91943,15.8687,35704.6,-,0,35.1191,41.839,13.5997,12.8797,21.1995,19.9195,21.3595,14.0796,90.0777,37.8391,52.0787,179.995,171.676
352,Predator,Friday,NA,V,6,female,Blu.Yel,6,2,HA_C2,Control,a6881,NA,1959.08,10.8841,13.6885,30799.1,8.00E-02,0.079998,29.1993,67.0383,11.2797,10.8797,26.3193,17.4396,5.35987,12.4797,108.237,31.7592,39.999,179.995,173.756
353,Predator,Friday,NA,U,5,male,Red.Pin,7,2,HA_C2,Control,a7096,NA,1420.97,7.89447,9.75634,21951.8,-,0,38.399,94.4776,5.59986,7.9198,6.47984,13.5197,8.0798,5.51986,142.396,19.1995,18.3995,179.995,176.716
354,Predator,Friday,NA,V,6,male,Bro.Pur,7,2,HA_C2,Control,a7729,NA,1049.58,5.83115,19.7155,44359.9,-,0,31.6792,18.0795,20.8795,11.8397,45.7589,13.5197,10.6397,27.5993,58.9585,45.2789,75.7581,179.995,153.836
355,Predator,Friday,NA,U,5,female,Red.Pur,8,2,HA_T2,Treatment,a7222,NA,1480.26,8.22388,8.97419,20191.9,-,0,70.7182,64.6384,7.43981,7.19982,7.43981,10.7997,5.99985,5.75986,143.516,19.2795,17.1996,179.995,177.516
356,Predator,Friday,NA,V,6,male,Bro.Blu,8,2,HA_T2,Treatment,a7251,NA,921.304,5.11848,19.6673,44251.4,0.26666,0.79998,23.6794,10.8797,20.7195,24.2394,43.0389,19.0395,7.43981,30.9592,46.3988,60.1585,73.4382,179.995,172.076
357,Predator,Friday,NA,U,5,male,Red.Red,9,2,HA_T2,Treatment,a7570,NA,530.737,2.94861,10.7144,24107.3,7.40981,59.2785,120.717,26.3993,2.15995,5.59986,3.19992,19.5195,0,2.39994,161.596,13.5197,4.87988,179.995,61.5185
358,Predator,Friday,NA,V,6,female,Pin.Pin,9,2,HA_T2,Treatment,a6840,NA,605.855,3.36594,25.2087,56719.7,0.786647,14.1596,17.4396,3.51991,6.63983,5.83985,113.837,14.6396,3.8399,14.2396,33.1992,17.3596,129.437,179.995,66.0783
359,Predator,Friday,NA,U,5,male,Bla.Bro,10,2,HA_T2,Treatment,a7142,NA,1844.97,10.2501,14.8963,33516.6,-,0,37.9191,50.5587,12.0797,13.6797,24.4794,18.9595,8.31979,13.9996,102.237,35.2791,42.4789,179.995,175.276
360,Predator,Friday,NA,V,6,male,Ora.Yel,10,2,HA_T2,Treatment,a7411,NA,823.76,4.57656,18.316,41211,0.119997,0.239994,20.4795,30.6392,16.8796,18.9595,32.9592,22.0794,19.5195,18.4795,66.0783,50.2387,63.6784,179.995,163.516
361,Predator,Monday,29/07/2019,A,1,male,Ora.Bla,1,1,HA_C1,Control,a7403,NA,1881.63,10.4537,15.524,34929,-,0,47.1188,32.7192,12.0797,13.2797,30.7992,21.9195,7.35982,14.7196,93.5977,37.2791,49.1188,179.995,171.276
362,Predator,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,NA,793.13,4.43001,21.9219,49105.1,3.24915,42.2389,8.0798,49.5988,7.9998,7.35982,35.3591,7.19982,52.6387,10.6397,62.4784,20.8795,95.5176,179.676,86.7978
363,Predator,Monday,29/07/2019,H,8,male,Blu.Yel,1,2,HA_C1,Control,a7002,NA,1316.13,7.31202,17.5793,39553.4,-,0,19.6795,2.47994,43.8389,29.9193,7.9198,37.9191,8.55979,29.6793,48.8788,98.8775,32.2392,179.995,175.036
364,Predator,Monday,29/07/2019,A,1,female,Blu.Blu,2,1,HA_C1,Control,a7659,NA,1528.96,8.49444,18.1475,40831.8,8.00E-02,0.079998,9.19977,1.83995,25.1994,37.6791,15.2796,54.3186,11.9197,24.5594,41.199,95.1176,43.6789,179.995,174.956
365,Predator,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,NA,1581.6,8.78691,16.7659,37723.3,-,0,35.6791,9.43976,24.3194,22.4794,21.9195,33.9192,5.11987,27.1193,67.9183,66.2383,45.8389,179.995,177.436
366,Predator,Monday,29/07/2019,H,8,male,Red.Ora,2,2,HA_C1,Control,a7614,NA,1468.55,8.15884,17.2855,38892.4,-,0,19.0395,11.5997,24.0794,28.2393,24.6394,39.759,4.0799,28.5593,59.0385,72.1582,48.7988,179.995,173.516
367,Predator,Monday,29/07/2019,A,1,male,Red.Yel,3,1,HA_C1,Control,a7563,NA,1309.29,7.27401,13.3184,29966.5,8.00E-02,0.159996,37.9191,62.7984,10.7997,13.0397,8.95978,17.7596,20.1595,8.55979,113.277,32.4792,34.2391,179.995,158.956
368,Predator,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,NA,967.468,5.37495,23.7832,53512.2,13.8717,69.3583,22.5594,14.9596,10.2397,9.83975,96.7176,8.79978,1.75996,15.1196,43.3589,27.4393,109.197,179.995,98.2375
369,Predator,Monday,29/07/2019,H,8,female,Pin.Bro,3,2,HA_T1,Treatment,a7697,NA,575.032,3.1947,15.8721,35712.3,25.5194,127.597,61.9185,7.59981,5.67986,3.67991,42.0789,48.8788,2.31994,7.8398,117.117,13.1197,49.7588,179.995,44.1589
370,Predator,Monday,29/07/2019,A,1,female,Ora.Ora,4,1,HA_T1,Treatment,a7379,NA,1926.27,10.7018,13.5314,30445.6,8.00E-02,0.159996,55.9986,27.1993,11.9997,14.1596,22.3994,30.1592,2.87993,15.1996,106.317,37.7591,35.9191,179.995,176.156
371,Predator,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,NA,1358.04,7.54488,11.4845,25840.1,-,0,50.6387,47.2788,20.5595,18.2395,5.59986,22.7194,0.239994,14.7196,113.037,51.7587,15.1996,179.995,178.476
372,Predator,Monday,29/07/2019,H,8,female,_.Red,4,2,HA_T1,Treatment,a7319,NA,1527.79,8.48792,9.0476,20357.1,-,0,61.7585,74.3981,6.39984,5.11987,10.3197,9.91975,4.23989,7.8398,143.996,15.7596,20.2395,179.995,171.596
373,Predator,Monday,29/07/2019,A,1,male,Pin.Bro,5,1,HA_T1,Treatment,a7191,NA,1117.66,6.20935,28.1114,63250.6,-,0,7.9198,0.719982,11.5197,8.55979,43.1189,11.9197,74.3981,21.8395,17.3596,28.8793,133.757,179.995,170.716
374,Predator,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,NA,1964.54,10.9144,14.5592,32758.3,8.00E-02,0.079998,48.6388,27.5193,12.7197,17.0396,25.3594,28.9593,2.87993,16.8796,95.9176,45.5189,38.559,179.995,175.116
375,Predator,Monday,29/07/2019,H,8,male,Bro.Whi,5,2,HA_T1,Treatment,a7723,NA,1637.85,9.0994,16.5958,37340.5,-,0,43.2789,10.5597,22.7994,20.1595,29.1193,28.7193,2.63993,22.7194,73.1982,59.4385,47.3588,179.995,174.476
376,Predator,Monday,29/07/2019,A,1,male,Ora.Bro,6,1,HA_C2,Control,a6967,NA,1449.24,8.05156,14.2654,32097.2,6.79983,13.5997,39.839,42.3189,13.5197,14.8796,24.4794,24.2394,5.19987,15.5196,99.1975,41.439,39.359,179.995,161.356
377,Predator,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,NA,1461.83,8.12146,14.8485,33409.1,2.47994,4.95988,43.9989,3.43991,23.3594,35.0391,12.3997,38.319,0,23.4394,74.4781,77.6781,27.8393,179.995,168.796
378,Predator,Monday,29/07/2019,H,8,male,Gre.Gre,6,2,HA_C2,Control,a7688,NA,1814.88,10.0829,17.8725,40213,-,0,36.4791,18.9595,16.9596,14.1596,40.879,20.6395,8.79978,23.1194,69.7583,43.5189,66.7183,179.995,175.356
379,Predator,Monday,29/07/2019,A,1,male,Pin.Yel,7,1,HA_C2,Control,a6847,NA,423.316,2.35181,22.0625,49640.6,42.7189,128.157,1.83995,0,90.3177,4.79988,4.0799,13.5197,0,65.4384,11.5997,156.796,11.5997,179.995,40.079
380,Predator,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,NA,1299.08,7.21731,14.099,31722.8,18.5595,18.5595,21.6795,19.2795,21.6795,35.2791,4.79988,61.1185,0,16.1596,82.9579,83.0379,13.9996,179.995,154.396
381,Predator,Monday,29/07/2019,H,8,male,Pur.Blu,7,2,HA_C2,Control,a7163,NA,1257.36,6.98549,11.2057,25212.9,-,0,72.2382,43.2789,8.71978,8.1598,16.0796,19.9995,2.95993,8.55979,129.357,25.9993,24.6394,179.995,174.556
382,Predator,Monday,29/07/2019,A,1,male,Ora.Yel,8,1,HA_C2,Control,a7153,NA,2235.16,12.4179,13.6253,30656.8,-,0,47.8388,40.559,16.5596,16.3196,16.4796,21.5995,2.07995,18.5595,103.357,44.8789,31.7592,179.995,174.716
