"","X","Time","Day","Date","Video","Arena","Sex","Mark","Session","Camera","Tank","Group","Fish_ID","Notes","tot_dist","mean_speed","mean_dist_05","tot_dist_05","freeze_mean","freeze_dur","zone_510_dur","zone_05_dur","zone_2025_dur","zone_1520_dur","zone_3035_dur","zone_1015_dur","zone_3540_dur","zone_2530_dur","zone_near_dur","zone_middle_dur","zone_far_dur","arena_dur","moving_dur"
"127",1567,"13-16","Tuesday",NA,"L",4,"female","Bla.Bla",2,1,"HA_C4","Control","a7601",NA,523.788,2.91001,21.6158,48635.5,"1.9999499999999999",21.9994,4.55989,64.7184,4.0799,1.59996,32.1592,2.87993,67.5183,2.47994,71.1982,7.43981,101.357,179.995,108.797
"128",1568,"13-16","Tuesday",NA,"P",8,"female","Bro.Whi",2,2,"HA_C4","Control","a7438",NA,63.1504,0.350844,4.89858,11021.8,"169.99600000000001",169.996,0.39999,179.596,0,0,0,0,0,0,179.995,0,0,179.995,7.9998
"129",1569,"13-16","Tuesday",NA,"J",2,"female","Whi.Whi",3,1,"HA_C4","Control","a7661",NA,847.397,4.70788,5.06653,11399.7,"0.23999400000000001",0.239994,13.0397,161.676,0.639984,1.03997,0.319992,2.71993,0.319992,0.239994,176.716,2.47994,0.79998,179.995,143.676
"130",1570,"13-16","Tuesday",NA,"K",3,"female","Gre.Yel",3,1,"HA_C4","Control","a6971",NA,1091.83,6.06589,7.10546,15987.3,"-",0,23.2794,130.317,3.59991,3.75991,5.99985,9.11977,0.639984,3.27992,160.076,10.8797,9.03977,179.995,162.476
"131",1571,"13-16","Tuesday",NA,"L",4,"male","Pur.Blu",3,1,"HA_C4","Control","a7737",NA,770.926,4.28303,6.51817,14665.9,"7.9998E-2",0.319992,12.0797,149.196,3.9199,3.43991,2.31994,5.67986,0.79998,2.55994,165.676,9.51976,4.79988,179.995,145.276
"132",1572,"13-16","Tuesday",NA,"P",8,"male","Blu.Bla",3,2,"HA_T4","Treatment","a6891",NA,1760.66,9.80784,11.7148,26299.7,"7.9998E-2",0.079998,25.9194,73.1982,16.2396,16.9596,12.7197,18.2395,0,16.2396,111.277,44.3189,23.9194,179.836,174.796
"133",1573,"13-16","Tuesday",NA,"J",2,"male","_.Red",4,1,"HA_T4","Treatment","a8057",NA,1299.67,7.22054,6.8473,15406.4,"-",0,30.8792,122.477,4.23989,6.07985,1.83995,11.5197,0,2.95993,161.516,15.1996,3.27992,179.995,163.916
"134",1574,"13-16","Tuesday",NA,"K",3,"female","Bro.Whi",4,1,"HA_T4","Treatment","a7358",NA,1084.14,6.02316,12.8771,28973.5,"14.6396",43.9189,12.0797,100.797,6.55984,5.91985,40.959,7.9198,0,5.75986,118.317,16.8796,44.7989,179.995,124.717
"135",1575,"13-16","Tuesday",NA,"L",4,"male","Bla.Pin",4,1,"HA_T4","Treatment","a7138",NA,1553.49,8.63072,18.1293,40790.8,"-",0,11.9997,52.5587,12.8797,10.8797,30.4792,12.7197,29.8393,18.6395,73.4382,32.5592,73.9981,179.995,166.236
"136",1576,"13-16","Tuesday",NA,"P",8,"female","Ora.Gre",4,2,"HA_T4","Treatment","a7061",NA,378.753,2.10424,5.26832,11853.7,"14.239599999999999",71.1982,1.83995,174.556,1.11997,0.239994,0.79998,0.239994,0.319992,0.879978,176.556,1.83995,1.59996,179.995,75.1181
"137",1577,"13-16","Tuesday",NA,"J",2,"male","Gre.Pur",5,1,"HA_T4","Treatment","a7297",NA,703.061,3.90599,5.52101,12422.3,"34.999099999999999",69.9982,20.8795,126.237,2.31994,3.51991,1.43996,21.8395,0,3.75991,167.596,8.0798,4.31989,179.995,101.757
"138",1578,"13-16","Tuesday",NA,"K",3,"male","Gre.Bro",5,1,"HA_T4","Treatment","a7018",NA,1502.61,8.34805,12.3249,27731,"-",0,43.4389,44.0789,18.2395,20.4795,13.5197,27.9993,0.159996,12.0797,106.717,52.0787,21.1995,179.995,178.636
"139",1579,"13-16","Tuesday",NA,"L",4,"male","_.Bla",5,1,"HA_T4","Treatment","a6799",NA,389.304,2.16285,5.50422,12384.5,"4.6398799999999998",32.4792,4.79988,162.236,12.1597,0.39999,0,0.39999,0,0,167.356,12.6397,0,179.995,80.718
"140",1580,"13-16","Tuesday",NA,"P",8,"male","Red.Yel",5,2,"HA_T4","Treatment","a7321",NA,492.329,2.73523,6.76054,15211.2,"0.15199599999999999",1.51996,0.559986,164.876,0.239994,0.239994,0.479988,0.319992,13.0397,0.239994,165.676,0.639984,13.6797,179.995,111.117
"141",1581,"13-16","Tuesday",NA,"J",2,"male","Yel._",6,1,"HA_C1","Control","a7475",NA,1007.07,5.59496,8.10945,18246.3,"0.71998200000000001",0.719982,22.3994,121.437,7.51981,6.31984,4.79988,9.67976,0,7.8398,149.916,18.9595,11.1197,179.995,151.916
"142",1582,"13-16","Tuesday",NA,"K",3,"female","Bro.Bla",6,1,"HA_C1","Control","a7082",NA,752.851,4.18261,4.10142,9228.2,"8.6597799999999996",34.6391,4.71988,172.956,0.319992,0.319992,0.79998,0.39999,0,0.479988,177.996,0.879978,1.11997,179.995,117.037
"143",1583,"13-16","Tuesday",NA,"L",4,"male","Whi.Blu",6,1,"HA_C1","Control","a7179",NA,1362.93,7.57205,8.89909,20022.9,"2.7399300000000002",10.9597,50.1587,86.8778,8.87978,7.19982,7.27982,10.3197,0.719982,8.55979,144.636,21.5995,13.7597,179.995,153.916
"144",1584,"13-16","Tuesday",NA,"P",8,"female","Pin.Whi",6,2,"HA_C1","Control","a7281",NA,1217.42,6.77566,8.22506,18481.7,"6.78383",33.9192,55.8386,95.5176,4.23989,4.87988,6.07985,5.51986,1.91995,5.99985,155.116,12.3197,12.5597,179.995,134.397
"145",1585,"13-16","Tuesday",NA,"J",2,"male","Bro.Bro",7,1,"HA_C1","Control","a7720",NA,957.351,5.31875,7.0462,15853.9,"0.159996",0.159996,19.2795,135.597,4.0799,5.43986,3.27992,9.11977,0,3.19992,161.756,13.3597,4.87988,179.995,154.876
"146",1586,"13-16","Tuesday",NA,"K",3,"female","Gre.Gre",7,1,"HA_C1","Control","a7698",NA,1477.04,8.20596,7.68257,17285.8,"4.5865499999999999",13.7597,17.3596,130.717,4.79988,4.79988,6.47984,5.51986,3.8399,6.47984,151.916,13.2797,14.7996,179.995,155.916
"147",1587,"13-16","Tuesday",NA,"L",4,"female","Ora.Pin",7,1,"HA_C1","Control","a7498",NA,590.701,3.28175,5.32687,11985.5,"0.94854799999999995",6.63983,11.7597,144.476,0.79998,0.559986,0.639984,20.2395,0,1.51996,174.556,3.75991,1.67996,179.995,122.477
"148",1588,"13-16","Tuesday",NA,"P",8,"female","Red.Red",7,2,"HA_C1","Control","a6899",NA,530.287,2.94611,3.94189,8869.26,"9.7775299999999996E-2",0.879978,0.39999,178.076,0.319992,0.39999,0,0.39999,0,0.39999,178.796,0.959976,0.239994,179.995,121.037
"149",1589,"13-16","Tuesday",NA,"J",2,"male","Pin.Ora",8,1,"HA_C1","Control","a7555",NA,866.059,4.81156,6.26552,14097.4,"0.159996",0.319992,20.9595,138.557,4.31989,4.39989,2.47994,7.03982,0,2.23994,164.716,11.2797,3.9999,179.995,151.516
"150",1590,"13-16","Tuesday",NA,"K",3,"male","Red.Pin",8,1,"HA_C1","Control","a6985",NA,514.827,2.86022,4.96098,11162.2,"0.159996",1.11997,1.43996,172.396,0.159996,0.239994,1.75996,0.159996,3.51991,0.319992,173.916,0.559986,5.51986,179.995,113.437
"151",1591,"13-16","Tuesday",NA,"L",4,"female","Blu.Blu",8,1,"HA_C1","Control","a7659",NA,548.921,3.04964,3.8631,8691.98,"9.9997500000000003E-2",0.79998,2.63993,174.156,1.11997,0.559986,0,1.51996,0,0,177.836,2.15995,0,179.995,117.437
"152",1592,"13-16","Tuesday",NA,"P",8,"female","_.Red",8,2,"HA_T1","Treatment","a7319",NA,407.272,2.26268,3.44555,7752.49,"0.111997",1.67996,0.319992,177.676,0.39999,0.319992,0.479988,0.39999,0,0.39999,178.236,1.03997,0.719982,179.995,90.8777
"153",1593,"13-16","Tuesday",NA,"J",2,"female","Bla.Pur",9,1,"HA_T1","Treatment","a6925",NA,748.271,4.15716,5.94872,13384.6,"1.57996",12.6397,59.1185,94.4776,0.39999,2.55994,0,23.4394,0,0,173.916,6.07985,0,179.995,127.757
"154",1594,"13-16","Tuesday",NA,"K",3,"female","Ora.Ora",9,1,"HA_T1","Treatment","a7379",NA,515.094,2.86171,4.37657,9847.27,"8.8886699999999999E-2",0.79998,3.19992,176.556,0,0,0,0.239994,0,0,179.995,0,0,179.995,123.037
