Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,Fish_ID,Group,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist_Activity,mean_speed_Activity,mean_dist_05_Activity,tot_dist_05_Activity,freeze_dur_Activity,zone_510_dur_Activity,zone_05_dur_Activity,zone_2025_dur_Activity,zone_1520_dur_Activity,zone_3035_dur_Activity,zone_1015_dur_Activity,zone_3540_dur_Activity,zone_2530_dur_Activity,zone_near_dur_Activity,zone_middle_dur_Activity,zone_far_dur_Activity,arena_dur_Activity,moving_dur_Activity
Post-assay,Tuesday,20/08/2019,O,7,male,Red.Yel,7,2,HA_C1,a7563,Control,,Predator,Novel,Aggression,Social,1366.05,7.58933,17.1213,38523,37.1191,26.1593,29.2793,34.7991,11.9197,20.8795,18.5595,0.959976,37.4391,68.3983,73.1182,38.479,179.995,134.237
Post-assay,Tuesday,30/07/2019,C,3,male,Red.Bro,2,1,HA_C3,a7564,Control,,Social,Aggression,Predator,Novel,1129.39,6.27457,18.6855,42042.3,0,22.2394,39.439,14.4796,12.7997,31.1992,17.4396,24.8794,17.5196,73.3582,37.6791,68.9583,179.995,176.396
Post-assay,Thursday,12/09/2019,Q,1,male,Red.Bro,1,1,HA_C3,a7564,Control,,Aggression,Predator,Novel,Social,588.261,3.2682,17.314,38956.5,45.0389,10.7197,74.3981,5.51986,4.79988,60.7985,5.99985,10.6397,7.11982,88.7978,15.1196,76.0781,179.995,97.1176
Post-assay,Wednesday,21/08/2019,J,2,male,Red.Bro,7,1,HA_C3,a7564,Control,,Novel,Social,Aggression,Predator,204.151,1.1342,12.0561,27126.2,157.356,95.9176,0.559986,3.51991,1.91995,2.79993,71.3582,0,3.9199,166.636,7.8398,5.51986,179.995,17.3596
Post-assay,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,a7570,Treatment,,Social,Aggression,Novel,Predator,443.575,2.46437,24.4025,54905.7,39.679,0,0,63.4384,17.5996,32.3992,1.75996,0.959976,63.8384,0,112.957,67.0383,179.995,74.1581
Post-assay,Friday,13/09/2019,U,5,male,Red.Red,9,2,HA_T2,a7570,Treatment,,Aggression,Social,Predator,Novel,492.218,2.73704,9.79898,22028.1,17.0396,114.957,49.2788,1.75996,2.71993,2.95993,6.15985,0.719982,1.43996,169.516,5.75986,4.71988,179.995,69.2783
Post-assay,Wednesday,21/08/2019,O,7,male,Red.Red,5,2,HA_T2,a7570,Treatment,,Predator,Novel,Aggression,Social,483.19,2.68445,14.9219,33574.4,22.7994,44.2389,13.2797,25.0394,30.7192,5.11987,42.7989,0.319992,18.4795,84.3979,83.6779,11.9197,179.995,60.7185
Post-assay,Tuesday,30/07/2019,A,1,female,Pur.Red,8,1,HA_C4,a7578,Control,,Social,Novel,Aggression,Predator,1484.08,8.2451,14.7672,33226.2,0,26.0793,61.6785,12.0797,9.83975,25.5194,15.2796,16.8796,12.6397,98.4775,30.5592,50.9587,179.995,176.316
Post-assay,Thursday,12/09/2019,T,4,female,Pur.Red,8,1,HA_C4,a7578,Control,,Predator,Aggression,Social,Novel,369.202,2.05117,31.5357,70955.3,93.1177,1.11997,1.99995,1.27997,0.719982,117.117,0.719982,49.1988,7.8398,3.59991,4.39989,171.996,179.995,72.7982
Post-assay,Tuesday,20/08/2019,I,1,female,Pur.Red,2,1,HA_C4,a7578,Control,,Aggression,Novel,Social,Predator,191.467,1.06373,35.2744,79367.4,157.756,0.639984,0.959976,0.39999,0.479988,1.67996,0.479988,174.796,0.559986,1.91995,1.19997,176.876,179.995,17.5196
Post-assay,Monday,29/07/2019,B,2,male,Bla._,4,1,HA_T1,a7599,Treatment,,Novel,Aggression,Predator,Social,441.933,2.45525,27.7262,62383.8,82.7979,9.83975,1.59996,3.51991,3.59991,141.916,4.31989,4.71988,10.4797,14.2396,10.3197,155.436,179.995,63.9984
Post-assay,Friday,13/09/2019,U,5,male,Bla._,3,2,HA_T1,a7599,Treatment,,Aggression,Social,Predator,Novel,1202.14,6.6787,11.2713,25360.5,31.3592,43.2789,79.278,7.59981,7.35982,14.9596,11.1997,7.11982,9.19977,130.397,20.7995,28.7993,179.995,127.357
Post-assay,Tuesday,20/08/2019,L,4,male,Bla._,10,1,HA_T1,a7599,Treatment,,Aggression,Social,Novel,Predator,275.374,1.52989,29.8362,67131.5,121.917,2.71993,1.51996,3.27992,2.31994,136.557,2.23994,26.9593,4.39989,5.59986,7.9998,166.396,179.995,31.7592
Post-assay,Tuesday,30/07/2019,F,6,female,Bla.Bla,6,2,HA_C4,a7601,Control,,Predator,Aggression,Novel,Social,1737.86,9.65502,18.5981,41845.7,0,23.9994,37.4391,14.5596,12.3997,34.4791,14.8796,26.4793,15.7596,71.2782,36.4791,72.2382,179.995,175.596
Post-assay,Thursday,12/09/2019,U,5,female,Bla.Bla,6,2,HA_C4,a7601,Control,,Aggression,Social,Predator,Novel,405.702,2.25396,27.5393,61963.5,129.917,6.95983,27.0393,2.31994,2.55994,89.1978,3.03992,45.8389,3.03992,35.9191,6.95983,137.117,179.995,33.6792
Post-assay,Tuesday,20/08/2019,L,4,female,Bla.Bla,2,1,HA_C4,a7601,Control,,Aggression,Social,Novel,Predator,648.392,3.60227,15.9484,35883.8,29.3593,21.1995,78.398,3.59991,3.19992,57.2786,3.59991,6.63983,6.07985,101.917,9.91975,68.1583,179.995,70.4782
Post-assay,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,a7604,Treatment,22 Sec Delay,Social,Aggression,Novel,Predator,1405.71,7.80969,23.4569,52778,18.8795,10.1597,21.8395,17.1196,9.19977,55.7586,11.9197,28.0793,25.9194,40.239,37.1191,102.637,179.995,143.676
Post-assay,Tuesday,30/07/2019,F,6,female,Bla.Gre,8,2,HA_T4,a7608,Treatment,,Predator,Aggression,Novel,Social,341.329,1.89632,10.4301,23467.7,123.997,145.516,5.43986,1.83995,1.83995,1.19997,23.0394,0,1.11997,171.436,6.63983,1.91995,179.995,27.8393
Post-assay,Thursday,12/09/2019,V,6,female,Bla.Gre,10,2,HA_T4,a7608,Treatment,,Aggression,Novel,Predator,Social,679.901,3.77732,18.6568,41977.8,9.43976,28.1593,16.1596,25.1194,17.6796,22.8794,24.4794,1.19997,44.3189,60.7985,62.7184,56.4786,179.995,87.3578
Post-assay,Tuesday,20/08/2019,M,5,female,Bla.Gre,4,2,HA_T4,a7608,Treatment,,Social,Novel,Predator,Aggression,792.403,4.40235,15.1893,34175.9,5.67986,59.5185,23.7594,8.87978,14.1596,26.3993,25.9194,7.03982,14.3196,104.957,30.6392,44.3989,179.995,99.3575
Post-assay,Tuesday,30/07/2019,A,1,male,Red._,2,1,HA_C3,a7611,Control,,Social,Novel,Aggression,Predator,1637.19,9.09574,25.6575,57729.3,0.159996,10.7197,12.5597,16.1596,10.9597,45.8389,11.1197,51.0387,21.5995,30.4792,36.6391,112.877,179.995,165.356
Post-assay,Thursday,12/09/2019,R,2,male,Red._,2,1,HA_C3,a7611,Control,,Novel,Predator,Social,Aggression,590.449,3.28035,27.918,62815.4,117.597,7.35982,18.5595,2.63993,2.31994,73.3582,2.87993,69.9982,2.87993,27.7593,6.95983,145.276,179.995,44.3989
Post-assay,Wednesday,21/08/2019,I,1,male,Red._,7,1,HA_C3,a7611,Control,,Aggression,Novel,Social,Predator,1710.98,9.5057,33.5112,75400.3,0,0,0,0,0,11.8397,0,168.156,0,0,0,179.995,179.995,170.236
Post-assay,Monday,29/07/2019,H,8,male,Red.Ora,2,2,HA_C1,a7614,Control,,Novel,Aggression,Social,Predator,1540.22,8.55698,23.4162,52686.4,0.079998,9.03977,0,24.6394,17.5996,45.7589,22.2394,21.6795,39.039,22.9594,63.7584,93.2777,179.995,176.076
Post-assay,Friday,13/09/2019,V,6,male,Red.Ora,2,2,HA_C1,a7614,Control,,Aggression,Novel,Predator,Social,663.971,3.68882,5.31411,11956.8,31.5992,20.8795,133.037,4.63988,4.23989,6.39984,5.43986,0.559986,4.79988,157.596,11.9197,10.4797,179.995,68.4783
Post-assay,Tuesday,20/08/2019,N,6,male,Red.Ora,6,2,HA_C1,a7614,Control,,Novel,Predator,Aggression,Social,1002.85,5.57155,19.2959,43415.7,28.3193,22.3994,27.7593,13.7597,20.0795,27.5993,16.6396,37.5991,14.1596,60.2385,44.7989,74.9581,179.995,120.317
Post-assay,Tuesday,30/07/2019,G,7,female,Whi.Whi,5,2,HA_T3,a7640,Treatment,,Social,Predator,Novel,Aggression,2124.57,11.8035,10.8272,24361.2,0,35.5191,90.6377,5.99985,4.47989,21.5195,9.27977,4.47989,8.0798,131.597,16.7196,31.6792,179.995,175.276
Post-assay,Thursday,12/09/2019,Q,1,female,Whi.Whi,5,1,HA_T3,a7640,Treatment,,Aggression,Predator,Novel,Social,2211.98,12.4216,19.7124,43998.1,0,20.5595,37.5191,13.1197,12.0797,45.1189,13.5997,21.9994,15.6796,66.8783,34.7991,77.998,179.676,177.116
Post-assay,Wednesday,21/08/2019,O,7,female,Whi.Whi,8,2,HA_T3,a7640,Treatment,,Predator,Novel,Aggression,Social,860.611,4.78129,12.1214,27273.2,35.3591,47.2788,34.5591,5.35987,6.79983,8.79978,68.5583,3.8399,4.79988,143.036,21.3595,15.5996,179.995,89.5978
Post-assay,Tuesday,30/07/2019,C,3,male,Whi.Ora,10,1,HA_T4,a7646,Treatment,,Social,Aggression,Predator,Novel,1887.8,10.488,17.4899,39352.2,0,33.8392,44.9589,11.5197,7.9998,40.159,9.19977,17.9196,14.3996,84.8779,26.5593,68.5583,179.995,175.356
Post-assay,Thursday,12/09/2019,W,7,male,Whi.Ora,9,2,HA_T4,a7646,Treatment,,Predator,Novel,Social,Aggression,1634.17,9.07892,16.6624,37490.4,0,28.2393,39.439,16.7196,13.1997,29.8393,19.9195,11.2797,21.3595,81.438,44.1589,54.3986,179.995,178.156
Post-assay,Tuesday,20/08/2019,O,7,male,Whi.Ora,4,2,HA_T4,a7646,Treatment,,Predator,Novel,Aggression,Social,1956.32,10.8687,21.8331,49124.4,0,23.2794,3.9199,20.0795,17.3596,57.3586,19.5195,5.27987,33.1992,40.799,51.9987,87.1978,179.995,177.276
Post-assay,Friday,13/09/2019,T,4,female,Whi.Bro,9,1,HA_T2,a7649,Treatment,,Predator,Aggression,Social,Novel,2028.65,11.2706,20.4127,45928.5,0,21.1195,8.55979,25.9194,22.3194,37.8391,21.1995,18.0795,24.9594,44.2389,62.9584,72.7982,179.995,178.876
Post-assay,Wednesday,21/08/2019,I,1,female,Whi.Bro,5,1,HA_T2,a7649,Treatment,,Aggression,Novel,Social,Predator,1243.5,6.9085,29.115,65508.8,0.079998,7.43981,5.35987,8.79978,5.27987,43.7589,6.55984,91.2777,11.5197,16.9596,19.9995,143.036,179.995,153.676
Post-assay,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,a7658,Control,,Social,Aggression,Novel,Predator,1283.77,7.13226,8.93871,20112.1,0.079998,30.3192,110.797,5.83985,4.95988,9.03977,7.51981,2.31994,9.19977,146.876,16.3196,16.7996,179.995,163.676
Post-assay,Friday,13/09/2019,Q,1,female,_._,7,1,HA_C2,a7658,Control,,Aggression,Predator,Novel,Social,2417.68,13.4498,18.9485,42596.3,0,22.0794,21.7595,21.6795,19.9995,44.5589,19.8395,3.8399,26.2393,55.9186,57.5986,66.4783,179.995,177.356
Post-assay,Wednesday,21/08/2019,M,5,female,_._,1,2,HA_C2,a7658,Control,,Social,Novel,Predator,Aggression,1850.46,10.2806,9.69429,21812.2,0,35.4391,82.7979,11.6797,12.9597,9.75976,16.7996,0,10.5597,129.837,34.4791,15.6796,179.995,176.476
Post-assay,Monday,29/07/2019,A,1,female,Blu.Blu,2,1,HA_C1,a7659,Control,,Social,Novel,Aggression,Predator,1325.31,7.36302,16.6495,37461.3,0.079998,19.5995,47.9188,15.3596,15.7596,15.7596,21.0395,26.0793,18.4795,82.6379,42.7189,54.6386,179.995,163.516
Post-assay,Friday,13/09/2019,Q,1,female,Blu.Blu,2,1,HA_C1,a7659,Control,,Aggression,Predator,Novel,Social,1704.02,9.47544,23.1688,52106.6,0,15.1196,9.11977,20.0795,16.0796,49.6788,12.7997,26.0793,31.0392,32.3192,50.5587,97.1176,179.995,177.996
Post-assay,Tuesday,20/08/2019,L,4,female,Blu.Blu,8,1,HA_C1,a7659,Control,,Aggression,Social,Novel,Predator,1610.11,8.94528,18.4442,41499.3,0,21.8395,23.4394,22.0794,18.9595,29.9193,21.0395,21.4395,21.2795,58.3985,56.1586,65.4384,179.995,179.276
Post-assay,Tuesday,30/07/2019,E,5,female,Whi.Whi,6,2,HA_C4,a7661,Control,,Social,Predator,Aggression,Novel,1719.68,9.55402,16.5223,37175.3,0,21.7595,49.5988,17.2796,14.6396,24.7194,15.1996,19.6795,17.1196,81.438,42.0789,56.4786,179.995,177.116
Post-assay,Thursday,12/09/2019,Q,1,female,Whi.Whi,6,1,HA_C4,a7661,Control,,Aggression,Predator,Novel,Social,1344.91,7.47192,23.2882,52398.5,0,13.5997,22.3194,10.4797,11.6797,41.759,12.9597,53.5987,13.5997,43.9189,31.2792,104.797,179.995,175.436
Post-assay,Tuesday,20/08/2019,J,2,female,Whi.Whi,3,1,HA_C4,a7661,Control,,Novel,Social,Aggression,Predator,1278.67,7.10391,21.4468,48255.2,0.479988,13.0397,43.9989,6.95983,6.95983,21.9994,8.87978,66.7183,11.4397,62.3984,20.1595,97.4376,179.995,153.276
Post-assay,Monday,29/07/2019,G,7,female,Bro.Bro,4,2,HA_T1,a7662,Treatment,,Social,Predator,Novel,Aggression,1565.55,8.69774,26.7183,60116.1,0,5.75986,24.2394,4.63988,4.0799,30.3992,7.19982,97.8376,5.83985,33.8392,13.6797,132.477,179.995,164.236
Post-assay,Friday,13/09/2019,X,8,female,Bro.Bro,5,2,HA_T1,a7662,Treatment,,Predator,Social,Novel,Aggression,2038.2,11.3236,10.903,24531.8,0,19.4395,106.237,5.59986,4.79988,16.1596,7.67981,12.7197,7.35982,130.877,14.8796,34.2391,179.995,176.556
Post-assay,Tuesday,20/08/2019,J,2,female,Bro.Bro,10,1,HA_T1,a7662,Treatment,,Novel,Social,Aggression,Predator,1993.22,11.0737,21.0265,47309.5,0,20.2395,18.9595,14.7996,13.7597,38.319,15.6796,34.8791,23.3594,49.4388,39.519,91.0377,179.995,177.676
Post-assay,Tuesday,30/07/2019,C,3,female,Gre.Pin,3,1,HA_C3,a7679,Control,,Social,Aggression,Predator,Novel,2408.14,13.3789,19.2321,43272.1,0,28.3193,28.3993,15.5196,13.6797,38.239,17.6796,18.6395,19.5195,68.6383,41.279,70.0782,179.995,174.076
Post-assay,Thursday,12/09/2019,Q,1,female,Gre.Pin,3,1,HA_C3,a7679,Control,,Aggression,Predator,Novel,Social,800.971,4.44995,29.1207,65521.5,50.9587,5.99985,7.11982,7.27982,4.63988,72.4782,3.9999,67.3583,11.1197,15.8396,16.0796,148.076,179.995,70.8782
Post-assay,Wednesday,21/08/2019,I,1,female,Gre. Pin,6,1,HA_C3,a7679,Control,,Aggression,Novel,Social,Predator,718.404,3.99123,30.2625,68090.7,54.3986,6.47984,8.1598,5.03987,5.27987,12.6397,5.43986,131.277,5.67986,18.2395,13.9197,147.836,179.995,71.5182
Post-assay,Friday,13/09/2019,X,8,male,Gre.Bro,3,2,HA_T1,a7683,Treatment,,Predator,Social,Novel,Aggression,352.087,1.95609,29.0872,65446.2,117.917,0,0,4.55989,1.91995,138.557,1.35997,23.9994,9.59976,0.79998,10.3197,168.876,179.995,42.9589
Post-assay,Tuesday,20/08/2019,K,3,male,Gre.Bro,10,1,HA_T1,a7683,Treatment,,Predator,Social,Aggression,Novel,1027.11,5.70633,26.4785,59576.7,63.2784,10.9597,7.9998,7.75981,10.4797,107.677,8.87978,12.6397,13.5997,25.3594,23.8394,130.797,179.995,102.877
Post-assay,Monday,29/07/2019,G,7,female,Gre.Blu,10,2,HA_T2,a7684,Treatment,,Social,Predator,Novel,Aggression,2411.22,13.396,21.955,49398.7,0,15.6796,16.5596,16.3996,14.2396,59.4385,14.8796,17.3596,25.4394,41.199,42.7989,95.9976,179.995,179.116
Post-assay,Tuesday,30/07/2019,F,6,female,Gre.Ora,3,2,HA_T3,a7686,Treatment,,Predator,Aggression,Novel,Social,507.485,2.81943,34.5405,77716.2,117.597,0,0,0,0,2.31994,0,177.676,0,0,0,179.995,179.995,55.9986
Post-assay,Thursday,12/09/2019,T,4,female,Gre.Ora,5,1,HA_T3,a7686,Treatment,,Predator,Aggression,Social,Novel,1724.53,9.58096,24.0978,54220.1,0,12.3997,30.2392,8.71978,7.43981,68.2383,8.79978,30.9592,13.1997,48.0788,23.1994,108.717,179.995,170.876
Post-assay,Wednesday,21/08/2019,P,8,female,Gre.Ora,9,2,HA_T3,a7686,Treatment,,Novel,Social,Predator,Aggression,2177.57,12.0979,12.7449,28675.9,0,60.6385,46.3188,9.91975,8.55979,22.2394,17.6796,2.63993,11.9997,120.157,26.3993,33.4392,179.995,174.076
Post-assay,Monday,29/07/2019,H,8,male,Gre.Gre,6,2,HA_C2,a7688,Control,,Novel,Aggression,Social,Predator,1903.92,10.5776,23.9187,53817,0,19.4395,7.19982,15.0396,10.9597,57.1186,13.2797,32.2392,24.7194,35.9191,35.7591,108.317,179.995,174.156
Post-assay,Friday,13/09/2019,X,8,male,Gre.Gre,7,2,HA_C2,a7688,Control,,Predator,Social,Novel,Aggression,780.954,4.33874,11.3421,25519.7,76.0781,15.4396,126.797,4.71988,4.1599,11.9197,6.71983,4.47989,5.75986,146.796,12.5597,20.6395,179.995,88.4778
Post-assay,Wednesday,21/08/2019,O,7,male,Gre.Gre,1,2,HA_C2,a7688,Control,,Predator,Novel,Aggression,Social,1929.95,10.7222,10.838,24385.5,0.159996,40.559,75.7581,11.3597,10.7997,12.6397,16.8796,1.59996,10.3997,129.277,29.9193,20.7995,179.995,161.196
Post-assay,Thursday,12/09/2019,W,7,male,Pin.Blu,6,2,HA_C4,a7696,Control,,Predator,Novel,Social,Aggression,6.20995,0.0345006,2.77737,6249.08,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Tuesday,20/08/2019,O,7,male,Pin.Blu,1,2,HA_C4,a7696,Control,,Predator,Novel,Aggression,Social,906.692,5.0373,14.7728,33238.8,86.7178,11.2797,102.877,4.39989,4.0799,8.71978,5.27987,38.719,4.63988,117.597,11.8397,50.5587,179.995,84.3979
Post-assay,Monday,29/07/2019,H,8,female,Pin.Bro,3,2,HA_T1,a7697,Treatment,,Novel,Aggression,Social,Predator,410.7,2.28172,19.8958,44765.4,131.357,75.3581,1.27997,3.75991,4.31989,58.4785,1.11997,3.9999,31.6792,77.4381,11.0397,91.5177,179.995,36.7991
Post-assay,Monday,29/07/2019,B,2,female,Gre.Gre,2,1,HA_C1,a7698,Control,,Novel,Aggression,Predator,Social,1784.65,9.91498,11.2005,25201.1,0,31.7592,86.3978,9.51976,8.0798,15.2796,11.6797,6.87983,10.3997,125.837,25.1194,29.0393,179.995,175.356
Post-assay,Friday,13/09/2019,U,5,female,Gre.Gre,2,2,HA_C1,a7698,Control,,Aggression,Social,Predator,Novel,968.52,5.3808,18.988,42723,62.1584,14.6396,76.7181,4.31989,4.31989,29.9992,6.79983,37.5191,5.67986,96.2376,12.1597,71.5982,179.995,107.197
Post-assay,Tuesday,20/08/2019,K,3,female,Gre.Gre,7,1,HA_C1,a7698,Control,,Predator,Social,Aggression,Novel,746.699,4.14843,8.75466,19698,99.0375,7.75981,142.716,3.03992,3.67991,9.99975,3.27992,6.47984,3.03992,152.636,8.79978,18.5595,179.995,74.3981
Post-assay,Monday,29/07/2019,F,6,male,Bro.Bro,2,2,HA_C1,a7720,Control,,Predator,Aggression,Novel,Social,1592.2,8.84576,13.689,30800.2,0.079998,28.8793,76.5581,9.99975,8.55979,17.1196,13.2797,13.6797,11.9197,115.117,26.3993,38.479,179.995,175.276
Post-assay,Friday,13/09/2019,T,4,male,Bro.Bro,3,1,HA_C1,a7720,Control,,Predator,Aggression,Social,Novel,1785.46,9.91944,15.4497,34761.9,0,24.7194,59.9185,14.6396,12.8797,25.0394,15.8396,10.0797,16.8796,95.3576,38.399,46.2388,179.995,175.836
Post-assay,Tuesday,20/08/2019,J,2,male,Bro.Bro,7,1,HA_C1,a7720,Control,,Novel,Social,Aggression,Predator,1510.42,8.39146,20.8147,46833.1,0,17.9196,28.3993,14.9596,13.9996,36.5591,14.3996,32.9592,20.7995,55.6786,39.839,84.4779,179.995,174.236
Post-assay,Monday,29/07/2019,H,8,male,Bro.Whi,5,2,HA_T1,a7723,Treatment,,Novel,Aggression,Social,Predator,1787.52,9.93094,22.0125,49528.2,0,19.9995,2.23994,21.7595,15.3596,59.0385,18.3195,2.31994,40.959,34.9591,53.7587,91.2777,179.995,178.316
Post-assay,Friday,13/09/2019,V,6,male,Bro.Whi,3,2,HA_T1,a7723,Treatment,,Aggression,Novel,Predator,Social,798.686,4.43726,5.09106,11454.9,2.87993,35.7591,137.197,1.67996,2.15995,0,2.31994,0,0.879978,175.036,4.47989,0.479988,179.995,114.237
Post-assay,Tuesday,20/08/2019,N,6,male,Bro.Whi,9,2,HA_T1,a7723,Treatment,,Novel,Predator,Aggression,Social,504.616,2.80349,8.97248,20188.1,120.157,22.7994,139.757,2.23994,1.51996,4.63988,1.99995,5.51986,1.51996,163.916,4.95988,11.1197,179.995,53.3587
Post-assay,Monday,29/07/2019,E,5,male,Bro.Gre,9,2,HA_T2,a7724,Treatment,,Social,Predator,Aggression,Novel,1459.92,8.12168,19.9779,44910.3,0,24.1594,32.1592,14.6396,12.1597,31.7592,14.1596,31.5992,19.3595,65.9984,37.0391,76.9581,179.995,171.036
Post-assay,Friday,13/09/2019,R,2,male,Bro.Gre,9,1,HA_T2,a7724,Treatment,,Novel,Predator,Social,Aggression,1612.92,8.96088,19.2468,43305.3,0,20.8795,30.8792,17.0396,14.2396,43.0389,16.8796,15.5196,21.5195,62.2384,43.6789,74.0781,179.995,176.156
Post-assay,Wednesday,21/08/2019,O,7,male,Bro.Gre,3,2,HA_T2,a7724,Treatment,,Predator,Novel,Aggression,Social,1190,6.6113,27.7747,62493.2,49.0388,12.3997,8.79978,9.03977,6.55984,29.2793,7.59981,93.3577,12.9597,26.4793,22.1594,131.357,179.995,99.4375
Post-assay,Tuesday,30/07/2019,A,1,male,Bro.Yel,9,1,HA_T4,a7728,Treatment,,Social,Novel,Aggression,Predator,1077.73,5.9902,25.883,58210.8,0.159996,12.5597,17.5196,7.8398,7.43981,49.1988,9.91975,61.9185,13.5997,36.3991,22.8794,120.717,179.995,150.876
Post-assay,Thursday,12/09/2019,V,6,male,Bro.Yel,8,2,HA_T4,a7728,Treatment,,Aggression,Novel,Predator,Social,387.529,2.15299,8.03243,18073,52.8787,8.47979,150.076,2.95993,3.67991,5.11987,4.39989,2.07995,3.19992,161.356,9.27977,9.35977,179.995,61.3585
Post-assay,Tuesday,20/08/2019,M,5,male,Bro.Yel,3,2,HA_T4,a7728,Treatment,,Social,Novel,Predator,Aggression,1401.83,7.78816,25.2281,56763.2,0,13.3597,10.1597,15.8396,10.7997,43.3589,11.1997,51.2787,23.9994,30.7992,36.7991,112.397,179.995,166.796
Post-assay,Monday,29/07/2019,E,5,male,Bro.Pur,6,2,HA_C2,a7729,Control,,Social,Predator,Aggression,Novel,987.978,5.4889,27.2231,61252,2.79993,8.55979,3.9999,11.5997,7.51981,73.4382,8.23979,41.119,25.5194,17.8396,26.8793,135.277,179.995,131.517
Post-assay,Friday,13/09/2019,V,6,male,Bro.Pur,7,2,HA_C2,a7729,Control,,Aggression,Novel,Predator,Social,719.223,3.99578,15.925,35831.3,2.31994,59.2785,11.0397,18.7995,14.9596,23.5994,27.9993,6.39984,17.9196,92.6377,46.2388,41.119,179.995,100.717
Post-assay,Wednesday,21/08/2019,J,2,male,Bro.Pur,2,1,HA_C2,a7729,Control,,Novel,Social,Aggression,Predator,677.355,3.76318,12.4527,28018.7,73.2782,100.797,24.6394,6.63983,6.63983,19.1195,7.59981,1.03997,13.5197,130.557,18.3995,31.0392,179.995,76.1581
Post-assay,Tuesday,30/07/2019,C,3,male,Pur._,1,1,HA_C3,a7730,Control,,Social,Aggression,Predator,Novel,1647.83,9.15484,18.89,42502.4,0.079998,20.7195,36.3991,17.1996,14.1596,34.6391,15.1196,17.4396,24.3194,67.0383,44.3189,68.6383,179.995,179.036
Post-assay,Thursday,12/09/2019,S,3,male,Pur_,1,1,HA_C3,a7730,Control,,Aggression,Predator,Social,Novel,1184.94,6.58316,21.2721,47862.3,3.51991,14.8796,11.8397,36.6391,13.7597,22.6394,14.3996,11.8397,53.9986,36.1591,81.678,62.1584,179.995,128.877
Post-assay,Wednesday,21/08/2019,L,4,male,Pur._,6,1,HA_C3,a7730,Control,,Aggression,Social,Novel,Predator,1104.11,6.13411,27.3253,61481.9,52.3987,7.03982,5.43986,10.6397,6.23984,62.7984,6.79983,62.0784,18.9595,16.7196,22.2394,141.036,179.995,89.9977
Post-assay,Tuesday,30/07/2019,H,8,male,Pur.Blu,6,2,HA_C4,a7737,Control,,Novel,Aggression,Social,Predator,1528.41,8.49138,18.0565,40627.1,0,33.9992,7.35982,22.3994,21.9994,30.4792,27.3593,11.5197,24.8794,59.3585,60.8785,59.7585,179.995,179.356
Post-assay,Thursday,12/09/2019,V,6,male,Pur.Blu,6,2,HA_C4,a7737,Control,,Aggression,Novel,Predator,Social,1231.79,6.84342,9.86712,22201,0,27.1993,103.277,6.79983,7.03982,11.2797,11.2797,6.23984,6.87983,138.637,19.1995,22.1594,179.995,178.076
Post-assay,Tuesday,20/08/2019,L,4,male,Pur.Blu,3,1,HA_C4,a7737,Control,,Aggression,Social,Novel,Predator,1172.34,6.51316,19.3574,43554,0.39999,18.3195,40.799,12.3997,11.3597,25.8394,13.4397,40.879,16.9596,68.4783,33.9192,77.5981,179.995,166.076
Post-assay,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,a8043,Control,,Social,Aggression,Novel,Predator,1688.41,9.38029,24.1777,54399.9,0,16.0796,18.7195,10.4797,10.7197,32.7192,9.99975,65.5984,15.6796,41.759,28.2393,109.997,179.995,173.036
Post-assay,Thursday,12/09/2019,X,8,male,Bla.Pin,2,2,HA_C3,a8043,Control,,Predator,Social,Novel,Aggression,566.466,3.14711,22.3864,50369.3,28.7993,28.2393,14.7996,13.1997,3.27992,58.4785,3.9199,1.35997,56.7186,45.8389,35.0391,99.1175,179.995,48.5588
Post-assay,Wednesday,21/08/2019,K,3,male,Bla.Pin,8,1,HA_C3,a8043,Control,,Predator,Social,Aggression,Novel,1043.13,5.79533,23.7443,53424.7,19.1995,7.11982,26.2393,7.9998,7.11982,64.3984,5.59986,8.0798,53.4387,37.3591,42.2389,100.397,179.995,84.1579
Post-assay,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,a8045,Control,,Social,Aggression,Novel,Predator,1835.38,10.1968,16.2734,36615.2,0,25.0394,52.6387,11.3597,12.3197,24.9594,16.2396,22.9594,14.4796,89.2778,32.9592,57.7586,179.995,174.076
Post-assay,Thursday,12/09/2019,S,3,female,Pin.Bla,6,1,HA_C4,a8045,Control,,Aggression,Predator,Social,Novel,1493.8,8.29908,19.0417,42843.9,0,17.7596,39.039,14.0796,14.7196,27.0393,15.9196,34.6391,16.7996,67.5983,39.839,72.5582,179.995,172.396
Post-assay,Tuesday,20/08/2019,P,8,female,Pin.Bla,1,2,HA_C4,a8045,Control,,Novel,Social,Predator,Aggression,1718.71,9.54864,18.1496,40836.7,0,23.6794,27.9193,20.7995,19.9995,19.1995,20.9595,25.1194,22.3194,65.0384,55.5186,59.4385,179.995,173.196
