Time,Video_ID,Arena,Day,Camera,Session,Tank,Group,Mark,Sex,Fish_ID,Date,Notes,tot_dist,mean_speed,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Frequency,zone_05_dur,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration s,move Moving / center-point Cumulative Duration s
9-12,2.4,8,Tuesday,2,1,HA_T2,Treatment,Gre.Whi,male,a6833,10/09/2019,,1454.22,8.07901,0,0,39,29.9999,20,27.2799,32,18.32,29,14.4,36,29.5999,33,17.76,17,20.5599,37,22.0799,15,69.1198,32,45.3599,18,65.5198,180,176.16
9-12,4.3,7,Tuesday,2,1,HA_T2,Treatment,Pur._,male,a7167,10/09/2019,,1688.61,9.38118,0,0,67,35.6799,45,94.4798,26,7.11998,33,10.32,13,11.92,40,12.8,2,0.879998,22,6.79998,18,139.6,30,23.0399,11,17.36,180,175.92
9-12,1.1,1,Tuesday,1,2,HA_T2,Treatment,Bro.Blu,male,a7251,10/09/2019,,766.491,4.25829,2,0.239999,28,18.08,19,135.6,6,2.23999,8,3.91999,7,6.31998,14,8.15998,3,2.55999,7,3.11999,6,159.76,9,9.19998,4,11.04,180,126.08
9-12,1.2,2,Tuesday,1,2,HA_T2,Treatment,Pin.Pin,female,a6840,10/09/2019,,1424.04,7.91137,0,0,39,27.9999,19,18,22,8.15998,30,14.64,25,17.12,39,20.1599,12,60.7198,24,13.2,21,60.0798,33,32.6399,13,87.2798,180,167.12
9-12,1.3,3,Tuesday,1,2,HA_T2,Treatment,Ora.Pur,female,a8071,10/09/2019,,1426.99,7.92774,1,0.08,45,29.9199,26,75.7598,21,11.12,26,13.92,17,14.88,33,17.6,7,5.67999,18,11.12,15,119.04,23,32.6399,9,28.3199,180,178.16
9-12,1.4,4,Tuesday,1,2,HA_T2,Treatment,Red.Pur,female,a7222,10/09/2019,,1750.61,9.72562,0,0,41,35.2799,17,17.2,40,23.8399,42,24.2399,25,22.4799,46,29.9199,6,3.83999,40,23.1999,24,70.7998,45,66.8798,22,42.3199,180,177.84
9-12,2.1,5,Tuesday,2,2,HA_T2,Treatment,Red.Red,male,a7570,10/09/2019,,516.233,2.86797,2,0.239999,6,7.03998,7,172.96,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,123.36
9-12,2.2,6,Tuesday,2,2,HA_T2,Treatment,Bla.Bro,male,a7142,10/09/2019,,1756.26,9.75702,0,0,47,30.7999,27,38.8799,42,13.28,40,12.8,36,35.5999,39,18.16,14,12.56,43,17.92,20,80.8798,42,38.5599,22,60.5598,180,174.88
9-12,2.4,8,Tuesday,2,2,HA_T2,Treatment,Whi._,female,a8050,10/09/2019,,1063.59,5.90884,1,2.39999,33,47.4399,18,23.9999,15,9.99998,23,24.5599,19,18.4,30,29.1199,11,17.12,15,9.35998,16,89.1198,23,48.3999,7,42.4799,180,171.04
9-12,4.3,7,Tuesday,2,2,HA_T2,Treatment,Ora.Yel,male,a7411,10/09/2019,,609.265,3.38481,1,0.08,18,22.3999,17,155.04,0,0,1,0.959998,0,0,2,1.59999,0,0,0,0,2,178.56,1,1.44,0,0,180,134.64
9-12,1.1,1,Tuesday,1,3,HA_T2,Treatment,Whi.Pin,male,a7375,10/09/2019,,1027.72,5.70955,4,0.399999,13,6.95998,11,163.52,6,1.43999,6,1.52,5,2.47999,6,1.6,2,1.04,6,1.44,4,171.6,6,3.91999,3,4.47999,180,145.2
9-12,1.2,2,Tuesday,1,3,HA_T2,Treatment,Blu.Bla,male,a7461,10/09/2019,,1429.43,7.94129,2,0.16,52,33.7599,28,42.2399,24,9.35998,27,11.12,19,10.32,38,19.8399,10,42.7199,21,10.64,19,90.4798,29,29.6799,11,59.8399,180,163.52
9-12,1.3,3,Tuesday,1,3,HA_T2,Treatment,Pin._,male,a7054,10/09/2019,,62.1176,0.345099,2,169.92,0,0,0,0,2,0.879998,2,0.879997,3,8.87998,1,0.879998,3,167.2,2,1.28,1,0.559999,2,2.47999,2,176.96,180,8.31998
9-12,1.4,4,Tuesday,1,3,HA_T2,Treatment,Pur.Pur,female,a6932,10/09/2019,,1297.3,7.20725,0,0,10,6.47998,3,8.07998,36,22.7999,27,16.88,48,56.2399,20,10.24,22,24.3999,47,34.8799,8,20.16,30,54.4799,23,105.36,180,173.92
9-12,2.1,5,Tuesday,2,3,HA_C1,Control,Bro.Bla,female,a7082,10/09/2019,,583.762,3.24313,9,0.799998,5,1.76,4,174.96,1,0.319999,2,0.719998,1,0.559999,3,1.2,1,0.08,1,0.399999,2,177.44,2,1.68,1,0.879998,180,120.32
9-12,2.2,6,Tuesday,2,3,HA_C1,Control,Pur.Yel,male,a7272,10/09/2019,,1496.02,8.31124,0,0,40,39.1199,23,36.3199,31,14.64,30,12.4,27,33.0399,33,16.88,10,6.07998,34,21.5199,15,87.4398,31,38.0799,16,54.4799,180,176.16
9-12,2.4,8,Tuesday,2,3,HA_C1,Control,Ora.Bla,male,a7403,10/09/2019,,1686.36,9.36871,2,0.159999,47,31.6799,26,38.3199,35,15.12,34,15.12,37,22.4799,38,16.24,16,21.9199,39,19.12,18,81.0398,39,42.2399,23,56.4799,180,171.52
9-12,4.3,7,Tuesday,2,3,HA_C1,Control,Red.Ora,male,a7614,10/09/2019,,732.529,4.06962,3,0.399999,8,4.15999,6,171.84,3,0.639999,3,0.559999,1,0.559999,4,1.68,0,0,2,0.559998,2,177.44,3,1.6,1,0.959997,180,139.36
9-12,1.1,1,Tuesday,1,4,HA_C1,Control,Yel._,male,a7475,10/09/2019,,506.384,2.81325,9,0.799998,3,1.44,3,178.08,1,0.08,1,0.24,0,0,1,0.159999,0,0,0,0,1,179.6,1,0.399999,0,0,180,120.88
9-12,1.2,2,Tuesday,1,4,HA_C1,Control,Ora.Bro,male,a7152,10/09/2019,,1708.31,9.49063,0,0,53,36.6399,31,39.8399,32,15.12,40,19.28,29,17.84,45,20.72,13,18.64,30,11.92,24,90.3998,38,44.7199,15,44.8799,180,175.44
9-12,1.3,3,Tuesday,1,4,HA_C1,Control,Gre.Gre,female,a7698,10/09/2019,,1308.26,7.26814,0,0,39,32.3199,26,119.6,11,3.99999,13,5.51999,6,3.91999,20,9.59997,2,1.44,9,3.59999,9,159.84,13,12.16,5,7.99998,180,175.52
9-12,1.4,4,Tuesday,1,4,HA_C1,Control,Gre.Yel,male,a6859,10/09/2019,,1922.83,10.6824,0,0,52,32.1599,24,26.0799,51,20.0799,54,23.8399,32,23.7599,55,26.0799,10,6.31998,47,21.6799,28,73.4398,52,61.4398,25,45.1199,180,178.56
9-12,2.1,5,Tuesday,2,4,HA_C1,Control,Bro.Bro,male,a7720,10/09/2019,,844.661,4.69257,6,0.639998,11,8.87998,8,166.72,1,1.28,2,1.04,0,0,4,2.07999,0,0,0,0,2,177.36,1,2.63999,0,0,180,146.08
9-12,2.2,6,Tuesday,2,4,HA_C1,Control,Pin.Whi,female,a7281,10/09/2019,,924.036,5.13355,3,58.5599,31,46.3999,19,47.9199,16,6.07998,16,6.79998,13,47.7599,19,10.24,6,8.07998,14,6.71998,10,101.52,16,17.68,7,60.7998,180,115.36
9-12,2.4,8,Tuesday,2,4,HA_C1,Control,Red.Red,female,a6899,10/09/2019,,1757.45,9.76362,0,0,21,17.6,4,2.31999,53,23.9199,45,28.7999,48,39.4399,38,26.4799,16,8.31998,61,33.1199,20,37.3599,52,71.9198,32,70.7198,180,178.96
9-12,4.3,7,Tuesday,2,4,HA_C1,Control,Ora.Pin,female,a7498,10/09/2019,,638.269,3.54595,7,1.04,16,8.15998,10,165.76,0,0,4,1.44,0,0,10,4.63999,0,0,0,0,5,176.8,5,3.19999,0,0,180,119.44
9-12,1.1,1,Tuesday,1,5,HA_C1,Control,Whi.Blu,male,a7179,10/09/2019,,937.029,5.20573,0,0,28,18.4,21,148.48,5,1.36,6,2.63999,4,2.23999,10,3.83999,2,1.6,4,1.44,4,169.92,6,5.19999,2,4.87999,180,163.04
9-12,1.2,2,Tuesday,1,5,HA_C1,Control,Yel.Red,female,a8068,10/09/2019,,1264.9,7.02725,0,0,55,52.7999,39,106,2,0.799998,9,5.19999,1,0.399999,24,14.56,0,0,1,0.24,12,168.24,12,11.2,1,0.559999,180,175.76
9-12,1.3,3,Tuesday,1,5,HA_C1,Control,Red.Yel,male,a7563,10/09/2019,,1180.97,6.56095,4,33.8399,46,30.7999,29,115.2,14,4.95999,18,8.15998,4,1.99999,28,12.24,0,0,11,6.63998,13,155.36,17,18.8,5,5.83998,180,138.4
9-12,1.4,4,Tuesday,1,5,HA_C1,Control,Gre.Pin,female,a7013,10/09/2019,,1783.08,9.90602,1,0.079999,57,43.7599,29,51.9999,24,11.92,39,25.1199,11,9.19998,53,29.2799,3,1.91999,17,6.79998,26,117.12,34,47.5999,9,15.28,180,174.64
9-12,2.1,5,Tuesday,2,5,HA_C1,Control,Whi.Pur,female,a7376,10/09/2019,,840.691,4.67052,10,0.799999,5,2.32,4,174.88,1,0.159999,1,0.16,1,0.479998,1,0.239999,1,1.52,1,0.24,1,177.36,1,0.479999,1,2.15999,180,137.52
9-12,2.2,6,Tuesday,2,5,HA_C1,Control,Pin.Ora,male,a7555,10/09/2019,,1535.45,8.53028,0,0,46,32.3199,26,57.1999,33,15.44,35,16.48,19,17.2,38,19.84,6,6.47998,29,15.04,18,103.12,31,43.4399,14,33.4399,180,174.4
9-12,2.4,8,Tuesday,2,5,HA_C1,Control,Blu.Blu,female,a7659,10/09/2019,,1414.29,7.85718,0,0,32,33.2799,10,19.12,31,18.48,28,17.04,29,32.1599,36,25.8399,10,10.32,37,23.7599,18,70.6398,36,51.1999,18,58.1599,180,175.76
9-12,4.3,7,Tuesday,2,5,HA_C1,Control,Red.Pin,male,a6985,10/09/2019,,847.488,4.70828,5,0.399999,15,7.35998,10,168.56,2,0.399999,1,0.24,0,0,5,3.03999,0,0,1,0.399999,2,178.48,2,1.52,0,0,180,149.36
9-12,1.1,1,Tuesday,1,6,HA_T1,Treatment,Gre.Bro,male,a7683,10/09/2019,,1092.47,6.06927,5,0.479999,33,21.1199,22,108.32,18,8.15998,21,8.63998,13,12,23,10.16,4,2.47999,18,9.11998,12,136.16,21,22.8799,9,20.9599,180,148.4
9-12,1.2,2,Tuesday,1,6,HA_T1,Treatment,Bro.Whi,male,a7723,10/09/2019,,1419.8,7.88777,0,0,49,51.1999,29,38.2399,23,15.36,27,21.1999,14,13.2,35,22.4799,6,6.15999,19,12.16,18,104.4,26,49.3599,9,26.2399,180,178.64
9-12,1.3,3,Tuesday,1,6,HA_T1,Treatment,Red.Pin,female,a6894,10/09/2019,,1781.74,9.89857,6,24.3999,50,32.1599,31,87.5198,21,6.15998,25,9.27998,17,15.68,34,14.8,6,6.23998,22,8.15998,15,131.12,26,21.2799,12,27.5999,180,144.32
9-12,1.4,4,Tuesday,1,6,HA_T1,Treatment,Pin.Bro,male,a7191,10/09/2019,,1571.68,8.73155,0,0,38,37.6799,14,13.12,39,22.4799,47,28.4799,19,13.12,52,41.3599,6,4.79999,32,18.96,29,77.0398,47,72.6398,19,30.3199,180,179.44
9-12,2.1,5,Tuesday,2,6,HA_T1,Treatment,Ora._,male,a7155,10/09/2019,,1346.48,7.48048,2,0.32,51,38.6399,30,92.7198,17,6.47998,22,9.27998,9,9.03998,33,16.8,1,0.24,15,6.79998,13,144.88,20,21.1999,8,13.92,180,161.92
9-12,2.2,6,Tuesday,2,6,HA_T1,Treatment,Ora.Ora,female,a7379,10/09/2019,,1776.36,9.8687,0,0,46,29.8399,23,39.4399,41,12.48,43,14.08,41,26.7999,46,18.4,20,22.4799,42,16.48,24,81.1998,45,37.8399,22,60.9598,180,172.16
9-12,2.4,8,Tuesday,2,6,HA_T1,Treatment,Bla.Pur,female,a6925,10/09/2019,,1537.08,8.53936,1,2.63999,24,33.9999,6,3.67999,37,17.84,34,17.36,35,48.2399,36,21.1999,14,7.99998,42,29.6799,20,51.5999,42,52.1599,23,76.2398,180,165.6
9-12,4.3,7,Tuesday,2,6,HA_T1,Treatment,Pin.Pin,female,a7550,10/09/2019,,904.5,5.02501,2,32.7999,36,24.4799,22,91.5198,11,4.15999,14,6.23998,3,35.3599,22,13.2,0,0,7,5.03999,10,125.84,14,15.2,5,38.9599,180,139.68
9-12,1.1,1,Tuesday,1,7,HA_T1,Treatment,Bro.Bro,female,a7662,10/09/2019,,462.727,2.57071,16,1.68,3,1.12,2,173.84,1,0.479999,1,0.399999,2,1.12,2,1.12,1,0.959998,2,0.959998,1,176,1,1.12,1,2.87999,180,92.2398
9-12,1.2,2,Tuesday,1,7,HA_T1,Treatment,Gre.Gre,female,a7292,10/09/2019,,1628.05,9.04476,0,0,60,57.0399,23,16,27,20.1599,49,27.0399,10,8.47998,68,37.9199,4,2.08,16,11.28,33,97.8398,42,64.1598,9,18,180,178.4
9-12,1.3,3,Tuesday,1,7,HA_T1,Treatment,Red.Red,male,a7468,10/09/2019,,920.619,5.11456,0,0,22,19.6799,14,71.4398,14,10.96,13,10.64,18,23.1999,15,12.4,9,14.48,17,17.2,8,99.6797,19,31.5199,11,48.7999,180,169.52
9-12,1.4,4,Tuesday,1,7,HA_T1,Treatment,Ora.Pur,male,a7062,10/09/2019,,1084.9,6.02726,0,0,13,18.8,3,3.91999,27,19.8399,29,20.5599,24,48.1599,25,25.3599,6,4.31999,30,39.0399,16,38.3999,31,60.3198,16,81.2798,180,175.76
9-12,2.1,5,Tuesday,2,7,HA_T1,Treatment,Red.Whi,male,a6991,10/09/2019,,448.524,2.49181,5,51.1999,13,29.6799,13,109.68,2,1.91999,2,0.959998,2,36.9599,1,0.24,1,0.16,1,0.399999,1,139.52,1,3.11999,1,37.3599,180,99.3598
9-12,2.2,6,Tuesday,2,7,HA_T1,Treatment,Bro.Yel,female,a7087,10/09/2019,,1112.59,6.18107,0,0,30,28.2399,18,59.1199,23,16.4,21,12.48,20,25.9999,23,16.56,9,6.63998,24,14.56,12,98.5598,23,39.3599,12,42.0799,180,162.88
9-12,2.4,8,Tuesday,2,7,HA_T1,Treatment,_.Pur,female,a6825,10/09/2019,,1337.32,7.42957,0,0,22,19.52,10,15.28,27,15.36,25,15.92,43,41.5999,24,14.8,24,36.5599,33,20.9599,12,43.5999,27,44.2399,15,92.1598,180,178.48
9-12,4.3,7,Tuesday,2,7,HA_T1,Treatment,Ora.Ora,male,a7412,10/09/2019,,1138.43,6.32464,0,0,39,42.7999,28,83.9998,14,10.64,17,11.92,7,6.47998,21,15.12,2,1.12,11,7.91998,10,137.92,15,29.0399,6,13.04,180,176.88
9-12,1.1,1,Tuesday,1,8,HA_T1,Treatment,Bla._,male,a7599,10/09/2019,,1010.13,5.61185,2,0.399999,28,20.8799,20,140.32,2,0.959997,6,6.15998,1,1.44,14,9.27998,0,0,2,0.959998,6,168.88,6,8.95998,1,2.15999,180,159.52
9-12,1.2,2,Tuesday,1,8,HA_T1,Treatment,Blu.Whi,male,a6998,10/09/2019,,1663.57,9.24205,0,0,29,31.1999,3,1.12,44,19.0399,55,27.1999,30,27.9199,57,35.9199,12,16.08,39,21.52,32,54.9599,53,65.2798,21,59.7599,180,177.12
9-12,1.3,3,Tuesday,1,8,HA_T1,Treatment,_.Whi,male,a7269,10/09/2019,,1752.76,9.73756,0,0,48,50.9599,19,29.2799,20,15.92,43,30.3999,0,0,55,50.3199,0,0,4,3.11999,29,117.12,32,61.5198,3,1.36,180,177.36
9-12,1.4,4,Tuesday,1,8,HA_T1,Treatment,_.Red,female,a7319,10/09/2019,,1577.59,8.76439,0,0,65,72.6398,38,46.3199,17,8.15998,28,14.96,6,4.87999,44,26.3199,1,0.159999,11,6.55998,21,137.12,27,33.0399,6,9.83998,180,178.32
9-12,2.1,5,Tuesday,2,8,HA_C2,Control,Red.Bro,male,a7474,10/09/2019,Started 2 mins late,1446.08,8.04095,0,0,30,17.28,20,85.6798,25,7.83998,20,6.47998,34,22.1599,20,6.71998,17,20.72,31,13.12,10,108.08,23,19.6799,14,52.2399,180,170.32
9-12,2.2,6,Tuesday,2,8,HA_C2,Control,Pur.Blu,male,a7163,10/09/2019,Started 2 mins late,1928.16,10.712,0,0,52,38.1599,24,41.6799,43,17.12,50,20.3199,19,22.5599,54,23.2799,1,0.959998,38,15.92,29,94.7998,48,50.4799,20,34.7199,180,177.52
9-12,2.4,8,Tuesday,2,8,HA_C2,Control,_._,female,a7658,10/09/2019,Started 2 mins late,1973.78,10.9655,0,0,50,44.1599,19,17.36,45,16.96,49,20.0799,38,24.6399,58,28.6399,16,9.99998,44,18.16,29,81.4398,52,51.6799,24,46.8799,180,178.48
9-12,4.3,7,Tuesday,2,8,HA_C2,Control,Red.Pin,male,a7096,10/09/2019,Started 2 mins late,1388.4,7.71336,0,0,47,43.5199,35,113.04,8,2.55999,10,5.43999,2,2.23999,18,9.43998,0,0,6,3.75999,8,164,11,11.12,4,4.87999,180,173.36
9-12,1.1,1,Tuesday,1,9,HA_C2,Control,Blu.Blu,male,a7006,10/09/2019,,857.349,4.7758,5,0.639998,11,6.63998,8,158.32,6,2.63999,7,2.79999,4,3.03999,8,3.27999,1,1.2,5,1.92,5,167.2,6,7.03998,3,5.59999,179.84,142.16
9-12,1.2,2,Tuesday,1,9,HA_C2,Control,Blu.Ora,female,a7204,10/09/2019,,1048.84,5.82691,8,57.4399,12,10.32,5,3.99999,27,10.32,22,12.4,40,67.9998,15,6.79998,22,38.5599,31,29.5999,8,17.92,22,29.1999,15,132.88,180,102.48
9-12,1.3,3,Tuesday,1,9,HA_C2,Control,Ora.Bro,male,a6967,10/09/2019,,1069.74,5.94302,5,1.75999,23,13.6,15,137.68,13,4.55999,14,5.27999,6,6.71998,16,6.31998,1,0.719998,11,5.11999,8,155.76,13,13.36,6,10.88,180,136.4
9-12,1.4,4,Tuesday,1,9,HA_C2,Control,Pin.Bro,female,a7284,10/09/2019,,1777.39,9.8744,1,2.71999,39,32.1599,12,10.48,49,21.1999,56,27.5199,25,23.9199,57,34.7199,6,7.75998,42,22.2399,28,65.5198,50,68.2398,23,46.2399,180,174.56
